time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.032,20.46,23.65,54.38,10.13,3.5,1.89,42.79,133.84,20.55,67.23,120.07,32.0,77.33,114.43,39.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0658,18.6,23.18,60.12,9.97,3.01,2.18,44.38,132.0,21.46,68.41,118.47,34.05,75.35,115.88,39.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0999,18.44,25.92,68.1,10.1,3.27,1.86,43.36,133.86,22.56,63.76,123.93,33.92,72.92,119.17,40.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1351,19.76,25.94,60.83,10.46,2.65,1.64,43.12,133.8,22.43,63.88,123.09,34.81,71.71,118.97,41.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1684,20.23,25.27,62.03,10.06,2.58,1.96,44.1,132.96,22.65,65.54,121.61,35.66,74.35,116.35,42.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2027,19.39,27.39,74.77,10.31,2.05,2.04,45.52,131.23,22.04,66.99,119.94,35.01,74.54,116.41,41.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2376,20.76,27.24,67.74,10.55,2.07,1.76,43.81,132.39,22.29,64.21,121.98,35.1,71.19,118.62,40.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2717,19.75,25.68,66.05,11.37,3.36,2.34,42.03,135.45,27.07,60.97,126.03,39.91,69.57,120.72,44.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3226,21.21,25.97,59.52,12.31,2.92,2.27,41.52,135.25,27.65,59.47,126.36,40.63,66.25,121.68,42.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3551,24.35,26.95,74.42,11.52,2.12,2.95,38.9,136.1,22.75,58.86,125.15,35.44,64.51,122.06,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.391,20.53,26.19,66.09,10.11,2.44,2.73,40.5,136.11,21.96,58.23,127.49,32.84,57.96,130.56,33.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4266,19.7,27.7,72.48,11.97,2.12,2.23,39.7,136.79,25.23,57.43,128.13,38.09,62.44,125.83,41.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4607,21.17,28.28,78.01,12.15,1.77,2.46,39.28,135.94,23.63,58.15,126.17,36.56,64.45,122.99,41.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.494,22.65,27.48,79.29,11.15,1.81,3.38,38.65,136.59,24.1,55.95,128.36,36.93,62.52,124.49,40.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5272,22.4,28.32,77.33,10.92,1.99,3.67,41.67,133.89,25.49,61.01,123.45,39.36,66.36,120.6,42.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5613,23.81,27.0,65.37,11.6,2.01,3.69,38.95,136.02,24.15,60.09,123.72,38.77,66.43,119.76,42.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5949,20.97,26.03,70.48,10.59,2.52,3.61,39.51,136.59,24.21,57.91,127.14,36.57,61.93,125.84,38.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
