time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,16.34,31.87,53.0,115.61,45.49,101.91,75.22,121.24,114.4,69.63,107.64,98.99,88.57,59.4
0.0842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47,16.59,30.19,53.34,115.14,41.74,103.17,73.96,118.18,117.64,66.31,107.81,102.37,85.01,60.05
0.1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48,16.62,30.28,53.89,114.83,43.45,104.15,73.18,117.86,117.5,66.82,106.36,101.1,86.73,57.91
0.1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.17,16.7,30.82,52.34,116.18,44.79,101.6,75.27,123.56,115.22,68.73,110.27,100.31,87.1,61.69
0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.37,16.79,30.42,55.41,113.73,46.18,104.35,73.2,123.02,117.32,67.17,109.7,100.61,87.22,60.2
0.2599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.61,16.97,31.3,54.02,114.62,46.51,103.74,73.44,125.32,115.24,68.69,112.05,99.93,87.45,61.51
0.3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.09,17.38,34.03,54.1,114.87,45.01,105.01,72.88,125.97,116.79,67.92,109.38,100.43,87.37,58.76
0.3549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16,17.61,31.88,54.9,113.89,49.85,104.17,73.14,129.74,116.54,67.48,114.97,103.83,83.61,64.14
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.69,17.14,32.86,55.54,113.69,50.38,104.54,73.27,130.46,117.58,66.74,116.87,104.66,83.15,65.27
0.4443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89,17.39,33.36,52.84,115.94,44.28,104.43,73.23,124.91,116.58,68.0,109.54,100.54,87.63,59.14
0.4901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.99,17.2,31.96,51.87,116.42,43.71,103.4,73.66,126.16,115.34,68.59,110.67,97.82,89.53,57.46
0.5344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.07,17.68,34.5,51.55,116.56,43.43,100.48,76.5,123.51,114.48,69.64,110.92,98.1,89.77,59.45
0.5782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.17,17.99,34.35,52.72,115.64,45.29,103.68,73.49,127.66,116.45,67.74,111.87,101.08,86.64,59.01
0.6219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35,17.55,34.45,51.54,116.86,42.83,102.52,74.64,123.96,115.34,69.04,109.54,100.69,87.48,59.41
0.6645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.48,17.68,34.71,51.99,116.28,44.29,101.99,75.01,125.76,114.66,69.32,110.83,99.02,88.44,58.92
0.7092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83,17.36,34.72,51.52,116.8,43.43,103.04,74.19,125.26,115.95,68.51,109.86,100.46,87.52,58.58
0.7547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.38,17.46,33.54,53.15,115.11,47.52,102.14,74.87,128.79,114.74,69.3,114.24,98.51,89.13,60.24
0.7963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,17.62,33.92,51.35,116.83,42.3,102.92,74.35,125.48,116.56,67.87,110.76,102.78,85.23,59.59
0.8381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62,16.91,33.21,53.47,114.84,45.0,104.7,72.48,125.3,117.58,66.74,111.33,103.35,84.66,59.47
0.8827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,17.76,35.67,51.87,116.31,43.4,103.27,73.75,125.48,116.75,67.4,111.65,103.2,84.66,61.33
0.9263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.77,17.64,32.54,55.22,113.24,46.51,103.05,74.14,128.45,117.34,66.88,115.18,104.22,83.6,64.47
0.9671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74,17.21,33.88,54.39,114.06,44.13,104.6,72.85,124.11,117.82,66.59,111.75,102.87,85.07,60.89
