time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0324,36.13,10.07,9.94,16.03,25.87,20.35,25.12,97.55,29.86,83.66,98.24,18.78,96.83,88.39,25.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0644,38.07,10.58,9.84,16.01,23.25,17.07,24.42,98.65,30.29,82.83,98.43,19.4,95.13,90.13,26.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0983,38.4,10.3,9.05,16.36,22.15,14.65,23.31,99.33,31.56,81.53,99.35,19.65,96.12,88.92,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1322,35.95,11.14,9.69,16.06,25.87,19.9,24.41,98.26,30.26,83.11,99.21,18.85,97.79,87.85,26.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1672,37.21,10.36,8.55,15.75,22.16,15.17,24.73,99.19,30.01,82.19,99.36,19.64,94.49,90.95,27.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1994,38.08,10.26,8.87,15.76,22.97,15.03,24.0,96.9,31.5,83.56,98.0,19.09,96.27,89.0,25.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2336,38.01,10.16,8.05,17.17,27.83,25.08,23.84,94.29,33.26,82.68,99.06,18.56,97.24,88.41,25.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2686,36.17,10.63,9.71,16.43,26.31,21.38,24.0,95.15,31.93,82.09,99.47,18.98,95.83,89.53,26.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3007,36.68,10.4,9.8,16.34,25.23,20.79,24.36,95.83,31.52,82.17,99.71,18.68,95.29,90.26,25.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3336,36.72,10.12,9.15,15.84,24.95,18.96,24.4,95.34,31.08,82.03,100.14,18.64,95.36,90.12,25.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
