time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0303,41.33,42.49,88.97,26.24,146.48,16.08,28.45,150.81,73.82,39.14,144.37,70.44,20.26,159.18,26.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0632,39.68,42.61,87.72,26.76,145.43,16.12,29.36,149.63,85.0,39.39,144.23,72.86,21.11,158.39,26.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0957,40.72,42.73,88.32,27.41,144.69,16.29,29.04,149.87,84.0,40.17,143.35,72.87,21.44,158.17,26.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1335,40.93,42.41,88.38,27.04,144.93,18.16,28.66,150.55,89.81,38.57,145.46,74.06,19.67,159.83,25.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1661,41.36,42.45,88.49,26.77,144.84,17.62,28.31,150.58,87.04,38.05,145.78,74.82,20.11,159.56,27.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2012,41.55,42.77,88.49,26.88,145.28,17.24,28.41,150.85,85.78,38.12,145.9,73.87,19.53,160.29,26.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2353,40.52,42.59,88.85,26.39,145.89,15.9,27.99,150.92,76.18,38.17,145.28,72.12,19.51,160.58,27.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2681,39.7,42.65,88.59,27.36,145.1,16.07,29.22,150.1,82.42,40.24,143.53,73.28,20.93,158.71,26.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3005,38.91,42.62,88.4,26.9,144.83,16.78,28.42,150.52,81.82,37.87,146.01,68.32,19.29,160.37,25.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3346,40.05,42.48,89.09,27.31,144.78,15.84,28.65,150.39,82.07,38.57,145.22,69.37,19.88,159.91,25.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.367,40.23,43.02,88.41,27.08,145.19,15.92,28.68,150.2,78.65,38.65,144.78,70.76,19.42,160.13,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.401,40.8,42.63,88.86,26.71,145.94,14.49,28.3,150.72,70.56,38.49,144.96,66.34,19.28,160.19,25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4346,39.56,42.63,89.18,26.61,146.09,14.99,28.39,150.61,70.06,38.09,145.44,67.7,18.77,161.1,25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.467,40.92,42.62,88.3,26.74,146.0,15.11,28.18,151.21,76.44,37.83,146.13,69.32,18.43,161.36,24.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5013,39.83,42.5,87.45,27.11,144.83,16.54,28.87,149.95,86.06,39.05,144.6,74.46,20.78,158.92,26.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5342,40.17,43.1,87.01,26.6,145.59,14.93,27.72,151.18,75.54,35.61,147.95,67.25,17.15,162.42,25.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5685,39.87,42.8,87.42,26.84,145.39,15.83,28.43,150.55,80.61,38.07,145.6,70.12,19.61,159.96,25.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6018,40.37,42.88,86.84,26.58,145.71,15.15,27.99,150.88,77.26,37.39,146.2,67.76,19.14,160.22,24.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6345,41.49,43.21,87.1,26.94,144.78,15.64,29.33,149.19,78.84,39.93,143.36,72.22,22.85,156.45,27.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6691,40.42,42.97,86.55,27.15,145.38,15.38,29.17,150.0,79.14,39.75,143.95,70.85,21.04,158.37,25.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6996,39.85,43.09,85.78,27.34,144.8,15.4,29.01,149.89,79.77,39.52,144.03,72.13,21.17,158.43,26.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7322,40.66,42.92,87.08,27.1,145.56,14.98,29.36,149.85,73.79,39.57,144.05,70.13,20.67,158.98,26.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7671,40.98,43.01,86.44,26.89,145.41,15.25,29.05,150.0,74.67,40.3,143.21,72.12,21.28,158.38,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8011,41.4,43.01,86.65,26.74,145.68,14.91,28.61,150.67,75.21,38.22,145.49,67.9,19.99,159.14,24.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8353,40.42,42.78,86.77,27.33,144.59,14.46,29.47,149.54,70.73,39.96,143.62,64.8,20.68,158.63,23.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8677,41.37,42.94,86.37,26.8,145.14,14.98,28.99,149.83,71.26,40.42,142.84,69.59,22.27,157.28,27.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9003,40.54,42.18,87.68,27.08,146.02,14.35,29.06,150.86,72.7,39.86,144.24,68.47,20.57,159.12,25.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9336,39.2,42.41,87.84,27.01,144.52,16.54,28.28,150.44,78.12,38.56,145.13,65.18,18.55,161.14,22.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9655,40.5,42.6,88.85,27.0,144.91,16.42,28.07,150.92,80.24,36.6,147.37,70.54,17.8,162.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9981,40.22,42.59,88.51,26.52,145.68,15.35,27.73,151.45,73.97,36.32,147.59,65.39,17.15,162.51,24.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
