time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.79,9.8,8.12,40.22,74.74,14.02,114.9,67.25,69.08,120.27,69.37,76.47,112.05,78.14,65.9
0.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.62,9.73,7.72,39.22,77.46,14.63,114.42,67.72,67.43,119.62,70.02,75.49,112.51,78.2,67.58
0.1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.81,10.08,7.24,40.69,73.53,14.64,114.99,66.78,63.51,119.71,69.82,72.3,113.3,76.87,65.03
0.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.24,10.1,6.66,40.94,73.72,14.29,113.65,68.1,65.91,118.72,70.69,74.27,112.17,78.09,66.41
0.2118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92,9.69,8.04,39.8,76.08,14.03,113.98,68.15,68.96,119.03,70.63,76.81,111.66,79.15,67.34
0.2525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.23,9.98,8.32,39.99,74.5,14.11,112.86,69.11,67.49,118.44,70.96,75.63,111.53,78.88,67.42
0.2944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.15,9.77,8.52,38.81,77.08,14.84,113.23,68.86,67.53,118.44,71.18,76.64,111.43,79.2,67.57
0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.56,9.44,7.12,39.56,74.71,14.38,114.61,68.29,67.42,119.9,70.51,74.96,113.28,77.55,66.69
0.3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.53,9.54,8.79,40.67,74.5,14.75,113.52,68.43,65.08,118.54,71.01,73.8,111.94,78.82,66.93
0.4188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.38,9.67,8.56,40.05,73.3,13.67,113.27,68.63,65.47,118.83,70.6,74.8,112.07,78.12,66.62
0.4577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02,9.67,8.21,38.88,75.75,14.55,112.57,69.5,65.7,117.69,72.01,73.73,111.58,79.23,67.64
0.5009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.71,9.35,7.43,40.21,72.82,14.1,113.63,68.99,69.6,118.77,71.12,77.44,111.27,79.11,67.28
0.5409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.93,9.51,6.48,39.59,75.41,14.87,112.66,69.86,62.87,117.94,72.13,72.53,111.04,80.28,67.24
0.5809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.14,9.31,7.12,40.08,74.15,13.75,113.94,68.33,61.56,119.04,70.81,70.04,111.88,79.1,65.58
0.6214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,9.46,6.78,40.18,73.2,14.84,113.66,68.31,62.35,119.2,70.4,72.59,111.87,78.49,65.82
0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.04,9.2,7.35,38.86,75.51,18.1,112.48,69.6,59.57,118.43,71.46,68.95,111.21,79.53,64.71
0.7015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.38,9.1,9.1,39.79,74.86,18.21,113.15,68.99,58.21,119.08,71.06,68.75,112.92,77.62,64.62
0.7431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.63,9.1,11.59,39.36,75.9,16.89,112.47,69.74,63.42,117.78,72.02,72.44,111.68,79.29,66.27
0.7835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.59,9.45,9.82,38.32,75.04,14.13,112.55,69.34,61.74,118.64,70.97,71.21,112.46,78.4,65.33
0.8223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.11,8.96,11.03,39.06,75.41,14.45,113.78,68.76,61.71,119.17,70.89,70.93,112.77,78.06,64.57
0.8635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95,9.48,10.2,38.7,77.44,14.73,113.03,68.76,59.01,118.64,70.87,68.16,112.64,77.7,62.87
0.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.76,8.75,10.81,38.97,76.42,14.08,114.97,68.1,67.34,120.42,69.98,76.68,113.44,77.88,66.3
0.9442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.56,8.87,11.76,39.56,76.3,13.49,113.49,68.84,64.77,118.35,71.16,72.79,111.58,78.86,64.54
0.9815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.93,8.68,13.47,38.6,76.41,13.44,113.04,69.19,61.93,119.3,70.51,72.12,113.0,77.73,65.21
