time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0307,54.01,44.3,83.54,24.18,146.64,16.94,26.8,149.38,55.11,34.09,147.86,53.46,36.66,145.67,41.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0644,52.93,44.35,83.08,23.85,146.6,19.07,26.92,149.27,62.6,35.25,146.76,58.5,37.22,145.06,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0975,55.91,44.74,83.33,24.24,146.81,17.66,26.93,149.42,58.52,35.96,145.99,56.22,39.22,142.98,42.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1308,53.67,44.16,83.88,24.86,146.14,17.04,27.72,148.66,58.99,35.8,146.3,55.45,35.19,146.86,40.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1678,55.69,44.4,85.32,23.73,146.14,20.54,26.97,148.83,58.83,34.54,147.29,55.45,39.17,142.51,42.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2046,54.65,44.63,83.86,24.32,146.44,16.3,26.99,149.26,54.41,34.59,147.42,51.44,36.9,145.44,38.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2364,54.58,44.36,84.95,24.9,145.35,19.89,28.2,147.88,67.09,36.72,145.08,59.28,36.27,145.3,40.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2715,56.23,44.35,85.27,24.09,146.63,17.58,26.62,149.33,53.55,35.06,146.77,52.96,39.88,142.39,41.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3055,54.12,43.91,84.77,24.25,146.06,18.45,27.04,149.0,57.82,35.09,146.88,54.82,37.73,144.67,41.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3405,55.43,44.19,84.75,23.81,145.99,19.83,26.82,148.82,58.73,34.77,146.98,55.74,39.14,142.9,42.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
