time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0327,18.74,24.89,59.02,11.02,2.72,1.95,45.21,132.42,25.19,65.1,122.36,37.36,70.35,120.37,41.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0662,19.36,26.56,71.86,10.5,2.38,1.6,44.05,132.93,22.51,65.33,121.51,35.1,69.42,120.98,40.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1015,20.75,27.59,57.38,10.72,2.51,1.65,42.42,135.27,23.41,60.86,126.52,34.87,68.22,122.66,40.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1493,19.89,27.37,57.22,11.04,2.24,1.19,46.24,131.09,24.71,66.77,120.48,37.66,73.06,116.47,41.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1847,20.39,26.27,62.18,11.16,2.67,2.31,44.01,133.25,24.77,65.16,121.46,37.82,73.99,115.36,43.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2192,21.79,25.58,60.89,10.94,2.21,2.45,44.07,132.25,24.08,68.81,116.92,38.76,74.72,113.33,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2538,22.49,26.81,62.37,11.85,1.91,3.89,43.1,132.9,26.25,65.96,119.08,42.84,72.5,114.85,45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2876,23.1,25.86,62.24,10.87,2.02,3.02,46.26,129.84,24.72,71.68,114.03,40.99,76.76,111.97,45.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3229,21.77,26.41,64.55,11.46,1.97,3.1,43.53,133.25,25.08,67.41,118.4,40.11,73.49,114.72,43.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3561,23.8,25.95,54.06,10.39,2.19,2.8,46.33,130.46,23.06,72.13,114.25,37.97,77.98,111.47,42.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39,23.1,26.86,64.23,10.81,2.56,2.5,46.72,130.51,24.47,71.1,115.66,39.23,79.12,110.62,47.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4245,21.26,25.83,62.41,10.79,2.49,1.83,45.65,131.63,24.67,67.73,119.22,37.72,75.6,114.44,44.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4595,21.42,25.42,48.93,11.0,2.8,2.04,42.61,134.75,24.51,63.84,123.18,36.99,73.51,116.6,43.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.494,23.5,25.39,65.52,10.85,2.94,2.72,45.24,131.74,26.64,67.65,118.53,41.53,75.77,112.97,45.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5285,23.02,26.67,70.17,10.5,2.15,3.37,45.28,131.07,24.36,71.51,114.11,40.07,76.33,111.87,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5622,23.49,27.05,56.4,10.71,1.87,3.32,45.17,131.41,24.04,69.09,116.76,38.94,76.36,112.36,42.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5961,23.65,25.8,55.12,10.84,2.31,2.68,47.06,129.86,24.52,71.69,114.75,39.3,79.5,109.09,44.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
