time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0306,31.64,12.69,5.97,28.4,78.02,33.99,117.26,63.06,57.91,126.75,64.93,74.22,129.18,57.2,79.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0643,30.75,12.6,3.63,27.88,82.68,32.26,116.75,62.8,57.67,127.07,64.32,74.43,128.76,56.32,77.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0975,29.1,11.93,6.53,28.67,79.89,32.08,117.32,62.49,56.94,126.65,64.91,72.82,128.71,57.21,75.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1316,29.81,12.59,5.69,29.29,78.36,33.23,116.66,63.5,58.51,127.57,64.5,76.23,130.21,56.34,80.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1676,30.43,13.46,4.03,29.06,77.88,34.08,116.98,63.31,56.88,128.46,63.64,74.39,130.86,55.64,79.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2016,30.41,12.62,4.73,29.43,76.34,34.58,116.2,64.0,57.72,128.15,64.06,77.04,131.58,56.45,84.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2353,30.08,12.49,3.84,29.83,77.52,34.0,116.39,63.66,57.12,127.52,64.25,75.31,130.58,56.12,81.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2819,31.75,12.17,3.87,28.99,77.82,33.61,116.21,63.3,54.43,126.54,64.46,73.73,129.62,56.76,81.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3154,31.01,13.24,3.61,29.08,79.29,33.71,116.46,63.14,57.08,127.39,63.88,75.41,130.13,56.36,81.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3493,31.64,11.87,4.36,29.35,77.69,32.65,117.19,62.51,56.91,126.5,64.58,75.03,128.8,57.48,81.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
