time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0232,17.03,8.91,5.41,11.61,9.05,5.4,7.76,10.83,3.93,7.54,10.79,5.67,7.87,6.74,6.59
0.0547,19.58,11.6,4.03,10.32,6.83,1.5,6.78,9.76,2.43,8.31,10.2,4.64,8.02,5.58,6.49
0.0907,22.42,12.44,5.28,9.75,5.28,2.84,5.18,9.56,3.64,8.35,11.08,5.84,9.93,6.43,6.27
0.1225,19.73,13.22,5.12,9.01,6.56,1.23,5.68,11.27,0.93,7.18,12.04,3.89,8.81,8.89,5.97
0.1544,19.39,13.03,6.27,8.38,6.26,0.85,4.5,11.41,2.23,5.81,11.45,4.16,9.06,8.57,6.28
0.1858,17.79,13.21,5.31,9.34,7.06,1.45,5.06,12.49,2.59,6.09,11.32,3.53,8.43,9.47,6.47
0.2231,19.93,12.32,6.95,9.28,7.79,1.17,5.58,13.38,3.74,6.42,13.32,5.71,8.75,13.93,8.36
0.2621,20.94,11.61,6.21,10.21,8.75,1.33,6.43,15.05,4.98,6.17,15.96,6.56,6.56,15.58,9.39
0.292,20.39,10.77,9.03,10.91,9.08,0.77,7.57,14.94,4.24,6.91,16.83,6.31,6.16,17.02,9.4
0.3207,20.06,9.77,8.28,11.57,7.38,2.12,9.26,11.86,4.51,9.83,15.65,8.44,6.76,14.59,9.99
0.3608,18.77,9.2,4.4,12.63,6.44,1.77,10.83,10.67,3.63,11.42,19.23,7.79,8.51,21.39,9.61
0.3945,18.85,8.34,4.53,13.47,6.37,1.84,11.45,12.35,4.17,8.32,25.78,9.39,5.38,25.16,8.91
0.4269,15.0,20.0,31.24,7.39,13.58,10.44,5.2,12.96,3.25,10.82,29.8,14.19,29.58,41.74,32.49
0.4491,19.05,8.84,7.71,15.73,10.81,3.48,16.1,22.51,9.34,11.63,39.47,27.73,3.75,40.33,30.1
0.4969,17.96,8.58,3.91,11.09,9.21,3.91,10.18,16.18,6.93,6.89,16.67,8.46,8.31,20.87,18.24
0.5405,14.37,4.5,4.41,16.39,6.85,1.65,11.26,6.99,1.06,7.09,7.98,2.11,6.22,6.29,2.3
0.5522,21.11,5.13,2.68,3.04,34.68,21.91,3.97,31.97,24.52,4.0,31.38,18.02,3.33,20.25,19.24
0.5939,32.09,13.69,6.34,11.03,29.09,28.34,9.42,37.37,29.75,13.2,38.97,31.68,19.56,32.38,26.3
0.758,28.17,17.1,16.71,50.87,4.69,8.16,55.97,58.83,13.56,52.56,54.24,37.61,55.17,67.32,28.92
0.7904,25.14,21.88,20.54,39.65,44.14,34.25,29.52,34.46,29.31,18.87,35.8,27.41,5.99,21.15,17.9
0.8196,23.4,19.55,10.38,56.9,50.28,32.23,50.86,53.47,36.04,25.61,56.52,33.11,13.22,39.06,24.95
0.8591,22.16,20.26,12.39,49.42,68.47,33.4,62.28,63.25,39.69,48.22,66.5,36.37,33.4,59.15,31.37
0.8901,23.55,18.41,13.51,49.34,64.29,27.78,59.1,55.58,34.93,44.52,60.49,35.28,27.19,52.28,32.44
0.9121,23.78,18.05,16.08,52.1,56.1,32.55,51.86,58.88,35.97,35.6,65.07,33.99,24.33,59.26,32.86
0.9579,23.32,18.56,15.72,56.61,50.64,27.36,47.84,58.42,31.69,29.94,65.04,31.27,21.82,61.66,27.66
0.9951,24.7,19.34,12.38,59.55,53.69,29.46,50.85,63.24,34.86,31.61,69.21,32.99,22.15,66.08,29.31
