time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0245,25.3,11.12,1.89,12.05,6.39,1.93,5.55,12.32,2.23,5.78,14.28,1.4,8.36,8.29,4.31
0.056,25.29,12.18,2.02,12.18,6.59,1.49,6.01,12.33,1.73,6.16,14.08,2.24,8.33,7.92,4.56
0.094,24.64,11.91,2.15,11.97,6.45,1.71,5.98,12.22,2.05,6.31,14.16,2.03,8.49,7.82,4.33
0.127,24.43,12.09,2.08,12.11,6.7,1.57,5.93,12.56,1.89,6.2,14.38,1.97,8.4,8.15,4.3
0.1601,24.97,11.65,2.35,12.14,6.56,1.74,5.97,12.53,2.17,6.01,14.32,1.79,8.48,8.11,3.83
0.1948,23.98,11.82,2.5,11.99,6.71,1.62,5.96,12.36,1.71,5.58,14.0,2.0,7.18,7.75,4.36
0.2268,25.02,11.51,2.18,11.75,6.57,1.9,5.61,12.49,2.21,5.87,14.5,1.59,7.96,8.26,4.27
0.2563,25.25,11.34,2.92,10.99,6.54,1.68,5.23,12.06,1.63,5.48,13.32,1.55,6.7,7.55,4.1
0.2938,23.95,11.05,3.45,10.32,6.68,1.36,5.1,11.66,0.96,5.13,12.2,1.84,5.29,6.73,3.7
0.3282,22.31,12.1,3.34,9.72,6.75,2.19,5.61,10.96,1.04,5.67,11.04,2.94,5.19,5.95,3.88
0.3618,22.91,11.54,5.41,9.26,6.43,2.03,5.43,10.65,0.79,5.08,11.16,3.24,4.36,6.13,4.79
0.3938,22.0,11.78,4.69,8.44,6.16,2.11,5.18,9.89,1.19,5.04,10.06,3.48,3.78,5.54,4.61
0.4285,20.7,11.7,4.19,8.61,5.84,1.94,5.28,9.74,0.88,4.66,10.09,3.41,3.36,5.34,4.78
0.461,20.93,11.14,4.96,8.5,5.44,2.07,5.32,8.91,1.3,4.51,9.12,3.81,2.88,4.52,5.06
0.4875,19.85,10.75,4.97,8.26,5.31,2.37,5.1,8.46,1.28,4.27,8.5,3.46,2.66,4.65,4.79
0.531,19.1,9.87,4.64,8.23,4.67,1.83,5.01,7.94,0.96,3.64,8.19,3.19,0.87,5.48,5.3
0.5624,18.19,9.07,6.01,8.76,4.45,1.95,5.52,7.17,1.33,3.32,7.98,3.77,0.4,6.03,5.71
0.5934,15.69,7.73,7.4,9.99,5.26,2.07,6.48,7.02,2.64,2.56,9.55,5.44,2.62,9.72,6.99
0.6251,17.33,8.4,6.57,13.33,4.76,3.32,11.35,4.8,4.25,9.32,14.14,7.28,10.36,19.5,8.66
0.6649,19.79,24.54,17.89,19.48,11.9,11.84,18.84,16.91,6.63,12.22,29.05,7.39,3.19,10.13,7.12
0.6889,16.5,23.4,26.8,17.35,6.63,2.92,45.04,27.45,12.36,37.71,25.05,5.76,28.68,22.55,8.52
0.7243,20.56,12.12,14.63,34.61,5.81,2.16,24.36,12.21,2.99,17.3,20.53,4.95,24.55,19.94,4.54
0.762,19.81,13.72,9.52,34.36,7.09,10.51,24.51,15.43,7.37,13.57,18.56,4.98,17.19,12.14,0.31
0.7951,22.64,14.33,12.84,32.41,9.6,11.3,31.5,17.66,10.54,12.9,24.48,12.16,11.42,10.84,1.72
0.8249,24.72,14.27,11.21,37.1,14.29,14.49,35.11,20.74,15.57,12.56,26.54,20.08,10.36,14.78,4.74
0.8634,23.69,14.56,10.08,34.86,19.58,17.04,28.92,28.92,19.52,8.68,36.16,22.09,13.15,21.74,7.56
0.897,22.61,14.96,10.27,30.74,20.29,19.72,25.0,30.07,21.21,6.64,37.34,22.88,12.55,21.09,8.32
0.9272,21.6,15.13,11.84,28.74,23.05,21.87,24.0,34.45,24.88,7.54,40.06,24.26,12.66,23.11,12.15
0.9611,22.33,15.05,9.43,29.63,26.32,24.28,25.76,35.66,24.42,8.74,40.59,24.62,12.78,24.23,13.74
0.9903,21.73,14.41,8.06,29.92,25.69,21.4,26.09,35.36,21.57,10.22,38.32,21.05,13.01,22.97,13.86
