time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0369,13.5,26.77,19.69,5.39,2.54,4.38,11.3,3.32,5.87,12.71,1.29,7.54,18.57,2.59,7.95
0.0751,13.43,25.91,19.31,5.56,2.72,4.37,11.44,3.34,5.88,12.81,1.34,7.42,18.71,2.73,7.97
0.1164,13.19,26.1,19.24,5.44,2.79,4.52,11.23,3.41,5.77,12.54,1.14,7.39,18.47,2.72,7.94
0.1558,13.45,25.43,19.26,5.35,2.87,4.37,11.33,3.48,5.87,12.69,1.24,7.23,18.74,2.77,7.78
0.1948,14.12,25.23,19.46,5.23,2.87,4.28,11.23,3.31,5.86,13.03,1.15,7.28,19.44,3.12,8.06
0.2332,14.23,26.47,18.99,4.87,2.74,4.03,11.23,3.37,5.78,12.65,0.94,7.49,18.7,2.98,8.19
0.271,14.47,26.44,18.66,4.42,2.68,3.92,11.15,3.22,5.58,12.54,1.15,7.46,18.52,2.82,8.05
0.3108,13.65,26.05,19.82,4.59,2.92,4.04,11.4,3.24,5.5,12.85,1.18,7.24,18.6,2.47,8.17
0.3481,14.18,25.98,18.9,4.49,2.72,3.98,10.92,3.13,5.67,12.45,1.11,7.45,18.41,2.97,8.24
0.3853,14.83,25.12,20.13,4.57,2.93,3.97,11.11,3.18,5.59,12.87,1.2,7.18,18.63,3.29,8.53
0.4211,14.32,25.9,19.11,4.84,2.67,3.9,10.82,3.23,5.53,12.29,0.96,7.18,18.06,2.78,8.3
0.4586,14.57,25.15,19.68,4.35,2.78,3.97,10.8,3.25,5.65,12.37,1.03,7.2,18.17,2.92,8.35
0.4938,15.09,25.12,19.73,4.52,2.92,4.07,11.0,3.4,5.62,12.52,0.91,7.27,18.5,2.79,8.52
0.5331,13.95,25.68,19.64,4.83,2.82,3.88,10.84,3.32,5.75,12.34,1.05,7.38,18.21,2.55,8.5
0.5692,14.16,26.01,19.47,4.81,2.9,4.03,10.7,3.32,5.53,12.32,0.93,7.12,18.43,2.63,8.38
0.6056,14.42,25.83,19.73,5.25,2.9,4.08,10.9,3.36,5.65,12.29,0.94,7.21,18.28,2.69,8.48
0.6427,14.71,25.39,19.44,4.81,2.79,3.84,10.69,3.43,5.6,12.04,0.81,7.22,18.25,2.62,8.39
0.6789,13.89,25.28,19.76,5.2,2.83,4.0,10.85,3.39,5.9,12.05,1.13,7.32,18.01,2.68,8.54
0.7157,14.16,25.93,19.22,4.96,2.8,3.64,10.51,3.46,5.72,11.93,0.87,7.29,18.1,2.39,8.23
0.7544,14.48,24.97,20.16,5.0,2.92,4.05,10.83,3.44,5.76,12.59,1.01,7.16,18.49,2.99,8.52
0.7913,14.04,26.59,19.01,4.95,2.79,3.54,10.53,3.58,5.83,12.02,1.16,7.34,17.91,2.54,8.45
0.8276,14.91,26.01,19.72,4.54,3.02,3.83,10.75,3.54,5.34,12.17,1.12,6.98,18.06,2.82,8.23
0.8641,14.16,25.8,19.24,5.24,2.84,3.72,10.64,3.63,5.69,11.72,0.97,7.17,17.55,2.16,8.26
0.9,14.84,25.58,19.41,4.72,2.84,3.84,10.72,3.53,5.63,12.14,1.05,7.31,18.06,2.61,8.67
0.9355,13.91,25.96,19.02,4.83,2.79,3.77,10.63,3.53,5.87,12.18,1.27,7.33,17.9,2.27,8.37
0.9741,14.33,24.88,19.5,4.17,2.85,4.02,10.19,3.34,5.65,11.91,1.18,7.05,18.05,2.75,8.15
