time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0219,28.42,8.21,5.3,18.68,33.96,45.88,16.05,61.62,62.83,9.86,70.35,67.77,8.46,63.33,71.64
0.0567,37.12,11.48,7.84,20.11,37.73,42.53,18.61,58.64,55.62,15.02,57.79,64.96,16.95,54.9,68.72
0.0924,28.4,8.25,4.97,18.5,33.85,45.64,15.83,62.61,62.44,9.82,70.43,68.61,8.68,63.58,73.3
0.1292,27.75,8.05,5.45,18.85,36.18,47.37,16.07,63.71,61.3,9.6,72.38,67.09,9.24,59.94,72.59
0.1582,27.76,7.97,5.06,18.61,37.38,50.7,15.64,66.14,62.36,9.16,74.77,66.91,9.37,64.47,73.52
0.1881,27.84,8.17,5.36,18.92,37.53,48.73,16.0,68.12,61.51,9.1,79.77,64.24,8.92,67.99,70.72
0.2163,28.25,8.27,5.58,19.31,40.28,51.79,16.26,73.51,59.98,8.83,84.05,62.46,8.78,73.87,69.13
0.266,27.54,8.45,5.95,19.79,39.94,45.02,16.49,69.09,59.19,9.18,81.09,62.29,8.58,74.4,67.57
0.2998,29.03,8.12,5.64,19.63,40.71,49.23,16.37,68.89,59.57,8.97,80.91,62.96,8.3,72.03,67.9
0.3274,28.47,8.21,5.13,19.52,38.91,50.25,16.72,69.52,61.01,9.62,80.94,63.8,8.81,69.47,70.63
0.3637,27.77,8.31,5.45,19.82,41.16,52.35,16.98,75.64,59.92,9.72,86.12,61.27,8.4,75.26,68.43
0.3959,27.79,8.4,5.8,19.85,38.75,44.38,16.57,68.81,59.56,9.38,82.88,61.85,8.22,74.41,68.17
0.4299,28.64,8.64,5.66,20.69,40.87,46.96,17.74,71.5,58.68,10.4,82.72,61.13,8.94,71.92,67.7
0.4621,28.54,8.44,5.81,20.3,40.79,48.23,17.1,72.24,59.72,9.54,83.94,61.37,8.17,71.51,69.04
0.4884,28.23,8.36,5.76,19.64,42.55,50.99,16.61,74.09,58.59,9.22,86.6,59.97,9.09,73.03,69.16
0.5273,28.7,8.42,5.39,20.44,41.23,45.44,17.48,70.32,58.46,9.8,80.56,61.72,8.51,70.08,68.92
0.5659,39.7,8.8,7.81,18.8,35.39,34.95,17.37,54.12,49.85,13.86,60.52,59.75,16.54,54.58,63.78
0.5855,27.98,8.17,5.19,19.87,42.04,46.73,16.28,71.44,57.71,8.93,85.23,59.51,9.06,74.71,67.65
0.6319,28.28,8.26,5.76,20.05,41.12,45.77,16.94,71.4,58.42,9.6,84.24,60.92,8.87,70.93,69.22
0.6673,35.89,10.03,7.48,19.11,35.84,34.5,17.71,54.66,47.06,14.44,59.42,58.76,17.75,57.38,61.51
0.6882,28.78,8.24,5.09,19.99,42.07,46.69,16.38,70.31,58.42,9.15,85.63,60.0,9.07,75.82,67.41
0.717,27.91,8.41,5.16,20.14,42.98,47.34,16.8,73.15,57.36,9.37,86.81,58.28,9.09,75.99,65.6
0.7698,38.07,8.62,7.25,19.01,37.61,37.48,16.95,55.05,51.87,13.06,60.47,60.23,16.23,57.9,63.58
0.7785,28.32,8.35,5.33,19.59,42.11,52.94,16.56,75.27,59.0,9.3,87.11,60.12,9.36,71.82,70.56
0.8258,38.25,9.18,6.68,19.38,36.17,33.11,17.94,56.35,47.04,14.41,61.38,57.91,17.04,55.57,62.07
0.8497,28.28,8.22,4.72,19.33,42.26,53.73,16.27,75.31,59.46,8.99,87.57,60.73,9.94,70.91,72.27
0.9002,37.09,8.54,6.05,18.39,34.3,31.5,16.83,50.26,50.13,13.09,55.19,59.59,15.99,54.56,62.68
0.9096,27.38,8.48,4.81,19.73,42.59,49.98,16.34,74.64,56.95,8.93,88.24,58.14,9.69,72.0,69.36
0.9707,36.8,9.06,8.15,19.13,37.59,34.8,17.59,57.01,46.98,14.4,62.4,57.76,19.4,58.09,61.24
0.9858,26.85,8.27,4.57,19.26,45.51,52.04,15.76,73.76,57.27,8.4,86.43,59.07,9.69,69.71,70.2
