time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92,11.84,5.41,42.79,71.65,14.07,106.71,74.88,65.71,112.02,76.51,75.4,107.55,81.53,68.98
0.0803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.92,10.18,6.12,42.62,71.73,13.94,109.43,73.31,65.54,114.78,74.96,72.33,108.93,80.2,65.69
0.1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.38,10.39,6.34,42.28,69.1,16.09,110.24,71.93,66.99,115.43,73.7,72.35,110.49,78.33,65.76
0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.51,10.26,4.35,44.01,66.55,13.47,110.17,72.23,69.91,115.37,73.79,74.18,109.73,78.87,65.92
0.2066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,9.78,5.59,42.13,71.29,14.52,109.61,72.17,65.7,114.94,73.87,73.2,109.82,79.31,66.54
0.2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14,11.06,6.28,43.74,67.31,13.88,109.15,72.98,66.24,114.57,74.51,73.82,110.24,78.96,66.99
0.2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,11.1,4.85,41.86,73.98,13.68,107.66,74.49,67.12,113.79,75.29,77.06,110.02,79.57,70.36
0.3278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.23,10.55,7.26,43.08,67.34,13.04,109.81,72.42,66.6,115.14,74.21,73.18,110.53,78.77,65.99
0.3678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.09,12.07,4.22,43.24,71.4,11.49,107.46,74.7,69.84,113.41,75.76,79.01,109.97,79.58,71.27
0.4066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.37,10.08,6.33,42.54,67.35,14.79,110.18,72.2,65.69,116.53,73.07,73.76,111.55,78.03,67.08
0.4469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.42,10.21,4.96,42.91,70.4,11.96,109.28,73.04,67.56,115.45,73.9,76.52,110.49,78.75,67.8
0.4865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,10.92,5.38,43.34,66.85,12.84,109.43,73.12,68.79,114.61,74.52,75.16,109.56,79.39,67.2
0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.96,11.28,5.51,44.03,68.82,11.19,107.39,75.09,68.93,112.87,76.22,78.46,108.44,80.81,70.58
0.5656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.56,11.11,6.19,42.56,70.88,11.22,108.79,73.92,67.1,114.67,74.8,76.0,109.0,80.17,67.52
0.6058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.96,10.34,6.62,42.25,68.27,12.2,109.04,73.47,65.55,115.24,74.31,73.42,111.17,78.49,67.24
0.6612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.97,10.22,5.32,42.0,70.9,11.5,109.53,72.85,67.92,115.58,73.9,76.54,110.39,78.63,67.99
0.6988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.32,10.08,6.18,43.94,64.55,13.48,110.61,72.31,65.83,116.75,73.18,72.16,111.76,77.88,65.73
0.7369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.22,11.79,4.75,42.1,71.13,11.5,108.38,73.21,64.65,114.55,74.4,75.36,111.07,78.9,70.26
0.7775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.09,10.97,4.78,43.64,68.02,11.38,109.07,73.52,71.82,114.86,74.63,78.61,110.59,79.17,70.0
0.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.62,10.38,4.34,41.06,72.49,13.37,110.14,72.05,63.41,115.58,73.93,73.3,110.18,79.69,67.61
0.8578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.54,10.52,7.41,42.58,67.83,11.8,109.41,73.38,66.75,115.16,74.4,73.18,109.77,79.29,65.75
0.8957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82,10.14,4.81,41.92,72.12,10.21,109.14,73.15,70.7,115.17,74.13,79.09,110.21,79.24,69.71
0.9332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.82,10.14,5.83,43.5,66.05,12.88,110.96,71.78,66.97,116.73,73.09,72.95,111.71,77.85,65.93
0.9701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,11.59,4.73,42.44,69.91,11.7,108.16,74.16,64.49,113.98,75.36,74.26,110.29,79.49,68.73
