time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0303,22.66,25.2,50.91,16.43,5.03,5.55,30.56,135.25,17.85,49.4,123.2,25.81,55.3,119.46,29.31
0.0643,22.32,24.91,48.74,16.35,5.05,5.6,32.18,134.79,18.24,50.59,122.2,27.14,56.69,118.31,31.3
0.0952,24.14,24.95,49.54,16.12,4.74,5.35,30.09,136.2,18.23,50.28,122.77,26.6,59.5,116.1,31.28
0.1279,23.22,24.36,49.33,15.95,4.83,5.28,31.24,135.68,18.17,51.85,121.41,26.87,59.91,115.74,31.7
0.1604,23.5,25.17,50.47,16.5,5.01,5.77,32.36,133.52,18.62,51.82,120.76,27.89,59.13,116.2,31.53
0.1918,23.8,25.53,48.57,16.43,5.08,5.77,31.93,134.74,18.57,50.47,122.08,27.43,56.95,117.81,31.4
0.2286,22.59,24.76,46.1,15.72,4.8,4.98,30.52,135.16,17.27,52.63,120.33,25.95,62.3,113.61,30.91
0.2639,23.17,25.22,50.29,16.45,5.08,5.99,33.23,133.42,18.9,52.16,120.69,27.63,60.12,115.15,31.47
0.2941,22.72,24.58,51.62,16.21,4.74,5.38,31.22,135.06,18.31,51.25,121.82,27.04,57.3,118.19,30.68
0.3278,22.48,24.95,51.05,16.13,4.9,5.66,32.44,134.55,18.73,51.93,121.37,27.6,57.78,117.87,31.2
0.3599,23.15,25.14,49.6,16.2,4.79,5.52,31.26,134.82,18.44,52.74,120.16,27.19,60.28,114.96,31.22
0.3913,23.1,24.53,50.51,16.09,4.68,5.34,31.57,135.6,18.87,51.21,122.45,27.56,57.24,118.77,31.37
0.418,22.08,24.48,47.78,16.07,4.94,5.25,30.64,135.61,17.88,49.62,123.34,25.97,55.86,119.41,29.64
0.4653,23.5,24.93,49.44,16.18,4.95,5.5,31.57,134.7,17.9,51.68,121.33,26.18,59.73,115.79,30.63
0.4945,22.85,24.86,47.89,16.05,4.77,5.4,31.36,135.34,17.71,50.84,122.13,25.91,58.12,117.31,30.2
0.5292,22.08,24.61,50.07,15.74,5.05,4.96,30.23,135.43,17.63,51.78,121.18,25.81,59.2,116.45,30.08
0.5624,21.3,24.23,48.28,15.87,4.92,5.05,29.84,136.58,17.53,49.79,123.36,25.73,57.73,117.89,30.12
0.596,23.24,25.45,51.38,16.26,5.22,5.85,32.43,134.4,18.17,50.55,122.41,26.47,60.76,114.96,30.45
0.6288,22.49,25.27,51.26,16.46,4.9,5.45,31.44,135.28,18.69,50.08,122.99,28.25,58.04,117.41,32.8
0.6628,23.37,25.14,49.45,16.32,5.23,5.83,32.12,134.16,17.98,49.52,123.06,26.6,59.05,116.1,30.82
0.6961,21.51,25.25,52.7,16.58,5.33,5.37,31.53,134.11,17.14,50.13,122.08,25.2,56.0,118.36,28.95
0.7274,22.12,25.02,50.46,16.48,4.83,5.98,33.29,134.38,19.02,51.15,122.02,28.11,58.07,117.11,31.47
0.7595,23.32,25.74,51.37,16.75,4.94,5.91,32.63,134.37,19.4,50.11,122.87,28.64,56.54,118.68,32.22
0.7943,20.74,23.78,49.89,15.54,4.95,4.27,29.26,135.21,17.02,53.18,120.31,24.2,60.74,115.57,28.67
0.8289,21.79,23.98,51.56,15.93,4.61,5.61,32.65,134.96,18.37,52.56,121.37,27.0,59.41,117.14,30.65
0.8591,19.87,23.39,49.79,15.4,4.57,4.66,29.05,137.2,17.54,53.04,121.1,25.61,57.55,119.07,29.59
0.8964,22.01,24.95,49.53,16.3,4.71,5.66,32.53,134.74,19.18,51.85,121.59,28.59,58.57,117.4,32.65
0.9279,21.18,24.16,48.99,16.03,4.68,5.12,30.68,136.52,18.13,51.06,122.44,26.92,55.6,119.94,30.58
0.9619,22.69,24.57,49.92,16.2,5.06,5.39,31.91,134.85,18.26,50.96,122.35,26.54,58.52,117.19,29.95
0.9976,21.66,24.47,49.67,15.92,4.99,4.98,31.73,134.07,17.7,52.15,121.08,26.11,59.79,116.01,30.2
