time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0336,14.7,5.24,1.98,120.3,82.46,71.79,129.56,169.72,25.03,124.98,148.62,28.56,105.53,137.41,34.08
0.0692,14.97,5.7,1.13,120.54,80.84,71.06,129.9,170.68,24.68,125.04,149.41,28.11,105.52,139.68,33.16
0.1051,14.82,5.09,0.25,120.19,70.26,81.22,130.71,166.66,27.66,126.46,147.13,30.21,107.11,136.56,35.24
0.1422,15.06,5.68,0.99,119.96,82.74,69.76,130.23,170.72,24.94,126.0,149.27,28.84,106.56,139.7,33.97
0.177,14.61,5.13,0.84,120.51,76.13,75.6,129.96,172.23,24.68,125.52,149.07,28.96,106.2,134.56,35.77
0.2124,15.1,5.99,1.57,119.92,84.35,68.5,129.74,171.16,24.42,125.45,149.67,28.53,106.07,137.75,34.54
0.248,14.26,5.09,0.52,117.8,69.32,79.77,129.04,167.28,28.74,124.95,146.23,30.68,106.35,131.18,36.73
0.2864,14.63,5.66,0.16,120.55,67.74,80.54,131.6,167.7,28.24,127.75,146.63,30.89,108.58,128.21,37.81
0.3223,14.21,5.49,0.82,118.55,72.48,77.37,130.56,170.15,28.1,127.99,148.33,31.17,109.24,132.57,36.93
0.3575,15.08,5.81,1.31,118.43,86.46,67.3,129.26,169.27,25.55,125.4,149.84,27.91,105.76,138.52,33.0
0.3933,15.01,5.38,1.13,116.5,75.36,75.0,128.23,165.96,27.91,123.65,147.27,29.38,104.68,133.95,34.17
0.429,14.25,5.27,0.44,118.71,64.63,85.33,130.0,170.91,28.97,127.78,147.03,33.01,109.78,125.04,40.94
0.4656,14.53,5.34,0.19,118.01,54.81,91.64,130.47,166.57,33.01,127.2,145.78,33.48,108.21,124.73,39.58
0.5025,15.48,6.18,0.22,118.22,80.69,71.67,129.98,170.25,26.2,126.88,151.21,28.0,107.31,139.23,32.77
0.5387,14.3,5.02,0.6,116.84,63.35,82.82,129.16,167.34,29.99,125.5,146.53,31.26,107.33,128.28,36.98
0.5742,15.44,5.69,0.18,118.17,74.51,75.34,129.69,173.05,26.1,126.31,151.51,28.1,107.15,131.71,35.02
0.6105,14.55,5.52,1.28,115.35,72.99,72.94,129.15,168.27,28.89,125.62,148.55,28.93,107.09,134.37,33.03
0.6465,14.18,5.37,0.2,119.09,53.76,94.39,130.05,164.1,32.89,126.52,143.06,33.72,108.11,124.64,40.34
0.6829,14.46,5.39,0.81,121.15,47.94,98.68,130.49,164.12,34.45,126.61,139.78,37.42,107.81,111.73,47.95
0.7195,14.99,6.01,0.28,118.77,67.71,81.57,129.25,170.6,28.58,125.66,147.44,30.78,107.02,125.88,38.07
0.7562,15.4,5.85,0.26,119.3,71.98,79.39,129.4,167.86,27.77,125.5,146.91,29.37,106.91,128.53,35.59
0.7934,14.87,5.42,0.4,119.78,59.95,89.07,129.35,166.54,30.15,125.45,144.92,32.35,106.8,124.31,39.32
0.8303,14.25,5.41,0.36,120.24,55.14,92.87,129.38,165.5,31.94,125.53,142.43,34.7,107.13,121.07,42.2
0.8677,14.87,5.53,0.15,119.37,59.06,89.89,128.55,164.13,31.18,123.98,143.43,32.04,105.23,121.59,39.19
0.903,14.04,5.25,0.44,120.0,52.54,94.53,128.93,164.26,31.95,124.81,141.24,34.78,106.41,113.38,43.39
0.9416,13.83,5.27,0.73,120.49,52.8,95.19,129.09,162.46,33.6,124.86,139.83,35.22,106.24,112.69,43.45
0.9774,13.72,5.44,0.83,120.61,51.45,98.08,128.78,161.56,34.28,125.05,138.19,37.06,106.99,112.13,45.69
