time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0348,26.59,15.06,2.33,12.84,6.71,2.25,5.56,13.05,2.22,6.04,14.83,2.26,6.45,7.87,3.6
0.0686,26.21,15.53,3.08,12.6,6.79,2.1,5.49,12.82,2.26,5.98,14.66,2.5,6.3,7.72,3.82
0.1013,26.16,15.32,3.05,12.78,6.62,2.43,5.4,13.01,2.61,6.1,15.14,2.01,6.82,8.38,3.31
0.1365,27.08,15.28,2.63,12.66,6.5,2.15,5.36,12.83,2.42,6.17,14.99,2.55,6.71,7.78,3.82
0.1678,27.02,15.62,2.95,12.67,6.58,2.19,5.7,12.85,2.25,6.32,14.89,2.72,6.9,7.81,3.84
0.2023,26.48,15.95,2.64,12.87,6.81,1.89,5.71,12.8,2.03,6.03,14.41,2.55,6.31,7.71,3.82
0.2275,27.32,15.18,2.59,12.98,6.37,2.29,5.62,12.69,2.29,6.38,14.72,2.38,7.08,8.02,3.69
0.268,26.79,15.66,3.16,12.92,6.6,2.08,5.57,12.86,2.27,6.06,14.94,2.54,6.81,7.85,3.8
0.3002,27.79,15.32,3.72,12.59,6.14,2.48,5.14,12.65,2.58,5.98,15.09,2.32,6.88,8.03,3.9
0.3231,26.93,15.43,3.38,12.69,6.59,2.4,5.15,13.26,2.38,5.88,15.68,2.06,6.51,8.47,3.52
0.3705,27.43,16.13,2.51,12.93,6.61,2.07,5.57,12.92,2.17,6.37,14.87,2.42,6.97,7.89,3.67
0.4025,27.02,14.95,3.27,12.53,6.33,2.62,5.02,12.72,2.49,5.87,14.98,2.04,6.75,8.12,3.66
0.4337,27.35,15.49,3.07,12.68,6.42,2.41,5.24,12.87,2.13,6.15,14.9,2.39,6.91,8.0,4.12
0.4684,27.55,15.67,2.8,12.52,6.48,2.05,5.4,12.54,1.85,6.03,14.23,2.66,6.5,7.43,3.92
0.4999,26.69,15.39,3.62,12.56,6.35,2.13,5.27,12.73,2.32,6.06,14.99,2.41,6.68,7.78,3.77
0.5361,26.18,15.99,3.5,12.98,6.65,2.2,5.74,13.18,2.37,6.5,15.53,2.79,7.31,8.29,3.84
0.5687,26.27,14.83,3.71,12.73,6.12,2.26,5.24,12.5,2.33,6.42,14.95,2.65,7.13,7.89,3.86
0.6,26.09,15.48,3.44,12.76,6.53,2.12,5.43,12.83,2.06,6.28,14.81,2.6,6.85,7.9,3.98
0.6291,26.32,14.64,3.68,12.74,6.28,2.15,5.35,12.65,2.3,5.92,14.8,2.42,6.52,7.77,3.86
0.6679,25.03,15.98,3.46,12.72,6.75,1.87,5.67,13.06,1.88,6.49,14.77,2.72,6.82,7.94,3.82
0.7036,27.19,15.86,2.82,13.21,6.48,2.33,5.83,13.03,2.47,6.47,15.27,2.39,7.5,8.34,3.59
0.7379,26.69,15.49,2.73,12.49,6.53,2.05,5.28,12.69,1.88,5.92,14.44,2.52,6.27,7.59,3.84
0.7734,26.77,15.61,3.76,12.99,6.76,1.66,6.04,12.69,1.84,5.78,14.12,2.77,5.97,7.02,3.88
0.8003,25.23,16.03,3.02,12.92,6.7,2.28,5.53,13.04,2.19,6.14,14.81,2.25,6.47,8.04,3.75
0.8346,27.09,15.65,3.17,12.84,6.41,2.19,5.51,12.69,2.3,6.26,14.8,2.82,6.97,7.77,4.05
0.8684,27.18,15.9,2.58,12.86,6.5,2.02,5.52,12.82,2.01,6.28,14.53,2.63,6.82,7.59,3.85
0.9021,26.7,15.81,3.35,13.17,6.58,1.91,5.93,12.88,2.13,6.58,14.9,2.77,7.19,7.81,4.04
0.9285,26.67,15.13,3.1,12.65,6.52,2.24,5.47,12.9,2.44,6.43,15.04,2.66,7.21,7.97,3.91
0.9721,26.74,15.09,3.5,12.74,6.33,2.03,5.32,12.7,2.07,6.21,14.84,2.63,6.66,7.71,3.91
