time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0235,24.0,23.71,32.92,14.93,6.07,5.43,60.94,101.93,12.44,73.39,95.4,15.87,67.4,104.29,16.86
0.0622,24.87,23.23,33.77,14.31,6.27,5.5,61.59,101.41,12.2,74.69,94.32,15.35,69.37,102.2,16.5
0.0944,23.84,22.55,30.99,14.57,5.82,5.41,60.2,103.05,12.49,73.44,95.65,15.8,69.38,102.02,16.95
0.1265,24.45,23.33,33.3,14.06,5.96,5.23,63.36,100.06,12.28,76.69,92.67,15.5,71.44,100.16,16.59
0.1596,24.62,22.79,31.6,14.76,5.86,5.55,59.02,104.19,12.63,71.02,97.85,15.75,67.49,103.75,16.62
0.1907,25.55,23.25,34.32,14.47,6.39,5.19,60.48,101.63,11.86,73.28,94.97,14.49,69.01,101.7,15.59
0.2238,23.76,22.7,32.82,14.21,6.12,5.2,62.96,100.18,11.9,77.8,91.23,15.37,71.87,99.6,16.62
0.2613,23.76,22.61,33.96,14.74,6.29,5.19,64.63,97.65,11.68,77.93,90.21,14.67,72.67,97.93,15.85
0.2957,23.35,23.23,35.22,14.72,6.31,5.68,65.74,97.46,12.44,77.69,91.44,15.86,71.89,99.78,16.87
0.3292,23.51,22.91,34.17,14.5,6.48,5.3,61.78,101.07,12.0,74.75,93.96,14.95,68.17,102.96,16.17
0.3606,23.53,23.02,32.84,14.62,6.13,5.34,61.19,101.59,12.31,72.87,95.72,15.6,67.08,103.97,16.69
0.3966,25.12,23.17,32.46,14.14,5.96,5.58,64.6,99.13,12.42,80.18,89.53,16.02,76.7,95.17,17.02
0.4277,24.43,22.69,30.25,14.05,5.93,5.63,61.61,101.77,12.76,76.29,93.1,16.26,72.11,99.52,16.86
0.4592,24.2,22.91,31.8,14.58,5.84,5.67,63.12,100.01,12.78,75.98,93.0,16.41,70.93,100.42,17.49
0.4929,25.45,23.72,34.16,14.63,6.27,5.36,63.79,99.35,12.4,77.18,91.67,15.77,72.62,98.55,16.89
0.5238,24.18,22.45,32.94,14.64,6.04,5.66,62.65,100.58,12.58,76.39,92.92,16.44,70.61,101.54,17.43
0.5534,24.17,23.63,34.23,14.97,6.32,5.37,62.66,100.41,12.15,75.66,93.27,15.5,70.43,101.04,16.88
0.5859,24.82,23.0,32.04,13.71,5.97,5.5,63.09,100.35,12.45,77.65,91.69,16.11,73.38,97.97,17.19
0.6237,24.68,23.22,31.46,14.19,6.19,5.44,58.78,104.47,12.42,70.88,98.25,15.38,64.53,107.32,16.45
0.6623,24.97,23.28,33.89,14.27,6.36,5.26,64.54,98.68,12.14,77.91,91.04,15.2,72.67,98.45,16.35
0.6966,23.06,22.74,32.44,13.94,5.98,5.6,62.36,101.63,12.79,76.71,93.41,16.62,71.49,101.31,17.64
0.7301,24.39,22.69,30.96,14.15,6.0,5.67,59.97,103.85,13.02,74.63,95.08,16.49,70.57,101.37,17.38
0.7623,23.48,23.04,33.1,14.21,6.08,5.37,62.79,100.57,12.33,75.43,94.0,15.82,67.81,104.28,17.07
0.7954,24.57,22.47,31.76,14.72,5.86,5.56,60.23,103.0,12.45,74.86,94.09,15.87,70.17,101.05,16.73
0.8263,24.03,22.78,35.22,14.63,6.04,5.67,65.17,98.17,12.73,78.24,91.17,16.54,72.24,100.07,17.93
0.8622,24.11,22.32,32.74,14.13,6.0,5.47,62.99,100.31,12.14,79.32,90.04,15.45,73.67,97.85,16.7
0.8878,24.1,22.62,33.21,14.88,6.09,5.5,59.89,102.85,12.38,72.23,96.34,15.63,66.16,104.74,16.55
0.9242,23.15,22.6,34.7,14.61,6.23,5.32,62.2,100.95,12.13,74.37,95.02,15.4,68.65,103.69,16.68
0.9621,23.1,22.95,32.45,15.12,5.78,5.63,60.73,102.85,13.22,72.47,97.12,17.36,67.1,105.35,17.96
0.9826,24.61,23.01,33.43,14.4,6.04,5.47,62.27,100.87,12.39,76.15,93.09,15.81,72.39,99.16,16.64
