time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0388,20.26,33.49,15.76,4.24,3.49,3.57,2.22,3.12,2.56,4.97,2.16,5.19,6.25,2.62,7.5
0.0796,19.78,33.85,15.14,4.44,3.57,3.62,2.09,3.0,2.66,4.86,2.08,5.2,6.15,2.81,7.37
0.1185,19.73,33.62,14.94,4.29,3.51,3.71,2.15,2.89,2.69,4.98,1.75,5.2,6.06,3.21,7.33
0.1576,19.58,33.62,15.66,4.34,3.47,3.72,2.37,2.96,2.61,5.11,2.17,5.17,6.08,3.12,7.24
0.1967,18.92,33.25,15.41,4.47,3.36,3.7,2.24,3.03,2.92,5.25,1.88,5.3,5.85,3.4,7.08
0.2366,19.71,33.37,14.8,4.33,3.29,3.67,2.76,2.97,2.84,5.66,2.36,5.41,6.33,3.52,7.32
0.2771,18.93,33.38,15.31,4.85,3.32,3.83,2.69,3.07,3.04,5.83,2.4,5.52,6.31,3.72,7.23
0.3155,19.27,33.18,14.1,4.65,3.55,3.72,2.68,2.82,3.13,5.85,2.56,5.73,6.25,4.04,7.48
0.3557,19.53,33.4,14.48,4.59,3.45,3.91,2.53,2.91,3.06,5.43,2.54,5.62,5.96,3.46,7.56
0.395,20.0,33.18,14.59,4.44,3.47,3.9,2.61,2.89,3.08,5.37,2.37,5.68,5.99,3.38,7.69
0.4353,19.4,33.62,14.71,4.58,3.54,3.87,2.68,2.94,3.11,5.73,2.38,5.72,6.21,3.42,7.6
0.4734,19.41,33.4,14.21,4.69,3.52,3.77,2.52,2.98,3.12,5.39,2.29,5.69,5.94,3.34,7.53
0.5191,19.16,33.86,14.04,4.34,3.23,3.63,2.58,3.03,3.25,5.21,2.01,5.66,5.77,3.2,7.65
0.5569,18.91,33.81,15.36,4.34,3.17,3.45,2.51,2.86,3.05,5.05,1.91,5.55,5.75,2.98,7.51
0.5947,19.09,33.85,15.67,4.34,3.13,3.15,2.59,3.06,2.83,4.98,2.22,5.44,5.76,2.9,7.39
0.6316,18.99,33.93,15.68,4.21,2.47,2.91,2.97,3.08,2.93,5.28,2.04,5.43,6.19,3.24,7.38
0.6702,18.62,33.63,14.15,4.2,2.09,2.93,2.68,3.12,3.11,5.48,2.16,5.58,6.05,3.48,7.19
0.7074,18.85,33.39,14.79,4.22,2.7,2.99,2.81,3.0,2.67,5.4,2.26,5.32,5.86,3.07,7.2
0.7499,19.19,33.63,14.85,4.28,2.78,3.11,2.79,3.12,2.66,5.25,2.17,5.3,5.72,2.95,7.24
0.7879,19.4,33.48,15.32,4.14,2.7,3.06,2.9,3.23,2.84,5.46,2.02,5.38,6.34,2.56,7.49
0.8252,19.25,33.83,14.9,3.95,2.59,3.01,2.8,3.18,2.76,5.23,2.06,5.31,6.29,2.84,7.33
0.8626,18.99,33.82,14.58,3.6,2.53,2.97,2.71,3.01,2.75,5.4,1.88,5.25,6.35,2.65,7.1
0.9007,18.21,33.74,14.68,4.14,2.75,3.22,2.84,3.17,2.98,5.64,1.93,5.42,6.19,3.08,7.12
0.9375,18.68,33.77,14.69,4.25,2.59,3.23,2.97,3.14,3.12,5.84,2.04,5.62,6.05,3.3,7.19
0.9734,19.02,33.6,14.59,4.02,2.63,3.03,2.97,3.0,2.89,5.59,1.92,5.54,6.3,3.05,7.31
