time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0337,21.47,16.54,5.09,13.7,7.49,0.54,8.43,13.82,0.71,8.67,14.13,4.19,9.75,7.7,5.2
0.0581,20.73,16.75,4.56,13.67,7.4,0.78,8.32,13.89,0.26,8.58,14.15,3.66,9.57,7.7,4.81
0.0885,20.45,16.91,5.1,13.73,7.43,0.66,8.69,13.71,0.94,9.1,14.18,4.62,10.1,7.85,5.28
0.1323,20.14,16.97,5.47,13.59,7.47,0.64,8.6,13.53,0.99,8.8,13.74,4.42,9.6,7.66,5.09
0.1671,20.81,16.96,4.71,14.13,7.86,0.8,8.67,14.7,0.24,9.08,15.27,3.74,10.15,8.44,4.93
0.2007,20.7,16.52,4.69,13.55,7.52,0.76,8.28,14.3,0.36,9.02,14.86,3.99,10.1,8.1,5.04
0.2314,20.55,16.26,4.01,13.32,7.65,0.58,8.54,14.04,0.9,9.16,14.41,4.28,9.77,8.31,4.97
0.264,20.43,16.36,3.29,13.09,7.48,0.7,8.16,13.58,1.3,8.97,13.81,4.36,9.99,8.01,5.13
0.2974,19.8,16.33,3.73,12.75,7.39,0.88,8.26,13.54,1.16,9.32,13.99,4.73,10.05,8.34,5.57
0.327,20.02,15.54,3.68,12.17,7.33,1.51,7.79,13.24,1.56,8.85,13.83,4.92,9.58,8.25,5.65
0.3597,20.49,15.23,3.32,11.39,6.96,2.13,7.27,12.71,1.96,8.42,13.54,5.46,9.24,7.68,5.85
0.3917,19.97,14.98,2.8,11.03,6.95,2.09,7.06,12.71,1.85,8.29,13.78,5.24,9.29,8.47,5.69
0.4228,18.68,14.18,2.63,10.7,6.38,2.35,6.52,12.05,2.34,7.7,13.4,5.73,9.09,9.38,6.28
0.4572,20.01,13.47,1.99,9.98,6.1,2.09,6.13,11.72,2.53,6.99,13.25,5.32,8.41,9.3,6.06
0.5005,20.18,13.48,2.72,10.07,6.2,2.61,6.23,11.37,3.03,6.92,12.66,5.43,7.72,8.91,6.4
0.5337,18.5,13.15,2.71,10.39,6.39,2.63,6.03,11.81,3.17,7.12,13.03,5.37,7.79,9.06,6.78
0.5664,18.32,13.54,2.98,10.75,7.19,2.54,6.65,11.93,3.43,7.24,13.16,5.72,7.82,9.28,6.96
0.5975,19.39,12.93,3.39,10.18,6.64,2.26,6.41,11.63,3.02,7.23,12.8,5.08,7.74,8.93,6.55
0.6289,18.01,13.88,8.64,9.92,6.77,2.69,6.59,11.76,2.61,8.06,12.39,4.69,8.41,8.79,5.89
0.6621,20.56,14.02,3.79,10.66,6.85,3.12,7.04,11.88,3.53,7.47,12.44,5.03,7.06,9.65,6.41
0.7,18.81,10.34,5.18,10.91,7.54,3.64,7.34,12.74,4.2,7.8,11.73,5.44,5.89,9.68,6.76
0.7278,32.13,10.32,4.52,5.23,6.52,3.34,7.77,7.27,1.67,11.36,7.94,2.47,11.93,5.3,4.71
0.7628,20.18,7.78,4.28,15.24,19.94,12.76,11.38,22.71,11.79,8.78,20.48,12.16,4.04,15.19,12.44
0.8065,22.31,8.53,11.84,13.94,30.58,35.45,11.36,27.7,14.91,10.94,29.02,17.83,9.89,27.07,18.73
0.8405,27.23,4.54,8.48,2.66,23.23,15.89,4.32,33.93,22.69,10.06,41.94,27.76,16.5,31.09,24.01
0.8821,47.9,26.76,1.76,27.18,18.76,61.27,19.49,132.52,20.57,18.89,135.42,20.13,30.42,122.47,12.66
0.9512,23.28,17.29,5.32,32.22,20.93,20.91,25.11,19.92,15.33,14.85,20.86,13.6,8.07,13.09,5.4
0.9818,20.89,15.0,7.8,27.96,23.35,20.8,22.21,22.19,15.49,7.88,19.3,13.08,11.91,12.33,1.73
