time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58,19.19,40.16,52.2,115.54,46.23,113.52,62.73,142.85,124.75,59.4,123.73,117.23,69.99,75.91
0.0743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.52,19.56,40.19,51.77,116.21,43.42,115.08,61.39,142.52,127.05,57.21,124.61,121.01,66.38,77.16
0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12,18.94,40.08,52.35,115.62,47.27,114.47,61.88,144.09,125.98,58.45,125.19,119.93,67.85,78.86
0.1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58,19.4,40.0,52.36,115.65,44.35,114.31,62.14,143.11,126.68,57.69,126.05,120.52,67.44,78.19
0.1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.87,19.08,40.67,52.53,115.41,45.81,114.42,62.01,143.81,124.81,59.61,125.76,117.38,70.75,77.12
0.2314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.03,18.87,39.55,49.91,117.45,40.38,114.87,61.17,139.71,124.53,59.41,121.8,115.39,71.84,72.64
0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.37,18.47,39.75,54.21,113.62,49.18,115.01,61.46,143.24,125.41,59.14,124.65,118.11,70.09,75.94
0.3107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06,19.25,40.88,49.37,117.7,42.3,112.02,63.82,141.4,124.39,59.5,123.93,117.8,69.62,76.55
0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.99,18.64,37.94,54.41,113.9,51.85,115.4,61.04,143.5,126.86,57.51,126.34,120.07,68.09,78.88
0.3943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.85,19.24,39.89,49.0,118.27,39.7,113.38,62.84,138.75,125.6,58.56,122.5,119.65,68.07,76.6
