time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0304,18.71,11.78,4.61,8.95,5.23,2.23,3.58,9.51,1.23,5.13,8.87,1.37,6.82,5.51,3.7
0.0645,18.69,11.3,5.15,8.57,5.12,2.07,3.48,9.23,1.27,6.22,8.45,1.59,7.58,5.4,3.84
0.0984,18.48,11.76,4.36,8.99,5.06,2.11,3.5,9.45,1.28,5.98,8.64,1.26,7.58,5.38,3.68
0.1307,18.74,11.73,4.11,9.16,5.2,2.22,3.67,9.73,1.31,5.88,8.99,1.34,6.8,4.98,4.0
0.165,18.03,11.75,4.58,9.34,4.99,2.56,4.11,9.16,1.23,5.99,8.49,0.92,6.58,5.37,3.66
0.197,17.61,12.29,5.29,9.73,5.13,2.05,4.65,9.23,1.08,6.85,8.54,0.86,8.14,5.18,3.47
0.2306,17.01,12.04,5.46,10.03,5.43,1.89,4.68,9.61,1.21,7.29,8.76,0.83,9.66,4.69,3.33
0.2643,16.74,12.08,5.25,10.08,5.86,2.17,4.44,10.4,1.23,7.08,9.33,0.83,10.35,5.01,3.18
0.2993,16.95,12.06,4.52,9.81,5.16,2.73,4.32,9.67,1.58,7.29,8.52,0.98,10.4,4.9,3.04
0.331,16.57,11.72,4.97,9.66,5.63,2.8,4.64,9.84,1.71,7.24,8.8,0.88,9.73,5.33,3.33
0.3526,17.52,12.04,6.29,9.44,5.83,2.42,4.53,10.05,1.19,7.25,9.07,1.39,10.38,5.34,3.93
0.3925,17.75,12.15,6.22,8.81,5.38,2.31,3.58,9.55,1.89,7.62,7.91,3.5,11.48,5.28,5.9
0.4314,18.03,11.83,4.49,9.3,6.88,1.72,4.95,11.39,1.95,7.53,10.88,3.95,10.0,7.9,7.49
0.4628,18.08,11.33,5.43,10.72,7.96,0.9,6.05,13.31,3.67,7.08,12.62,5.18,7.18,10.27,8.0
0.4982,17.76,10.27,6.02,10.43,8.04,0.8,6.48,13.74,3.67,7.63,14.05,5.47,7.25,11.6,8.67
0.5306,18.17,9.55,7.4,11.7,9.29,1.21,7.16,14.56,3.41,6.85,15.02,4.9,6.23,13.3,7.81
0.5586,17.82,8.54,8.05,12.82,7.73,0.96,7.9,11.05,1.74,5.17,12.86,4.02,1.99,11.63,6.65
0.5994,18.57,7.28,6.53,16.29,7.18,2.97,13.09,15.05,6.14,8.32,33.19,14.74,0.43,31.23,14.29
0.6424,24.68,4.35,4.28,10.99,14.16,2.57,11.16,35.03,16.29,7.93,46.47,42.23,17.45,29.43,33.91
0.6605,15.7,8.02,4.36,12.23,8.15,1.6,18.52,16.78,4.12,46.43,96.79,11.77,55.61,62.59,15.16
0.6925,22.45,3.98,1.36,11.35,35.03,19.96,10.85,31.37,25.56,6.73,23.84,15.04,4.2,6.25,5.36
0.7332,13.54,6.14,6.32,34.64,11.38,9.82,32.97,11.68,9.78,32.0,15.35,7.42,23.67,10.09,4.49
0.7499,16.08,4.73,10.16,28.0,37.4,24.33,28.3,39.51,19.43,26.57,22.01,12.76,23.45,9.73,5.85
0.7993,20.39,12.48,1.02,39.68,24.1,21.8,29.48,30.23,20.55,17.05,38.18,27.13,37.02,24.87,7.5
0.8127,17.68,10.37,4.16,37.56,38.3,18.72,31.01,43.22,21.93,19.32,40.58,24.05,23.67,30.28,17.17
0.8611,25.6,15.34,17.74,48.06,16.48,14.22,41.63,23.8,18.64,30.5,29.14,17.67,53.33,31.83,20.24
0.8806,24.62,14.98,6.42,42.1,34.17,25.62,38.25,37.28,23.3,28.67,41.06,22.22,29.43,27.92,18.87
0.9094,20.26,11.06,8.22,33.28,43.52,29.97,29.93,49.23,29.34,22.23,51.3,28.83,29.26,39.74,22.79
0.9625,25.28,13.08,20.62,34.38,22.05,16.98,22.6,24.44,13.05,24.09,27.58,5.05,37.67,19.97,4.28
0.9992,24.3,13.67,3.82,39.98,39.39,30.09,37.64,46.22,26.06,33.25,49.19,24.81,35.6,32.95,26.92
