time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0309,42.0,42.52,87.27,27.44,144.42,15.79,29.89,149.07,81.13,40.76,142.84,73.18,22.54,156.59,26.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0637,41.85,42.51,87.36,26.92,145.33,15.34,28.61,150.46,84.04,38.91,144.77,74.89,20.54,158.66,26.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0984,42.09,42.46,87.26,27.11,144.93,15.95,29.18,149.9,86.96,40.32,143.49,75.21,21.9,157.07,26.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1299,40.51,41.88,87.94,27.32,144.22,16.06,29.02,149.95,87.6,39.54,144.51,71.41,20.51,158.78,24.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1649,41.29,42.37,87.05,27.3,144.48,15.32,28.65,150.22,82.56,39.25,144.47,69.23,20.68,158.55,25.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1972,41.13,42.64,87.7,26.93,145.16,14.52,28.67,150.29,73.1,38.8,144.89,65.59,20.6,158.57,24.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2338,39.72,42.01,86.97,27.93,143.59,15.36,29.87,149.21,85.28,41.34,142.6,71.39,21.84,157.61,25.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2672,40.76,42.51,87.66,27.87,143.76,15.99,29.33,149.38,84.53,40.01,143.58,70.09,21.13,158.05,24.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3016,40.06,42.11,88.36,27.75,143.47,17.14,29.13,149.41,88.67,38.87,144.88,72.44,19.7,159.69,26.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3349,42.45,42.32,88.6,27.64,144.0,18.62,28.97,149.65,93.77,39.41,144.3,75.36,21.17,157.95,26.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3683,40.25,41.74,89.11,28.13,142.9,18.48,29.72,148.91,93.46,40.12,144.01,74.75,20.04,159.57,26.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4015,40.12,42.21,88.92,27.77,144.08,17.16,29.04,149.78,88.16,38.81,145.11,72.55,19.18,160.38,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4372,39.42,42.06,88.3,27.37,144.66,15.67,28.96,150.03,83.78,38.77,144.95,70.99,19.23,160.21,25.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
