time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0363,14.82,6.15,7.38,143.36,14.97,121.46,147.7,30.54,129.52,140.68,49.38,111.57,125.33,46.81,93.07
0.0735,15.1,6.54,8.12,142.86,13.64,122.0,147.04,29.04,130.68,139.81,48.58,112.9,123.98,46.86,94.53
0.1108,15.1,6.66,7.97,142.96,13.23,120.66,147.2,28.78,130.06,140.2,47.18,114.42,124.77,45.76,95.33
0.1482,15.12,6.54,8.37,143.08,13.21,121.17,147.49,28.26,131.53,140.69,47.49,114.27,125.49,45.68,96.26
0.1869,14.84,6.29,7.98,143.33,13.42,121.33,147.99,28.46,131.08,141.3,48.08,112.96,126.07,46.32,93.9
0.2226,15.31,6.83,8.63,143.02,11.85,122.56,147.59,27.8,132.72,140.62,47.75,114.31,124.77,46.61,94.4
0.2598,14.94,6.63,7.56,143.6,15.0,122.36,147.44,31.23,131.8,140.27,50.78,111.84,125.06,47.4,96.58
0.2951,14.88,6.63,7.46,142.93,12.94,121.51,147.57,28.72,130.93,140.76,48.95,112.23,124.87,46.76,94.5
0.3315,15.17,6.77,7.87,142.61,12.57,123.82,146.88,28.89,134.21,139.76,50.35,112.91,123.7,48.13,96.81
0.3842,14.58,6.67,7.32,143.05,12.91,121.53,147.72,29.6,132.67,141.05,50.48,111.22,126.21,46.1,95.63
0.4213,15.07,7.09,7.69,142.14,10.79,124.08,146.66,27.91,136.55,140.24,50.19,113.43,125.05,46.73,98.64
0.4579,14.54,6.76,7.35,142.81,11.26,120.8,147.27,27.21,132.77,141.01,48.74,112.63,125.94,45.75,95.33
0.4952,14.82,6.73,7.12,141.85,11.06,122.6,146.56,27.85,136.33,140.36,50.02,113.62,125.33,46.39,97.68
0.5352,14.75,6.7,7.01,141.34,10.53,122.78,146.26,28.0,136.78,140.05,49.95,114.01,124.98,46.22,97.5
0.5733,14.83,6.37,7.55,139.75,13.02,121.67,144.84,32.75,135.78,138.62,54.75,110.71,123.96,48.35,96.46
0.6138,14.66,6.11,7.32,137.15,13.12,119.56,143.28,34.33,136.55,137.42,57.4,109.25,123.05,49.12,96.93
0.6514,14.38,6.22,7.07,139.49,12.82,120.93,144.78,32.32,135.9,138.33,54.72,110.78,122.89,49.0,95.28
0.6897,14.53,6.18,7.35,139.43,12.98,120.29,144.54,32.76,134.01,137.95,55.15,108.63,122.59,49.19,93.26
0.7282,14.21,5.93,7.43,140.51,12.62,120.49,145.63,30.81,132.23,138.78,52.46,109.19,122.76,48.45,93.01
0.7661,14.57,5.88,7.48,141.59,14.08,121.1,145.94,31.88,131.14,139.25,52.38,109.76,123.91,48.78,92.87
0.8063,14.41,5.92,6.96,140.86,14.24,120.98,145.57,32.77,133.09,138.95,53.61,110.08,123.87,48.59,93.83
0.845,14.45,6.27,6.72,139.3,13.01,119.92,144.57,33.16,136.0,138.04,55.95,108.89,122.95,49.25,93.25
0.8818,13.95,5.9,6.78,140.76,12.39,120.71,146.15,31.64,133.64,139.26,54.42,108.14,123.55,50.07,91.09
0.9177,14.33,6.49,6.73,139.0,13.42,118.28,144.86,34.3,133.43,138.5,57.27,106.61,123.82,48.88,92.36
0.9531,14.47,6.25,7.07,140.72,12.52,122.3,145.36,32.14,135.3,138.47,56.43,108.46,122.3,50.49,95.25
0.9893,14.64,6.31,6.45,141.22,13.66,122.7,145.77,32.78,135.2,139.0,56.15,108.23,123.44,50.25,95.34
