time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0356,32.32,38.14,12.62,7.27,3.95,3.79,8.7,4.66,1.59,10.18,2.94,4.1,12.74,2.12,5.55
0.0723,33.44,36.79,12.93,7.09,4.53,3.95,9.31,4.81,1.34,10.64,3.24,4.09,13.1,2.25,5.59
0.1096,32.54,38.01,12.75,7.2,4.47,3.89,9.31,4.76,1.54,10.31,2.91,4.1,12.93,2.26,5.64
0.1464,32.22,38.11,13.12,7.27,4.27,3.83,9.0,4.73,1.58,9.8,2.95,4.17,12.86,1.77,5.57
0.1835,32.92,37.43,13.14,7.31,4.4,3.84,9.25,4.72,1.49,10.08,2.92,4.12,12.92,1.93,5.6
0.2215,32.58,37.27,13.02,7.2,4.42,3.92,9.03,4.68,1.51,10.01,2.87,4.1,13.05,1.98,5.57
0.2578,32.19,37.4,12.81,7.26,4.33,3.98,8.99,4.82,1.57,9.72,2.98,4.16,12.69,1.93,5.7
0.2943,32.02,37.13,13.16,7.23,4.29,3.73,8.99,4.75,1.52,9.93,2.91,4.13,13.12,1.91,5.67
0.331,31.81,37.53,13.08,7.27,4.29,3.83,8.82,4.8,1.62,9.98,2.84,4.26,13.18,1.82,5.81
0.3685,30.87,37.39,14.01,7.37,4.44,3.68,8.51,4.58,1.51,9.98,2.87,4.13,13.42,1.97,5.59
0.4054,30.83,38.18,13.6,7.39,4.5,3.56,8.79,4.72,1.46,9.87,3.08,4.13,13.21,1.63,5.81
0.445,30.25,38.0,13.7,7.33,4.44,3.59,8.97,4.62,1.32,9.73,2.98,3.84,13.24,1.85,5.53
0.4841,31.65,37.64,14.03,7.49,4.51,3.9,9.3,4.74,1.4,9.79,3.15,4.1,13.09,1.6,5.66
0.5217,31.68,37.31,12.9,7.41,4.53,3.88,8.97,4.71,1.49,9.92,3.11,4.13,13.43,1.71,5.76
0.5608,30.47,36.86,13.82,7.43,4.32,3.76,9.23,4.73,1.44,10.0,3.11,4.16,13.37,1.77,5.78
0.6001,29.8,37.23,15.22,7.12,4.25,3.7,8.75,4.59,1.34,9.76,3.15,4.19,13.39,1.4,5.63
0.6399,29.88,36.61,13.03,7.3,4.64,3.94,8.59,4.7,1.51,9.95,3.21,4.26,13.2,1.28,5.72
0.6781,29.47,37.04,14.79,7.13,4.18,3.85,9.06,4.67,1.42,10.0,3.38,4.2,13.44,1.35,5.62
0.7162,30.13,37.37,14.29,7.28,4.31,3.95,9.19,4.64,1.44,10.22,3.41,4.23,13.65,1.44,5.75
0.7553,30.34,37.4,13.79,7.27,4.08,4.02,8.65,4.34,1.37,9.41,3.11,4.07,13.23,1.66,5.81
0.7931,28.92,36.72,14.89,7.19,4.42,3.98,8.77,4.51,1.18,9.67,3.18,3.89,13.44,1.95,5.58
0.8314,28.72,36.9,16.21,7.21,3.99,3.95,9.04,4.55,1.53,10.03,3.19,4.4,13.57,1.88,5.75
0.8713,28.66,37.0,15.13,7.22,3.81,3.69,8.7,4.68,1.54,9.46,3.44,4.38,12.98,1.43,5.7
0.9109,29.23,37.61,15.64,7.44,3.89,3.81,9.08,4.55,1.54,9.83,3.25,4.31,13.34,1.23,5.65
0.9475,28.94,37.0,15.71,7.55,4.11,3.63,9.21,4.83,1.51,9.83,3.62,4.4,13.07,1.12,5.72
0.9866,30.11,37.57,15.27,7.77,3.82,3.54,9.28,4.81,1.36,9.82,3.83,4.41,12.45,0.7,5.57
