time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0335,17.01,10.99,11.23,31.6,74.2,29.87,11.36,18.21,4.63,4.01,10.74,5.05,5.71,5.47,7.09
0.0683,16.01,10.94,11.85,32.62,74.8,29.36,11.89,17.99,4.14,3.98,10.37,4.81,5.43,5.35,6.91
0.1047,15.78,11.27,12.09,32.24,75.62,29.46,11.76,18.23,4.29,4.1,10.65,4.93,5.55,5.25,6.96
0.145,15.61,10.91,12.35,32.26,75.59,29.54,11.53,17.92,4.05,3.79,10.64,4.7,5.51,5.5,6.9
0.1824,16.38,10.73,10.56,32.62,74.59,29.84,11.59,17.89,4.06,3.7,10.56,4.65,5.67,5.69,6.85
0.2183,15.19,10.8,11.96,32.15,75.49,30.28,11.57,18.02,4.12,3.86,10.21,4.55,5.3,4.82,6.54
0.2555,14.86,10.77,13.98,34.24,72.35,30.04,12.42,17.22,4.07,4.14,10.11,4.71,5.4,4.73,6.41
0.2931,15.71,10.97,12.41,33.66,74.05,29.54,12.12,17.62,3.65,3.82,10.41,4.56,5.78,5.56,6.84
0.329,15.85,11.2,12.37,30.77,76.56,29.44,11.36,17.65,3.37,3.6,10.34,4.38,5.42,5.22,6.62
0.3696,16.02,10.9,11.94,30.97,75.56,30.19,11.17,17.8,3.9,3.47,10.01,4.33,5.45,5.24,6.52
0.4062,16.41,10.7,10.8,31.12,76.74,30.01,11.27,18.29,3.84,3.6,10.22,4.41,5.49,4.91,6.59
0.442,15.51,11.32,12.84,33.69,74.78,29.8,12.16,17.87,3.91,4.0,10.13,4.58,5.43,5.02,6.58
0.4786,15.57,11.29,12.56,32.81,76.48,29.4,11.89,17.89,3.55,3.89,10.31,4.43,5.67,5.19,6.67
0.5141,15.95,11.33,12.23,31.78,76.09,29.34,11.64,17.99,3.95,3.85,10.07,4.48,5.54,5.38,6.72
0.5518,16.59,10.86,10.28,31.65,75.51,29.69,11.24,18.0,3.86,3.57,10.17,4.54,5.46,5.43,6.77
0.5885,16.31,10.85,11.4,31.54,75.61,30.23,11.38,18.15,3.86,3.65,10.1,4.37,5.63,5.18,6.49
0.6245,15.83,10.96,13.11,33.72,74.72,28.82,12.13,17.56,3.38,3.98,10.14,4.32,5.69,4.99,6.54
0.6614,16.64,11.05,11.94,33.13,75.17,29.28,11.79,18.23,3.55,3.79,10.48,4.4,5.89,5.76,6.75
0.6974,17.01,10.93,11.17,31.32,75.63,29.76,11.21,18.25,3.8,3.42,10.33,4.59,6.06,5.81,7.03
0.7347,16.27,10.49,11.39,31.22,74.46,30.39,11.22,17.77,3.98,3.4,10.03,4.55,5.62,5.32,6.75
0.7707,16.21,10.71,11.55,31.86,76.1,29.85,11.38,18.01,3.67,3.48,9.97,4.27,5.54,5.01,6.56
0.8083,15.52,11.05,12.85,33.71,74.19,29.95,12.15,17.56,3.6,3.86,10.1,4.43,5.8,5.34,6.54
0.8434,16.29,11.26,12.25,32.79,74.57,30.34,11.8,17.65,3.65,3.65,10.42,4.5,5.76,5.52,6.71
0.8796,16.47,10.7,11.96,32.89,74.7,28.75,11.71,17.82,3.93,3.68,10.59,4.77,5.83,5.72,6.99
0.9157,15.94,10.98,12.36,32.46,74.15,29.96,11.78,17.62,3.77,3.7,10.34,4.63,5.67,5.36,6.74
0.9529,15.57,10.74,12.47,32.7,73.8,30.88,11.86,17.46,3.9,3.71,10.36,4.64,5.41,5.14,6.49
0.9904,16.32,10.89,11.89,33.51,73.68,29.97,12.11,17.52,3.72,3.81,10.37,4.54,5.68,5.19,6.54
