time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0346,29.05,10.91,12.86,12.11,6.3,5.7,10.14,3.92,4.84,47.19,118.8,5.99,67.33,96.91,5.48
0.0728,28.78,11.04,11.98,11.93,6.29,5.41,9.93,3.92,4.45,47.35,118.7,5.9,70.96,93.44,5.44
0.1126,29.35,11.35,13.14,11.86,6.23,5.2,9.99,4.38,4.24,50.41,116.24,6.15,75.68,89.9,5.72
0.1497,29.5,11.29,13.02,11.91,6.1,5.0,9.96,4.51,4.16,52.48,114.28,6.21,79.5,86.26,5.82
0.1843,29.02,11.37,12.55,11.98,5.96,5.16,9.8,4.46,4.18,51.35,115.47,6.13,78.55,87.48,5.84
0.2209,28.82,11.4,13.01,12.12,5.61,5.44,9.94,4.5,4.34,51.67,114.97,6.28,78.29,87.5,5.93
0.2556,29.38,11.21,13.28,11.95,5.66,5.25,9.95,4.37,4.43,51.81,114.64,6.21,78.45,87.21,5.92
0.2936,29.04,11.28,12.92,11.98,5.95,4.9,10.0,4.28,4.3,52.2,114.31,6.03,78.75,86.7,5.71
0.3311,28.89,11.36,12.74,11.82,6.06,4.97,9.89,4.49,4.34,52.31,114.25,6.04,77.48,88.05,5.76
0.3674,29.04,11.35,12.71,11.88,5.85,5.13,10.0,4.48,4.48,51.53,114.92,6.07,76.04,89.18,5.73
0.4037,28.86,11.54,12.39,11.86,5.88,4.92,9.83,4.34,4.24,51.81,114.78,5.82,77.39,87.98,5.55
0.4405,28.59,11.35,12.34,11.8,5.69,5.28,9.83,4.35,4.51,50.18,116.63,5.97,72.9,92.92,5.71
0.4776,29.03,11.56,12.02,11.6,5.45,5.27,9.82,4.08,4.48,52.7,113.85,6.09,75.91,89.46,5.79
0.5163,29.4,11.48,12.38,11.54,5.67,5.17,9.78,4.07,4.31,52.83,113.58,5.84,77.84,87.17,5.57
0.5511,29.83,11.54,12.3,11.63,5.61,5.4,9.94,3.78,4.47,53.29,113.04,5.93,78.56,86.13,5.62
0.5873,30.03,11.65,12.19,11.84,5.45,5.59,10.1,3.85,4.52,52.49,113.34,6.0,76.0,87.72,5.71
0.6276,30.64,11.65,12.64,11.83,5.5,5.45,10.31,3.87,4.62,53.67,112.47,6.22,75.68,88.29,5.9
0.6629,29.74,11.48,12.67,11.95,5.58,5.73,10.02,3.87,4.62,52.06,114.34,6.24,72.58,91.85,5.88
0.7002,29.94,11.32,12.61,11.74,5.34,5.77,10.11,3.67,4.85,54.77,111.63,6.32,75.03,89.67,5.91
0.7371,30.44,11.34,12.86,11.92,5.47,5.64,10.3,3.79,4.71,55.28,111.0,6.27,77.01,87.28,5.87
0.7742,30.2,11.45,13.27,11.86,5.55,5.46,10.17,3.81,4.45,54.21,111.97,6.14,78.01,85.95,5.78
0.8147,30.04,11.6,12.93,11.72,5.19,5.38,9.94,3.65,4.34,54.16,112.13,6.13,78.58,85.52,5.81
0.8529,29.56,11.27,12.31,11.7,5.14,5.71,9.87,3.55,4.6,56.26,110.25,6.3,78.79,85.8,6.0
0.8914,29.43,11.34,12.28,11.56,5.16,5.76,9.83,3.45,4.69,55.22,111.02,6.37,75.75,88.63,6.05
0.9311,29.88,11.41,12.97,11.54,4.95,5.76,9.79,3.4,4.55,54.5,111.48,6.14,78.36,85.64,5.81
0.9693,30.09,11.4,12.41,11.6,4.95,5.81,9.8,3.41,4.68,53.49,112.62,6.23,75.69,88.61,5.92
