time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0334,23.58,30.66,15.12,8.61,4.02,4.01,14.29,4.06,3.52,15.44,2.01,6.11,21.28,3.18,9.82
0.0714,21.2,29.04,15.26,7.12,4.0,3.91,13.81,4.06,2.82,14.79,1.95,5.55,20.58,2.41,8.94
0.1087,23.44,30.03,14.77,7.62,4.06,3.97,13.45,3.93,3.32,14.56,1.72,6.02,20.79,3.51,9.82
0.1436,24.23,30.42,14.43,7.76,3.92,4.07,13.95,3.96,3.12,14.84,1.73,5.64,20.83,3.36,9.37
0.1851,23.87,30.35,14.64,7.97,3.93,4.12,14.22,3.82,2.94,15.06,1.64,5.54,20.96,2.96,9.16
0.2213,23.6,31.26,15.08,8.12,3.83,3.96,13.68,3.8,3.29,14.82,1.82,5.73,21.16,3.26,9.44
0.2578,22.83,31.31,14.67,8.08,3.82,3.84,13.6,3.91,3.35,14.78,1.72,6.04,20.84,2.95,9.55
0.2959,22.13,31.5,15.22,8.29,3.89,3.93,14.08,4.09,3.62,14.96,1.64,6.29,20.67,2.89,9.76
0.3319,21.13,30.45,16.09,7.95,4.03,4.08,14.5,3.92,3.17,15.14,1.86,5.87,20.94,2.67,9.17
0.3678,21.55,30.96,15.63,7.47,4.19,4.1,14.08,4.03,3.17,14.95,1.58,5.78,20.71,2.7,9.13
0.4039,21.88,30.62,15.6,7.56,4.06,3.84,13.73,3.93,3.12,14.95,1.58,5.64,20.83,2.68,9.13
0.4435,21.71,30.68,15.57,7.74,3.96,3.7,13.71,4.0,3.31,14.88,1.64,5.78,20.88,2.76,9.22
0.4812,22.51,30.22,15.3,6.89,4.17,3.88,13.59,4.24,2.4,15.01,2.23,5.13,21.19,2.59,8.37
0.5194,22.5,32.29,15.14,8.18,3.83,4.06,13.91,4.01,3.27,14.9,1.95,5.95,20.57,3.0,9.37
0.5561,22.45,31.18,15.22,7.11,3.69,3.94,13.59,4.11,2.96,15.14,2.03,5.55,21.48,2.75,8.69
0.5925,23.35,31.6,14.98,8.44,3.75,3.59,14.32,3.99,3.07,15.45,2.17,5.73,21.61,2.94,8.89
0.6303,22.52,30.26,14.61,7.54,3.66,3.67,13.93,4.01,2.96,15.1,1.95,5.63,21.13,2.62,8.77
0.667,22.55,30.8,15.16,7.68,3.62,3.78,14.44,3.64,3.12,14.75,1.58,5.84,20.05,2.76,8.98
0.704,21.78,29.93,15.51,7.4,3.78,4.17,14.18,3.91,3.1,15.06,1.51,5.92,20.55,2.64,8.94
0.7437,21.14,30.56,15.72,7.58,3.96,4.07,14.54,3.93,3.22,15.3,1.36,6.04,20.44,2.62,9.16
0.7804,19.58,30.4,15.41,7.0,3.78,4.16,13.83,4.0,3.47,14.57,1.07,6.26,19.17,2.41,9.13
0.8157,19.66,30.13,16.6,7.8,3.56,3.93,14.3,4.07,3.96,14.45,0.58,6.22,19.84,3.14,9.24
0.8537,20.28,31.03,16.44,7.29,4.07,3.9,14.27,4.2,3.57,14.59,0.71,6.0,20.64,2.64,9.35
0.8901,21.54,31.79,16.45,7.13,4.17,4.14,14.34,4.28,3.37,14.62,1.01,5.94,20.68,2.81,9.23
0.9304,20.14,31.16,16.54,7.11,4.22,4.28,14.65,4.19,3.74,14.45,0.88,6.35,20.43,2.73,9.6
0.9704,20.74,31.18,15.5,7.04,4.05,3.75,14.5,4.26,3.81,14.4,0.66,6.35,20.44,2.98,9.78
