time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0348,23.78,7.25,14.3,8.71,5.69,3.23,10.78,1.13,4.01,87.75,70.73,3.78,121.23,31.21,5.75
0.0734,23.37,7.27,14.26,8.59,5.79,3.13,10.7,1.24,3.97,88.33,69.83,3.85,120.16,31.93,5.81
0.1105,23.71,7.09,14.45,8.58,5.49,3.33,10.69,0.85,3.89,84.06,73.57,3.88,118.81,32.63,6.03
0.1477,24.58,7.37,15.03,8.98,5.79,3.01,11.23,1.46,3.95,89.28,68.65,4.03,120.98,30.81,6.16
0.1854,23.53,7.24,14.42,8.55,5.75,3.14,10.82,1.21,3.97,88.67,69.41,3.79,121.16,30.66,6.1
0.2231,23.92,7.35,15.02,8.85,5.68,3.29,11.27,1.24,4.17,89.56,68.35,3.99,120.4,31.22,6.28
0.2604,23.75,7.32,15.24,8.94,5.72,3.19,11.15,1.15,4.14,90.16,68.04,3.92,121.57,30.35,6.29
0.2956,23.51,7.36,14.93,8.66,5.61,3.34,11.0,1.11,4.08,88.47,69.56,3.89,120.4,31.5,6.07
0.3311,23.45,7.31,15.15,8.42,5.44,3.16,10.5,1.01,3.75,84.08,73.51,3.73,118.45,32.97,5.89
0.3703,24.05,7.36,15.07,8.67,5.65,3.02,10.71,1.32,3.7,84.48,73.18,3.88,121.12,30.28,6.35
0.4058,23.95,7.4,13.99,8.67,5.52,2.85,10.84,1.56,3.63,89.61,67.43,3.95,123.35,27.01,6.97
0.4442,23.24,7.27,14.4,8.55,5.79,2.96,10.68,1.36,3.87,88.07,69.76,3.87,121.22,30.19,6.25
0.4808,23.72,7.33,14.67,8.6,5.71,2.99,10.92,1.32,3.85,89.49,68.2,3.99,121.41,29.8,6.47
0.5167,24.03,7.35,14.83,8.8,5.75,3.01,10.85,1.27,3.83,88.44,69.24,4.02,122.03,29.23,6.58
0.5568,23.97,7.35,14.36,8.9,5.84,3.08,11.09,1.06,3.98,90.15,67.82,3.89,122.66,28.95,6.3
0.5954,24.11,7.36,15.16,8.83,5.9,3.02,11.02,1.15,4.07,87.96,69.73,3.95,120.51,31.04,6.14
0.6337,23.8,7.31,15.3,8.61,5.68,3.14,10.98,1.22,3.99,86.98,70.63,4.0,120.28,31.23,6.34
0.6727,24.31,7.28,15.78,8.65,5.64,3.14,10.82,1.09,3.99,86.23,71.19,4.0,119.43,31.86,6.14
0.7101,23.95,7.19,15.09,8.6,5.47,2.95,10.66,1.22,3.96,88.78,68.72,4.03,122.24,28.98,6.67
0.7473,24.47,7.3,14.97,8.71,5.58,3.17,10.83,1.02,4.07,88.92,68.62,4.09,121.1,30.23,6.52
0.7845,24.16,7.35,14.43,8.71,5.75,3.12,10.79,1.31,3.96,88.08,69.7,3.92,121.69,29.72,6.47
0.8235,24.16,7.32,14.77,8.77,5.85,2.79,10.81,1.45,3.83,88.01,69.6,3.88,123.01,28.17,6.71
0.8645,23.92,7.22,14.52,8.6,5.63,2.98,10.74,1.27,3.89,89.99,67.6,4.05,122.12,28.86,6.72
0.9032,24.24,7.12,14.81,8.54,5.7,3.11,10.65,1.32,3.94,88.69,69.02,3.99,121.65,29.78,6.6
0.9409,24.64,7.24,15.58,8.81,5.55,3.33,10.92,1.27,4.15,86.92,70.94,4.21,120.07,31.63,6.77
0.9797,24.47,7.33,15.88,8.59,5.68,3.24,10.71,1.32,4.04,86.57,71.34,4.13,119.62,32.22,6.34
