time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0337,11.81,7.93,5.94,8.5,4.03,2.41,9.23,0.92,1.92,78.67,83.09,3.55,102.56,47.9,5.0
0.0704,11.9,7.96,6.03,8.43,4.04,2.48,9.12,0.99,1.7,78.88,83.06,3.44,103.04,47.66,4.97
0.107,11.98,7.93,6.24,8.44,4.23,2.3,9.04,0.69,1.73,79.41,82.69,3.43,104.16,46.92,4.75
0.1417,12.17,8.1,6.64,8.42,4.09,2.29,8.49,0.66,1.3,71.46,87.97,3.56,104.16,45.14,5.22
0.1786,12.19,8.08,6.54,8.8,3.74,2.2,8.9,0.73,1.43,70.42,88.49,3.91,103.28,45.56,5.48
0.2173,12.0,7.92,6.48,8.5,4.0,2.38,9.01,0.87,1.69,74.01,86.99,3.67,103.78,46.87,5.11
0.2537,12.04,7.76,6.25,8.6,3.73,2.38,8.95,0.64,1.69,72.71,88.28,3.58,104.46,46.43,4.59
0.2899,11.89,7.81,6.16,8.75,3.81,2.32,9.16,0.46,1.82,75.16,86.37,3.68,105.75,45.3,4.92
0.3272,11.99,7.93,6.3,8.85,3.61,2.47,9.21,0.76,1.92,73.32,86.55,3.67,104.43,45.8,4.73
0.363,11.66,7.93,6.49,8.8,3.82,2.62,9.59,1.01,1.95,78.58,83.04,3.71,104.47,46.42,4.99
0.3988,12.01,7.87,6.42,8.99,3.77,2.39,9.59,0.48,2.25,77.87,83.14,4.01,103.63,47.4,4.59
0.4373,11.87,7.83,6.66,8.51,3.94,2.45,9.08,0.65,1.67,77.32,84.19,3.81,104.22,46.63,5.01
0.4718,12.02,7.91,6.5,8.71,3.79,2.59,9.06,0.61,1.57,73.1,87.43,3.86,103.1,46.47,5.41
0.5083,12.02,7.95,6.8,9.09,3.81,2.43,9.35,0.53,1.74,72.23,87.08,3.96,103.55,45.7,5.13
0.5444,12.02,7.9,7.1,9.07,3.74,2.49,9.17,0.29,1.8,70.47,88.57,4.18,102.47,47.1,5.25
0.5795,12.09,8.09,7.01,8.98,3.85,2.4,9.11,0.4,1.68,72.75,87.99,3.82,102.84,47.56,5.31
0.6173,12.37,8.06,6.25,9.15,3.95,2.18,9.3,0.45,1.92,73.9,87.58,3.7,102.79,48.34,4.84
0.6564,12.18,8.09,7.0,9.24,3.48,2.3,9.31,0.49,1.89,69.1,89.4,4.22,101.83,47.29,5.13
0.692,11.84,8.12,6.9,9.13,3.76,2.3,9.49,0.53,2.02,74.14,86.34,3.93,102.86,47.93,4.83
0.7301,12.28,8.23,6.79,9.02,3.89,2.44,9.42,0.53,1.9,76.1,84.84,3.83,102.42,47.67,5.24
0.7652,12.22,8.33,7.19,9.17,3.7,2.65,9.59,0.94,2.07,75.25,85.41,3.96,101.87,48.47,5.18
0.8011,12.18,8.2,7.0,9.27,3.89,2.53,9.61,0.42,2.1,75.82,84.51,3.87,102.75,47.42,5.16
0.8391,12.3,8.19,7.11,9.22,3.96,2.43,9.49,0.35,2.07,73.21,86.42,4.03,101.31,48.26,5.27
0.8762,12.06,8.15,7.03,9.25,3.85,2.68,9.56,0.59,2.18,73.98,86.61,4.0,100.7,50.11,4.88
0.9113,12.62,7.99,7.76,9.07,4.1,2.15,9.01,0.79,2.04,73.16,88.16,3.61,101.87,50.6,4.16
0.9491,13.61,7.94,7.57,8.88,4.09,1.83,7.56,1.55,0.91,62.45,99.05,2.89,106.22,48.8,2.88
0.987,14.22,8.12,8.6,8.67,4.66,2.01,7.55,1.89,1.07,72.11,93.15,3.01,110.04,49.24,3.27
