time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0349,11.88,6.61,9.22,38.84,75.29,26.03,12.48,15.87,1.92,2.19,9.23,2.47,10.58,6.56,6.22
0.0738,12.27,6.15,9.32,37.54,76.04,26.19,12.07,16.13,2.11,2.3,9.62,2.62,10.46,6.48,6.27
0.1135,12.27,6.38,10.18,36.86,78.16,25.24,11.86,17.01,2.04,2.3,9.59,2.51,10.78,6.28,6.12
0.1493,11.74,6.3,9.73,37.97,75.76,25.45,12.43,16.05,2.31,2.61,9.46,2.93,10.31,6.49,6.4
0.1871,11.27,6.06,9.02,38.16,76.13,26.27,12.31,15.17,1.94,2.43,9.32,2.72,9.91,6.27,6.48
0.2243,11.51,6.44,8.69,38.84,74.02,27.03,12.9,15.07,2.01,2.19,8.84,2.62,9.66,6.03,6.13
0.2625,12.14,6.11,8.35,36.41,77.46,25.77,11.88,17.03,2.45,2.48,9.55,2.82,10.25,6.34,6.16
0.3013,12.38,6.35,8.09,37.71,76.1,25.22,12.29,16.61,2.45,2.14,9.36,2.81,9.59,5.98,6.17
0.3389,11.77,6.22,8.62,38.43,75.76,25.31,12.67,15.49,1.96,2.27,9.37,2.61,9.65,6.02,6.24
0.3768,11.07,6.09,8.07,38.93,74.95,26.19,12.97,16.0,2.43,2.63,9.62,2.91,9.29,6.22,6.18
0.4147,11.63,6.31,8.16,38.18,76.54,25.5,12.58,15.96,2.26,2.46,9.61,2.83,9.97,6.2,6.24
0.4536,12.34,6.49,9.27,37.67,77.09,25.13,12.56,16.94,2.54,2.43,9.77,2.95,10.25,6.53,6.25
0.492,11.78,6.1,9.86,37.06,76.73,25.92,12.53,15.78,2.31,2.58,9.57,2.96,9.97,6.08,6.34
0.5313,11.9,6.59,9.49,38.9,76.75,24.85,13.02,15.96,2.03,2.48,9.46,2.62,10.06,6.26,6.22
0.5699,11.82,6.49,8.86,38.21,76.9,25.07,12.85,16.28,2.31,2.38,9.55,2.88,9.77,6.03,6.34
0.6098,11.55,6.39,9.43,37.94,77.15,24.82,12.58,16.37,2.4,2.24,9.81,2.93,9.78,6.52,6.37
0.6475,12.24,6.37,9.28,36.97,77.35,24.76,12.25,16.83,2.28,2.46,9.86,2.82,10.39,6.33,6.26
0.6849,12.23,6.5,9.32,37.92,76.53,24.99,12.44,16.69,2.2,2.26,9.62,2.63,10.12,6.23,6.07
0.7252,11.82,6.54,9.15,38.92,73.49,26.84,13.09,15.63,1.8,2.53,9.3,2.33,9.84,6.47,5.84
0.7639,12.19,6.09,8.77,36.51,77.86,25.98,12.08,16.45,2.26,2.2,9.46,2.69,9.83,6.26,6.01
0.8051,12.12,6.41,9.43,38.01,76.11,25.22,12.58,17.1,2.82,2.36,9.74,3.01,9.67,6.39,6.22
0.8437,12.16,6.33,9.94,37.72,76.93,24.75,12.47,16.34,2.16,2.07,9.32,2.67,9.72,6.3,6.28
0.8841,12.06,6.28,9.64,37.74,76.53,25.57,12.36,16.13,2.04,2.27,9.37,2.59,10.18,6.35,6.18
0.9224,12.07,6.43,9.59,38.51,75.45,26.19,12.89,16.13,2.01,2.37,9.7,2.58,9.86,6.39,5.99
0.9656,12.06,6.18,9.38,35.92,78.4,26.02,12.09,16.06,2.07,2.26,9.56,2.75,10.38,6.38,6.36
