time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0324,37.39,33.75,27.47,9.43,2.46,4.23,10.75,6.09,4.29,17.82,147.14,13.72,38.03,126.72,17.97
0.066,39.26,32.36,25.88,10.17,2.49,4.64,10.55,6.77,5.25,16.26,147.3,14.28,40.0,124.86,18.16
0.1062,37.7,32.74,25.88,9.43,3.11,4.66,10.92,6.23,4.47,18.49,146.64,14.12,39.27,126.18,18.54
0.1384,37.74,33.81,25.53,9.43,2.38,4.27,10.38,6.05,4.87,15.84,148.27,13.77,37.02,128.46,17.48
0.1786,40.59,33.8,25.83,9.71,2.86,4.34,10.21,6.27,5.49,15.46,148.1,14.91,42.76,123.05,17.88
0.2126,39.66,33.59,27.28,9.68,2.61,4.12,10.37,6.1,5.16,15.86,149.47,13.96,42.17,124.41,17.56
0.2405,39.72,34.1,27.22,9.88,2.69,4.2,10.42,6.46,5.33,15.45,149.71,14.03,40.64,125.85,17.18
0.2723,38.69,32.97,27.76,9.57,2.31,4.28,10.58,6.24,5.14,16.12,148.19,14.56,38.26,126.53,18.64
0.3038,39.05,33.18,28.48,9.8,2.04,4.33,10.39,5.99,4.78,16.07,149.64,13.92,38.51,128.22,17.61
0.3389,38.0,32.71,28.32,9.63,1.83,4.48,10.78,6.05,4.72,17.94,147.58,14.43,38.57,127.28,18.86
0.3661,38.1,33.01,29.63,9.42,2.01,4.93,10.19,6.86,5.45,16.61,145.7,15.26,37.45,125.66,18.89
0.4053,39.71,33.73,26.34,9.72,2.22,4.23,10.51,5.82,5.15,16.83,149.43,13.96,41.95,124.97,17.94
0.4397,38.73,32.79,28.9,9.28,2.5,4.39,10.58,6.82,5.03,15.68,148.1,14.1,38.76,126.26,17.93
0.4719,38.28,33.58,28.05,9.6,2.27,4.28,10.72,5.51,4.84,16.74,149.43,14.18,39.75,127.26,18.12
0.5001,39.46,32.61,25.72,9.7,2.35,4.04,10.77,6.06,4.67,15.26,149.86,13.68,38.82,127.19,17.91
0.5383,38.86,32.52,26.7,9.6,3.4,4.72,11.23,6.3,4.92,17.44,147.06,14.79,40.24,124.95,19.01
0.5734,37.75,33.93,26.35,9.16,3.13,4.1,10.61,6.32,4.73,15.66,148.61,12.96,38.07,127.36,16.86
0.6043,40.53,33.06,27.2,9.56,2.07,4.37,10.42,6.22,5.15,16.11,148.66,14.32,38.76,126.93,18.11
0.6389,38.17,32.77,24.96,9.99,1.98,4.35,10.71,5.87,4.84,16.63,148.83,14.27,38.85,127.28,18.46
0.6725,38.91,33.24,29.46,9.53,2.16,4.83,10.29,6.39,4.99,17.49,146.32,14.47,38.69,126.53,18.78
0.7075,38.15,33.83,24.23,9.57,2.58,4.11,10.4,6.0,4.54,17.94,146.57,13.99,42.08,123.86,17.81
0.7391,39.36,32.78,25.52,9.73,2.32,4.2,10.4,6.06,5.2,14.88,148.73,14.04,39.71,125.54,17.95
0.7716,39.01,32.65,29.69,9.63,2.12,4.37,10.91,6.38,4.72,16.34,148.89,13.85,39.36,126.85,18.16
0.8041,37.84,33.03,22.02,9.64,2.95,4.37,10.29,5.05,4.7,18.16,147.93,14.65,40.97,125.85,18.92
0.8386,39.74,34.12,27.68,9.83,2.47,4.3,10.16,6.2,5.02,14.66,151.07,13.02,41.39,125.45,16.14
0.8729,38.95,33.15,29.97,9.25,1.91,3.91,10.34,5.99,4.62,16.33,150.17,13.6,39.68,127.66,18.18
0.905,38.52,32.15,29.65,9.59,1.7,5.01,10.28,6.51,5.4,17.39,146.9,14.27,39.04,126.16,17.97
0.9318,38.23,32.86,25.67,9.46,2.79,4.74,10.49,5.9,4.91,17.83,146.36,14.41,39.1,124.98,18.68
0.9631,38.31,33.84,28.13,9.43,2.93,4.16,10.37,6.49,5.03,15.67,148.26,14.0,39.29,126.09,18.04
0.9999,38.05,33.56,29.07,9.41,2.23,4.42,10.42,6.54,5.05,16.45,147.02,14.02,38.14,126.4,17.83
