time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0336,25.39,8.58,17.94,32.83,87.03,14.53,9.08,22.91,13.27,4.55,21.19,8.79,6.94,10.57,10.4
0.0732,26.44,8.7,16.68,31.53,88.05,15.53,8.73,22.73,14.61,4.39,21.16,9.13,6.87,10.82,10.58
0.1074,25.85,8.41,17.81,31.97,88.41,15.11,8.82,23.56,14.39,4.03,22.24,9.8,6.9,11.33,10.78
0.1442,25.47,8.42,18.11,32.28,88.02,14.83,8.51,23.96,14.98,3.99,22.45,10.02,7.07,11.56,10.92
0.1801,25.08,8.41,18.87,32.69,87.91,14.61,8.79,23.47,14.87,4.42,22.25,9.9,7.0,11.15,10.66
0.2164,25.58,8.39,17.98,31.77,87.32,15.24,8.86,23.05,13.76,4.23,21.23,9.3,6.76,10.94,10.64
0.2513,26.38,8.47,15.41,31.43,88.12,15.39,8.7,22.42,13.28,4.42,20.74,8.8,6.78,10.9,10.53
0.2884,25.05,8.55,17.39,31.91,88.43,14.86,8.22,23.06,13.8,4.16,21.51,9.15,7.23,10.66,10.35
0.3241,24.64,8.44,17.27,32.18,88.43,14.68,8.42,22.89,13.62,4.25,21.82,9.27,7.01,11.18,10.52
0.3621,24.01,8.37,19.01,33.17,87.52,14.29,8.68,22.7,13.38,4.52,21.44,9.05,6.69,10.84,10.44
0.3988,24.9,8.45,17.83,32.38,87.17,15.26,8.68,22.27,13.82,4.38,20.47,8.87,6.73,10.65,10.51
0.4344,26.32,8.46,16.65,30.35,89.25,15.75,8.07,23.26,15.89,4.16,21.69,10.17,6.59,11.03,10.97
0.4711,25.36,8.55,17.92,30.92,89.31,15.27,8.04,23.13,15.0,3.97,21.69,9.98,6.79,11.14,10.88
0.5055,25.56,8.45,17.74,30.42,89.29,15.38,8.16,22.9,14.55,4.02,21.09,9.76,6.89,10.98,10.75
0.5542,26.02,8.52,16.5,30.41,88.66,15.85,8.42,23.01,14.64,4.05,20.81,9.52,6.82,11.15,10.98
0.5904,25.52,8.6,15.66,32.2,87.96,15.51,8.47,23.22,15.31,4.22,21.61,10.09,7.0,11.06,11.1
0.6282,25.14,8.4,16.7,31.8,88.97,14.68,8.27,23.73,15.1,4.06,22.46,9.78,6.71,11.21,10.65
0.6655,25.81,8.37,16.45,31.7,90.72,14.56,8.78,23.08,15.53,4.25,21.85,10.11,6.73,11.83,11.05
0.7053,25.48,8.2,17.53,30.93,90.04,15.08,8.54,23.01,14.95,4.21,21.84,9.87,7.05,11.55,10.7
0.7418,24.95,8.47,17.6,31.62,89.88,14.78,8.62,23.43,15.63,4.31,21.85,10.03,6.98,11.28,10.72
0.7832,24.71,8.59,17.65,31.02,90.49,14.68,8.41,23.76,14.72,4.24,21.52,9.53,7.29,11.03,10.67
0.8219,24.8,8.52,16.25,31.68,90.24,15.08,8.58,22.79,14.74,4.08,20.74,9.73,7.37,10.9,10.8
0.862,24.08,8.39,17.39,30.98,90.62,14.86,8.3,22.9,14.69,4.11,20.81,9.67,7.43,10.83,10.6
0.8982,24.83,8.6,17.18,30.91,89.56,15.58,8.74,23.75,15.63,3.98,21.33,10.04,7.0,10.96,10.67
0.9349,24.74,8.79,16.08,30.97,90.32,15.11,8.51,23.44,14.88,3.8,20.97,9.71,7.29,10.72,10.63
0.9717,24.74,8.39,17.13,29.69,91.36,15.36,8.05,23.39,15.34,3.8,21.14,9.83,7.21,11.25,10.8
