time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0297,28.41,15.99,6.27,14.47,14.2,5.51,12.77,22.83,11.58,14.43,24.53,17.38,15.54,16.86,16.45
0.0596,28.49,15.75,6.06,13.95,13.3,4.45,11.27,22.44,8.34,12.78,23.17,11.52,14.21,15.77,11.14
0.0915,28.73,15.53,6.16,13.77,12.67,4.01,11.18,20.97,6.14,12.54,21.63,8.28,14.0,15.39,10.02
0.1296,29.0,15.51,5.99,14.26,12.27,3.6,11.52,20.8,6.07,12.58,21.63,7.63,14.64,14.13,6.97
0.1619,28.34,15.4,6.48,13.73,11.64,2.9,10.48,19.62,4.06,11.07,19.88,4.4,12.89,13.15,5.1
0.1875,29.12,14.44,5.27,13.4,11.73,3.34,10.21,20.06,4.7,10.96,20.47,5.61,12.84,13.75,6.23
0.227,29.29,14.73,5.97,13.47,11.35,3.0,10.01,19.59,3.98,11.46,19.94,4.05,13.69,14.84,6.68
0.2582,27.99,15.08,7.1,12.78,10.85,2.83,8.95,19.23,3.29,11.3,20.12,3.62,13.82,16.05,8.58
0.2836,28.15,14.92,6.46,14.47,12.17,2.22,11.82,20.77,3.91,14.51,22.08,6.34,16.29,19.01,14.45
0.3265,29.05,15.85,7.26,14.53,14.68,3.2,12.4,23.91,10.06,16.08,27.12,20.33,17.14,28.06,45.33
0.366,28.56,15.96,7.25,15.6,17.07,5.03,14.44,26.29,17.95,18.26,30.22,34.65,18.41,32.53,59.74
0.3944,28.91,15.97,7.47,16.31,19.48,10.82,16.68,28.31,31.7,20.61,32.94,51.02,20.18,33.48,66.02
0.4276,29.61,16.37,8.34,16.72,19.68,16.33,17.06,29.09,43.57,20.68,33.63,59.63,20.57,31.45,68.49
0.4586,27.57,16.71,9.82,18.61,19.8,11.86,19.14,28.31,34.28,22.71,33.34,52.08,22.01,32.67,58.58
0.4902,27.01,16.67,10.69,18.51,19.79,20.12,18.85,30.06,47.62,21.24,34.59,62.22,20.11,32.73,66.37
0.5268,26.74,16.71,12.39,18.69,19.9,14.91,19.27,31.27,46.33,21.59,39.97,64.11,20.55,38.29,68.56
0.5581,27.42,16.24,12.42,19.46,19.84,26.93,19.99,34.73,58.28,21.1,40.1,67.85,19.16,37.04,71.24
0.5957,26.66,16.71,11.89,19.92,19.93,20.29,20.88,32.04,49.96,23.46,38.17,63.02,21.8,38.11,66.21
0.6317,26.88,16.52,13.0,20.48,19.19,22.78,21.47,33.38,53.21,23.06,37.3,64.48,21.2,34.39,67.01
0.6611,26.32,15.93,12.82,20.91,18.21,16.51,21.34,31.67,49.37,22.9,36.88,62.6,20.91,34.8,64.96
0.6974,26.82,15.97,12.47,20.02,19.05,18.21,20.22,32.43,53.44,21.41,39.9,67.23,19.99,38.17,68.89
0.7288,26.78,15.32,13.54,19.29,20.07,33.84,19.5,35.91,65.07,20.45,41.97,70.69,19.09,41.23,72.66
0.7584,26.87,15.42,12.72,19.66,21.47,36.02,19.89,35.96,60.3,20.67,44.35,69.1,19.32,45.43,70.99
0.7957,27.33,15.48,11.01,18.01,23.27,49.46,18.47,39.91,66.94,19.49,51.96,72.25,18.75,52.94,73.34
0.8313,26.25,15.56,11.67,17.76,27.19,73.74,18.33,42.33,69.95,19.32,53.42,72.57,18.41,51.66,73.9
0.8633,25.88,16.81,10.17,16.76,28.98,83.89,17.74,43.79,69.07,20.62,49.37,69.5,21.03,53.57,70.86
0.8871,26.71,16.36,9.73,17.71,27.94,71.31,18.59,46.42,65.72,20.06,51.13,69.22,19.84,54.35,70.72
0.9346,28.29,21.05,13.51,22.66,24.56,13.64,24.16,45.26,44.02,25.75,48.48,65.84,29.42,60.24,64.09
0.9584,27.2,16.84,13.52,19.82,35.65,76.58,20.66,61.08,60.11,20.74,65.46,63.39,19.7,67.24,63.43
0.998,30.59,20.55,12.63,20.79,24.93,20.0,22.43,47.27,49.13,24.75,51.42,67.29,30.11,61.3,63.29
