time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0225,38.31,32.59,28.26,9.24,1.71,4.72,9.87,6.35,5.3,15.98,147.13,14.21,37.62,126.94,17.78
0.0545,39.09,34.16,23.9,9.8,2.14,4.14,9.98,5.7,5.15,16.24,148.36,14.12,40.37,125.69,17.44
0.095,38.68,33.4,24.64,10.04,2.48,4.34,10.33,6.63,5.24,15.17,148.68,14.08,38.77,126.02,17.71
0.1286,39.23,33.98,24.78,9.93,2.64,4.2,10.25,5.91,5.17,15.77,150.72,13.56,41.94,125.74,16.87
0.154,38.76,33.74,23.01,10.34,3.15,4.4,9.98,6.53,5.1,15.86,147.85,14.14,40.6,124.8,17.02
0.1994,38.06,33.2,24.89,9.82,2.59,4.33,10.27,6.55,5.04,15.92,147.62,13.98,38.78,126.27,17.09
0.2299,39.51,34.79,27.47,9.51,2.55,4.09,9.94,6.01,5.05,15.22,150.68,13.4,41.89,125.09,16.67
0.261,38.7,33.91,25.96,9.61,3.0,4.18,9.78,5.97,5.37,14.43,150.42,14.04,40.4,125.48,17.46
0.2953,38.49,32.78,23.64,10.1,2.4,4.2,10.56,6.12,5.16,15.94,148.44,14.02,38.71,125.97,17.72
0.3243,39.2,33.56,26.4,9.68,1.96,4.27,9.91,5.77,5.14,16.24,148.76,14.66,40.76,124.95,18.87
0.3629,37.44,32.59,27.45,9.71,2.82,4.41,10.31,6.84,4.93,16.08,146.89,13.96,35.53,128.57,17.27
0.39,36.08,32.72,27.53,9.39,2.21,4.69,10.43,6.25,4.02,19.12,145.82,13.46,36.72,127.98,17.82
0.4311,37.65,33.48,27.28,9.08,1.82,4.39,10.08,5.84,4.93,16.67,148.04,13.66,36.42,129.22,17.47
0.4628,38.5,33.6,28.56,9.62,2.32,4.45,10.0,6.01,5.16,15.64,149.13,14.5,39.82,126.11,18.32
0.4935,39.17,34.08,26.62,9.99,2.71,4.3,9.88,6.0,5.5,15.32,150.46,14.05,44.13,123.34,17.51
0.5285,39.74,33.19,25.9,9.8,2.32,4.54,9.97,6.49,5.51,15.94,148.18,14.34,41.8,123.71,17.64
0.5547,37.89,33.64,25.5,9.89,2.23,4.41,10.31,6.17,4.69,16.62,147.92,13.89,36.39,128.46,17.62
0.5923,38.66,34.13,31.02,9.31,2.34,4.12,10.14,6.51,5.16,14.85,148.9,14.29,37.31,127.77,18.39
0.6299,38.45,33.71,29.38,9.53,2.03,4.08,10.21,6.08,5.11,16.0,149.99,14.18,40.31,127.17,18.52
0.6673,38.69,32.84,29.89,9.26,2.12,4.9,10.09,6.92,5.59,16.39,146.41,14.67,36.82,126.86,18.55
0.6991,36.99,34.14,24.66,9.63,2.95,3.78,10.65,5.89,4.06,17.51,147.09,13.26,37.12,128.39,17.13
0.7315,38.0,34.1,25.47,9.93,2.97,4.05,10.5,6.35,4.85,15.08,149.98,13.73,39.7,126.89,17.16
0.7625,38.16,33.14,22.73,9.39,2.68,3.8,10.52,5.94,4.71,15.2,149.87,13.35,37.77,127.86,16.87
0.7953,38.26,33.75,24.0,9.78,2.62,4.22,10.41,5.97,4.7,15.71,149.5,12.98,36.51,128.72,16.56
0.8271,39.05,34.97,27.05,9.68,2.39,4.15,10.2,6.03,5.42,15.06,150.2,13.82,40.21,125.81,17.21
0.8584,38.79,34.17,25.26,9.75,2.47,4.16,10.57,5.74,4.87,15.5,150.02,13.4,40.32,126.12,16.95
0.8915,38.96,34.18,25.82,9.98,2.37,4.25,10.47,6.13,5.13,15.99,149.03,13.62,38.79,126.42,17.11
0.9221,37.86,33.54,25.4,10.03,1.94,4.63,10.3,5.55,4.63,18.64,146.61,13.6,38.14,127.76,17.51
0.9553,39.23,34.45,27.55,9.1,2.02,4.2,9.86,5.71,5.06,15.63,147.85,12.83,36.6,128.06,15.67
0.9943,39.9,33.59,23.9,9.77,2.07,4.09,9.93,5.02,4.95,16.75,148.26,13.6,42.02,123.97,16.87
