time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0386,18.87,12.57,3.21,10.95,6.42,1.57,6.71,11.39,0.55,7.67,12.38,2.76,9.89,7.26,3.87
0.0707,18.93,12.5,3.56,10.89,5.87,1.38,6.33,10.6,0.43,7.32,11.11,2.54,10.25,6.07,3.84
0.1051,18.57,12.79,3.36,10.92,6.47,1.42,6.72,11.27,0.32,7.56,11.75,2.68,10.49,6.74,3.8
0.1405,18.96,12.76,3.89,10.58,6.22,1.52,6.33,10.89,0.42,7.46,11.41,2.55,10.49,6.25,3.74
0.171,18.25,12.42,3.29,10.77,6.45,1.44,6.46,10.92,0.6,7.59,11.26,2.76,10.34,6.45,3.56
0.1992,17.81,13.17,3.23,11.22,6.52,1.71,7.09,11.29,0.42,8.28,11.68,2.7,11.03,6.91,3.69
0.2383,18.54,12.61,3.61,10.44,6.21,1.8,6.26,10.77,0.57,8.09,11.27,2.34,10.92,6.7,3.62
0.2714,18.37,11.86,2.6,9.8,6.08,1.74,5.65,10.38,0.35,8.37,10.23,1.74,10.67,6.05,3.75
0.2946,18.5,12.21,3.13,9.4,6.16,1.81,5.16,9.96,0.43,8.1,9.84,2.58,11.41,5.46,4.53
0.3384,19.01,12.63,4.54,10.45,6.25,2.06,6.38,10.25,1.75,7.87,10.46,4.46,9.54,7.58,6.1
0.3733,20.42,12.34,4.56,10.16,6.29,2.22,6.41,10.54,2.06,8.01,11.45,4.88,9.9,8.22,6.92
0.4041,20.11,12.71,4.84,9.65,5.66,2.38,5.77,9.18,2.31,7.25,10.38,5.07,9.43,5.84,6.56
0.4375,18.69,11.08,4.55,10.66,6.16,2.25,7.01,9.31,2.27,7.77,9.86,4.43,9.89,4.92,5.49
0.4718,20.07,9.58,5.82,10.94,6.71,1.67,7.5,9.4,2.37,7.13,10.24,4.32,5.57,6.09,6.54
0.5161,23.94,6.11,3.25,6.02,6.0,1.15,3.87,7.81,2.96,6.8,8.93,4.6,13.38,7.49,6.24
0.5376,17.74,7.23,6.15,10.06,6.35,3.1,7.29,8.23,0.72,6.78,11.57,4.25,7.15,12.33,7.05
0.5813,37.56,15.59,33.16,6.93,6.7,1.7,6.21,8.01,2.88,4.35,9.27,1.76,14.22,6.06,2.15
0.5957,39.62,27.93,33.83,6.84,2.17,2.26,3.72,6.85,3.59,4.21,13.59,2.31,9.6,12.47,1.79
0.631,12.61,8.52,6.07,7.65,11.3,10.75,6.49,18.12,10.26,11.37,18.9,7.47,16.39,24.74,7.46
0.7398,15.88,14.27,1.37,36.57,22.16,13.77,34.81,17.71,12.17,25.25,15.53,14.01,6.32,6.01,3.29
0.7728,25.21,27.45,10.95,32.78,19.32,7.9,19.14,14.5,5.37,7.75,10.31,3.09,16.32,3.17,6.41
0.7885,22.65,21.5,5.22,36.91,16.85,12.33,17.92,13.49,12.24,3.18,15.72,10.73,17.83,8.62,5.68
0.8315,27.37,21.38,16.25,35.35,23.62,28.88,26.78,28.34,28.91,11.15,39.37,29.59,15.14,26.89,21.79
0.8518,19.64,13.95,10.72,39.18,43.86,31.13,34.74,49.8,26.93,17.13,50.53,25.51,17.51,44.62,23.4
0.9002,17.91,13.7,10.04,39.12,44.77,28.61,38.12,51.77,24.02,21.43,54.88,23.88,20.33,50.93,22.75
0.9375,16.7,15.29,8.44,37.66,41.88,29.22,39.08,48.0,21.06,23.99,50.79,21.26,19.95,44.81,20.14
0.9732,18.1,15.06,12.25,34.58,44.39,29.8,34.29,52.15,24.49,21.54,54.68,22.72,23.58,50.02,21.62
0.996,18.17,16.32,11.39,35.63,42.9,30.89,34.08,51.85,26.52,22.4,55.92,25.15,23.94,52.95,24.03
