time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0427,39.99,38.21,3.4,13.01,2.69,2.41,12.54,2.98,1.06,42.63,94.78,6.14,64.26,64.51,5.45
0.0649,42.63,32.27,3.31,1.86,2.88,1.97,8.27,1.4,4.51,40.57,110.07,8.58,50.16,92.89,6.82
0.0942,31.36,32.82,11.15,4.99,1.14,2.57,7.55,3.13,2.86,28.48,146.03,9.65,29.0,142.35,10.79
0.1443,41.58,39.6,2.97,12.63,2.67,2.06,12.6,2.04,1.19,42.75,102.39,5.59,71.79,65.26,5.36
0.1714,43.74,33.01,5.33,2.78,2.43,2.37,8.9,1.33,4.97,39.64,113.02,8.41,46.65,97.4,6.85
0.1942,32.33,33.69,10.46,4.98,1.06,2.58,7.38,3.2,3.12,29.7,143.61,10.33,31.53,138.83,11.52
0.2441,35.91,38.32,3.98,15.58,2.86,2.85,14.66,3.96,0.87,39.83,96.39,5.5,61.94,65.07,3.01
0.2622,43.62,39.47,2.11,6.63,1.28,2.88,10.25,1.23,4.87,45.05,99.61,8.77,71.41,64.86,5.87
0.2998,48.22,34.44,7.35,5.52,0.52,1.21,10.82,1.72,6.84,39.73,122.56,12.56,50.62,107.22,12.51
0.3242,31.29,33.91,9.83,5.57,1.93,2.88,7.7,4.38,2.69,28.61,146.34,8.55,30.02,141.84,9.81
0.3719,36.84,41.09,4.19,15.77,3.72,2.78,14.6,4.85,1.01,40.2,97.76,5.72,63.42,65.1,3.31
0.3996,37.2,40.14,4.22,7.87,0.87,3.57,9.8,0.5,4.29,45.7,93.9,7.55,74.48,58.42,4.89
0.4349,45.47,36.24,6.73,4.26,0.2,1.82,11.09,0.71,4.61,39.31,118.87,9.96,48.63,101.53,9.86
0.4606,31.4,34.33,10.12,5.45,1.69,2.83,7.85,3.86,3.24,32.12,141.04,9.21,30.5,139.27,10.14
0.5079,31.59,33.28,10.08,5.11,1.59,2.74,7.46,3.61,2.86,29.65,144.25,9.32,28.38,142.5,10.1
0.5496,42.99,40.77,1.8,14.95,2.22,1.86,12.95,3.26,0.97,38.15,95.33,4.93,74.83,53.9,4.13
0.569,45.62,36.65,0.19,5.66,1.95,2.23,9.95,1.03,4.56,45.57,98.08,8.77,66.72,70.51,6.02
0.5928,30.52,33.3,9.81,5.14,1.46,2.67,7.45,3.53,2.85,28.86,144.85,9.2,27.61,142.39,10.87
0.643,38.31,39.27,4.46,16.78,2.14,3.07,15.23,4.65,0.56,40.84,92.16,5.69,64.14,62.29,2.87
0.663,36.85,40.56,5.63,7.47,1.48,3.17,9.76,1.55,4.27,48.96,92.69,8.27,78.59,58.59,4.41
0.6995,46.44,35.66,6.87,4.75,0.25,1.13,11.34,0.4,4.91,38.97,122.79,9.73,45.5,108.4,9.69
0.7187,31.27,33.3,8.98,5.85,1.27,2.39,7.95,3.36,3.01,31.25,142.47,9.1,28.03,141.77,9.86
0.7642,37.96,37.42,5.65,14.91,2.9,3.1,14.35,4.09,0.56,39.97,94.53,5.59,62.32,64.98,3.13
0.8003,40.79,39.05,3.41,7.47,0.79,2.66,9.98,0.87,4.26,46.88,94.56,9.39,77.28,59.81,5.21
0.8314,46.12,35.51,6.41,4.98,0.38,0.72,10.72,0.98,5.52,37.67,126.1,10.5,43.4,114.21,11.01
0.8611,31.93,34.64,10.7,4.91,1.33,1.73,6.87,3.17,2.72,28.72,145.83,9.55,26.91,143.65,11.18
0.9097,39.0,36.2,5.75,15.22,2.55,2.9,14.62,3.99,0.58,39.72,94.81,5.32,62.31,64.43,3.13
0.9312,40.22,39.77,2.49,5.67,1.65,2.39,7.63,0.46,4.4,49.83,92.81,8.13,71.02,65.32,5.08
0.9631,45.86,32.54,9.4,6.53,0.36,0.59,11.38,1.9,6.0,34.95,130.23,11.55,37.78,120.48,11.77
0.993,32.67,33.42,9.59,4.57,0.99,1.37,7.31,3.24,2.57,29.9,145.0,9.35,28.77,142.09,10.76
