time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.031,24.61,25.12,57.41,10.74,1.93,2.04,38.77,137.35,21.9,53.33,133.23,31.23,63.67,126.75,33.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0653,23.13,23.86,68.84,11.71,2.37,3.09,38.81,137.64,26.41,56.62,129.49,38.2,65.64,124.09,39.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1001,21.22,25.14,67.23,10.64,2.4,2.25,39.49,137.28,23.88,56.88,129.81,35.08,65.15,125.47,38.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1342,21.19,28.9,74.54,10.62,1.6,2.39,38.42,137.34,22.88,53.83,131.83,33.31,61.74,128.66,36.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1693,24.43,29.77,78.95,10.43,1.45,2.59,38.51,136.71,22.68,53.75,131.28,32.82,60.98,128.58,36.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2041,25.52,27.5,62.8,10.27,2.03,2.26,38.1,138.35,20.69,53.75,132.69,30.74,62.69,128.11,35.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2392,22.67,28.08,73.49,10.5,1.53,2.72,37.75,137.97,22.49,54.87,130.62,34.12,62.25,127.67,34.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2731,23.0,26.16,61.25,10.46,2.28,2.46,37.76,139.02,21.9,54.87,131.62,32.36,63.13,127.47,34.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3073,23.17,27.38,61.39,10.98,1.86,2.85,36.52,139.55,23.62,54.1,131.88,35.86,61.33,128.58,35.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3425,22.23,28.05,69.6,10.53,2.33,2.65,38.89,138.14,24.42,53.41,133.26,34.35,62.53,128.1,36.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3774,24.95,27.35,65.42,11.02,1.36,2.9,37.7,137.36,22.22,55.53,129.5,33.66,64.82,123.95,35.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4108,24.58,29.39,65.51,10.33,3.28,2.59,39.82,137.78,22.71,56.4,130.64,33.41,63.39,127.35,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4454,23.26,28.23,61.77,10.42,1.72,1.99,36.91,139.16,21.93,54.27,131.76,32.53,65.2,124.57,35.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4837,22.93,27.88,67.12,11.13,1.81,2.88,37.94,138.49,24.91,54.18,131.61,36.33,61.15,128.17,35.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5177,22.82,28.32,68.03,10.52,2.34,2.28,37.48,138.94,22.89,52.07,133.79,32.58,59.85,129.82,34.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5516,23.11,26.07,59.64,10.91,2.04,3.22,38.44,137.67,24.38,54.63,131.33,35.56,61.54,128.09,35.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5851,22.62,27.64,66.5,10.63,1.76,2.76,39.2,136.64,23.04,54.59,131.26,33.75,63.08,126.93,35.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6208,22.05,27.86,65.62,10.76,1.69,3.03,38.85,137.48,23.81,53.42,132.77,34.32,62.51,127.85,35.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6531,24.78,27.9,63.35,11.15,1.27,2.76,37.08,138.24,22.08,53.32,131.97,33.03,61.25,127.95,34.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6877,22.56,25.08,51.77,10.72,2.93,2.08,36.55,140.25,22.87,53.01,133.75,32.75,61.48,129.26,35.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7211,24.0,25.08,52.63,11.37,1.82,2.67,36.32,139.21,24.08,52.81,132.79,35.2,61.37,127.71,36.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7586,21.79,25.0,52.8,10.63,2.86,2.22,37.61,139.37,23.11,54.03,132.95,33.67,61.18,129.82,36.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7912,25.81,26.23,50.78,11.26,2.0,2.85,37.95,137.78,24.11,55.41,130.1,36.03,65.82,122.79,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8248,21.37,25.42,57.51,10.38,2.73,2.2,40.03,137.02,23.17,57.67,129.24,34.81,62.91,127.34,35.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8604,24.68,28.16,66.41,10.52,1.26,2.6,38.88,136.74,22.0,55.39,130.18,32.73,64.6,124.7,34.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8955,24.81,28.5,65.24,10.37,2.38,2.63,40.24,136.12,23.15,56.04,130.1,33.79,65.05,124.38,36.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
