time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0339,21.85,32.51,15.31,5.03,3.86,3.7,2.48,3.22,2.31,5.4,2.65,5.32,6.45,2.47,7.8
0.0704,21.45,32.61,15.98,5.05,3.6,3.79,2.45,3.13,2.38,5.27,2.42,5.29,6.28,2.65,7.66
0.1091,21.75,32.49,16.35,5.04,3.63,3.77,2.39,3.06,2.45,5.34,2.29,5.24,6.2,2.56,7.44
0.1453,21.2,33.07,16.04,5.0,3.55,3.73,2.35,3.05,2.5,5.32,2.3,5.44,5.85,2.42,7.66
0.1817,20.71,32.78,16.36,5.06,3.35,3.9,2.31,3.13,2.63,5.33,2.3,5.19,5.89,2.81,7.25
0.2184,21.64,32.99,16.54,4.65,3.65,3.68,2.42,3.07,2.5,4.95,2.32,5.42,5.7,2.16,7.74
0.2545,21.17,32.91,16.11,4.84,3.49,3.71,2.27,3.11,2.52,4.97,2.3,5.35,5.45,2.17,7.54
0.2914,20.73,32.9,15.23,4.85,3.96,3.91,2.25,3.27,2.57,4.84,2.2,5.38,5.43,2.37,7.67
0.3284,20.24,32.9,15.81,4.75,3.55,3.66,2.21,3.07,2.52,4.8,2.12,5.24,5.5,2.26,7.38
0.3643,20.38,33.2,17.4,4.72,3.44,3.69,2.05,2.89,2.54,4.42,1.89,5.18,5.16,2.39,7.25
0.4014,20.86,32.81,15.02,4.56,3.5,3.55,2.26,2.93,2.46,4.94,2.1,5.22,5.8,2.18,7.59
0.4376,20.14,32.68,16.22,4.79,3.32,3.57,2.13,2.99,2.58,4.74,2.17,5.35,5.48,2.47,7.55
0.4731,20.59,32.91,16.7,4.71,3.38,3.55,2.1,2.9,2.44,4.73,2.08,5.18,5.69,2.54,7.38
0.5095,20.97,33.35,16.49,4.34,3.59,3.61,1.94,2.92,2.43,4.54,2.25,5.2,5.42,2.58,7.42
0.5474,21.61,33.32,17.37,4.29,3.6,3.58,2.36,3.02,2.3,4.93,2.16,5.13,5.91,2.1,7.48
0.5862,20.86,34.18,16.91,4.59,3.39,3.58,2.35,3.31,2.65,5.26,2.54,5.42,6.08,2.3,7.49
0.6243,21.0,34.01,17.08,4.51,3.61,3.55,2.68,3.03,2.64,5.49,2.47,5.33,6.43,2.65,7.41
0.6643,21.01,33.69,17.02,4.61,3.56,3.65,2.51,3.17,2.66,5.56,2.52,5.32,6.26,2.95,7.29
0.7019,20.25,33.65,16.58,4.5,3.47,3.54,2.24,3.05,2.63,5.18,2.3,5.18,6.19,2.65,7.17
0.7389,20.41,33.15,16.28,4.42,3.32,3.42,2.41,2.85,2.57,5.19,2.08,5.28,6.36,2.39,7.4
0.7792,20.32,33.28,16.68,4.52,3.57,3.57,2.41,3.08,2.54,5.11,2.19,5.17,6.24,2.62,7.37
0.818,20.42,32.66,16.71,4.38,3.64,3.64,2.59,3.09,2.62,5.38,2.43,5.22,6.6,2.87,7.21
0.8567,19.45,33.07,16.09,4.53,3.33,3.74,2.59,3.16,2.98,5.94,2.2,5.43,6.77,3.11,7.07
0.893,20.49,33.28,17.06,4.41,3.49,3.74,2.59,2.87,2.89,5.92,2.45,5.56,6.9,3.48,7.28
0.933,20.41,33.43,16.64,4.48,3.5,3.6,2.46,2.88,2.78,5.29,2.28,5.55,6.35,3.06,7.57
0.9721,20.16,33.42,17.03,4.32,3.48,3.5,2.34,2.94,2.52,5.16,2.41,5.33,6.45,2.89,7.46
