time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0315,30.72,28.78,16.07,8.21,0.54,3.74,9.68,3.16,3.61,27.23,145.1,11.58,28.9,142.29,12.17
0.06,30.03,27.71,16.03,8.05,0.65,3.57,9.63,3.13,3.61,26.02,146.7,12.08,28.52,142.88,13.24
0.0927,28.32,27.35,15.13,8.88,0.47,3.85,10.01,2.88,3.77,27.61,145.37,12.51,27.45,144.41,13.18
0.1302,28.9,28.55,16.92,9.06,0.8,4.0,10.01,3.83,3.7,27.27,145.65,11.67,27.33,144.46,12.41
0.1641,29.33,28.0,14.18,8.13,0.83,3.85,9.76,3.73,3.15,26.52,147.16,11.27,26.95,145.09,11.81
0.1908,29.32,26.91,12.31,8.38,0.71,3.59,10.4,3.34,3.43,26.93,145.53,11.8,27.64,143.46,12.38
0.2194,29.8,27.01,13.49,8.5,1.45,3.79,10.21,3.59,3.27,24.79,147.84,11.45,27.71,142.78,12.58
0.2594,29.06,26.72,11.8,8.85,0.87,3.77,10.22,2.75,3.8,26.04,147.2,12.26,27.2,143.89,12.79
0.2994,29.62,28.05,14.95,8.55,0.04,4.04,10.08,3.27,3.78,26.29,147.22,12.21,26.9,144.38,12.65
0.3315,30.37,28.95,17.0,8.05,0.12,4.06,9.59,3.05,3.48,26.17,147.43,11.8,26.83,144.46,12.55
0.3642,31.06,28.7,14.76,8.34,0.4,3.93,10.32,3.74,3.72,29.02,144.69,11.49,28.28,142.82,12.2
0.3982,32.19,29.4,16.7,7.67,0.5,3.84,10.1,3.7,3.37,28.79,145.74,11.1,27.89,143.74,12.07
0.425,31.61,29.24,17.7,7.54,0.71,3.85,10.04,3.61,3.18,27.05,147.85,11.22,27.21,144.83,12.03
0.4592,32.17,28.81,16.59,7.02,0.81,3.81,9.49,3.57,3.26,25.47,147.8,11.21,27.87,142.9,12.41
0.4906,30.4,28.94,15.9,8.49,0.67,3.79,10.66,3.67,3.35,27.33,146.85,10.81,25.89,145.08,11.27
0.5212,32.47,28.68,16.71,7.83,0.62,3.99,10.22,3.39,3.57,27.76,146.97,11.51,27.61,143.91,12.04
0.5588,32.1,28.94,17.11,7.42,0.78,3.99,9.63,3.65,3.63,25.83,148.43,11.54,27.66,143.83,12.72
0.5977,31.29,28.68,17.27,7.5,0.58,3.73,10.07,3.75,3.45,28.31,146.58,11.73,27.31,144.64,12.64
0.6206,31.46,29.05,15.42,7.57,0.39,3.75,10.25,3.39,3.25,27.54,146.65,11.34,27.67,143.35,11.78
0.661,32.51,29.46,19.07,7.04,0.42,4.07,9.85,3.6,3.39,25.46,148.97,11.43,28.34,143.21,12.5
0.6906,31.53,28.48,18.13,7.1,0.48,3.99,10.32,3.48,3.1,25.8,148.14,11.74,27.67,143.77,12.85
0.7241,31.7,28.63,15.55,7.19,1.05,3.89,10.04,3.43,3.15,26.3,147.5,11.42,28.11,143.46,12.39
0.7593,31.6,28.58,14.87,7.64,0.03,3.6,10.27,2.83,3.29,26.91,146.95,11.45,27.65,143.32,11.63
0.7974,31.95,28.95,18.32,7.12,0.76,3.84,10.1,3.66,2.84,24.21,149.56,10.67,27.21,143.5,11.79
0.831,31.83,28.14,16.61,7.71,0.5,4.15,10.37,3.15,3.59,25.84,148.0,11.7,27.9,142.93,12.67
0.8633,31.75,29.06,15.24,7.46,0.71,3.82,9.83,2.83,3.22,26.08,148.32,11.44,27.38,144.91,11.7
0.8907,30.44,27.44,14.14,7.83,0.52,3.93,10.6,2.9,3.11,25.73,147.74,11.19,25.73,144.67,11.49
0.9302,30.09,28.28,14.67,7.42,0.8,3.82,9.75,2.87,3.22,25.73,147.22,11.34,27.49,143.48,12.33
0.9646,29.63,26.99,14.29,7.81,0.24,3.72,10.22,2.5,3.41,25.89,147.83,11.15,25.43,144.23,11.48
0.999,30.65,27.0,11.37,7.9,0.24,4.12,10.07,2.25,3.52,25.31,147.44,11.49,27.67,142.27,11.7
