time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0317,22.91,10.41,3.32,9.77,7.06,2.21,5.05,12.35,1.73,4.8,13.43,1.33,5.3,7.43,2.92
0.067,22.88,10.81,3.76,9.87,7.2,2.1,5.25,12.45,1.43,5.04,13.24,1.23,5.48,7.36,2.95
0.0991,23.39,10.45,3.92,9.41,7.26,2.22,4.98,12.67,1.52,5.07,13.62,1.31,5.4,7.36,3.0
0.1393,22.37,10.84,3.32,9.31,7.05,2.55,4.72,12.4,1.76,5.22,13.46,1.2,5.8,7.64,2.82
0.1737,22.86,9.68,3.7,9.74,6.83,2.17,4.68,12.16,1.75,4.83,13.14,0.98,5.36,7.21,2.8
0.2039,22.35,10.06,3.66,8.89,6.0,2.22,4.57,10.55,1.37,5.08,11.2,1.34,5.94,5.92,2.95
0.2282,21.83,9.98,3.85,8.85,6.38,2.33,4.42,10.95,1.46,4.94,11.57,0.98,5.76,6.26,2.72
0.2668,20.6,10.2,3.83,8.49,6.35,2.14,4.24,10.59,1.25,5.12,10.97,1.21,5.73,5.88,2.92
0.3067,20.7,11.57,3.12,8.13,6.26,2.28,5.12,10.28,0.75,5.36,10.22,2.32,5.49,5.58,3.73
0.3393,21.01,11.1,3.59,7.69,5.21,2.16,4.77,9.23,1.12,5.44,9.5,2.99,5.37,5.93,4.43
0.3747,20.49,10.38,4.13,8.26,4.71,1.95,5.2,8.5,1.37,4.98,9.12,3.4,4.65,6.33,5.05
0.4065,18.74,9.39,4.79,9.93,4.85,2.03,6.23,8.36,2.22,4.76,9.02,4.17,4.48,7.49,5.41
0.4278,17.62,8.87,5.47,10.13,4.53,1.78,6.35,7.94,2.3,3.63,8.95,3.92,3.73,8.79,5.13
0.4671,17.57,7.65,5.83,12.43,6.41,2.32,8.33,9.05,3.32,4.31,11.45,5.61,3.08,11.67,6.5
0.5082,20.63,7.55,4.88,15.44,6.2,1.79,9.91,8.93,3.38,4.25,11.56,5.65,6.68,13.03,5.2
0.5391,16.66,4.42,3.51,12.5,10.42,4.97,8.22,13.44,5.56,9.64,14.49,8.29,19.04,12.41,7.97
0.562,18.66,7.93,2.21,16.38,35.92,24.64,15.42,40.04,26.89,26.07,59.1,33.94,34.5,38.93,35.97
0.6098,11.02,13.57,15.31,33.49,28.17,26.59,32.79,29.35,13.67,41.7,31.46,16.3,41.07,20.26,8.55
0.6231,21.28,11.3,14.82,42.29,56.24,21.62,40.52,61.77,22.53,41.97,58.75,21.22,43.36,36.42,14.56
0.6675,24.16,20.56,19.45,36.12,63.66,20.26,39.29,62.63,22.04,44.24,52.09,20.65,46.14,26.18,16.62
0.6982,26.66,11.18,6.23,68.46,21.36,12.9,61.11,22.57,11.32,42.81,25.11,10.78,38.87,18.48,2.48
0.7232,22.73,13.47,13.49,65.31,36.02,2.78,65.53,26.65,8.69,53.6,22.72,10.92,32.52,16.34,8.54
0.7783,32.13,20.82,9.59,75.4,19.46,7.41,63.13,23.64,10.87,32.57,26.7,15.51,37.28,25.0,5.17
0.7981,25.87,16.37,10.11,65.55,34.01,10.6,63.47,31.32,12.38,47.26,30.99,11.5,23.85,27.5,9.82
0.8414,23.12,13.53,17.16,26.65,3.91,3.18,13.81,3.51,3.33,3.85,7.69,3.6,22.87,9.79,3.75
0.8669,19.34,11.92,9.43,22.96,5.22,1.99,13.56,5.24,3.45,10.68,13.02,3.13,34.49,11.5,7.56
0.8981,21.24,13.35,10.87,23.66,7.19,1.53,14.0,9.85,5.6,15.89,16.68,7.27,42.18,10.48,10.48
0.9234,21.58,14.83,18.98,25.81,6.89,2.2,14.71,9.6,4.14,16.64,15.77,4.66,39.72,10.11,7.96
0.9668,19.16,12.77,20.11,26.7,8.56,1.46,16.15,13.23,2.33,21.08,19.35,2.78,42.89,12.6,2.84
0.9978,21.59,14.93,20.17,25.81,6.47,3.34,14.25,9.52,4.94,16.98,12.21,4.03,36.3,7.0,2.61
