time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0319,36.44,10.77,7.3,16.6,27.53,19.52,22.69,96.89,30.53,81.86,99.76,19.56,95.17,90.23,26.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0643,35.11,11.2,5.06,16.96,29.55,21.61,24.79,95.73,28.36,84.96,97.69,19.51,96.92,89.44,27.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.097,35.94,10.44,7.62,15.6,26.39,16.56,25.45,99.04,28.06,83.85,97.86,19.4,95.57,90.07,26.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.128,36.98,10.83,6.41,16.11,25.68,17.74,24.01,100.87,28.83,83.39,98.0,20.14,95.75,89.93,27.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1643,36.83,10.98,7.18,16.66,27.63,19.45,23.36,97.42,30.05,82.94,98.49,19.85,96.12,89.21,27.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1981,35.16,10.81,6.76,16.79,29.35,21.35,23.33,95.11,29.47,83.55,98.53,19.36,96.48,89.25,26.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2327,35.83,10.42,7.03,16.54,27.71,20.59,24.45,98.62,29.72,83.75,97.99,19.61,95.94,89.6,26.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2652,35.78,10.97,7.99,16.42,26.6,19.5,23.16,95.91,30.85,83.46,98.21,19.33,97.0,88.63,26.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3004,35.39,10.9,5.61,17.02,30.06,22.4,24.31,96.25,29.16,82.82,99.32,19.31,95.69,90.29,27.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3367,34.84,10.85,6.58,16.52,28.9,19.8,24.88,99.72,27.9,83.39,98.33,19.35,93.78,91.69,26.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3694,37.12,11.05,6.22,16.29,25.75,18.0,23.58,100.71,29.06,82.99,98.32,20.01,95.62,89.82,26.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4059,36.54,10.86,6.96,16.56,28.02,20.11,22.95,95.11,29.99,82.23,99.66,19.03,96.15,89.48,26.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4395,35.51,10.54,6.46,16.66,29.98,21.72,25.72,97.91,28.04,84.87,97.27,19.66,96.37,89.64,27.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4735,36.8,10.23,7.16,16.36,27.62,19.61,24.51,100.35,28.37,85.21,96.75,19.81,97.17,88.63,26.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5086,36.06,11.25,4.77,16.75,27.09,19.16,23.45,92.32,31.11,82.13,100.22,18.74,96.25,89.76,26.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5402,35.63,10.67,5.86,16.66,29.57,22.5,25.1,99.07,28.81,83.58,98.03,19.51,94.15,91.44,26.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5726,37.27,10.45,5.58,16.15,25.19,17.86,23.35,99.6,29.42,81.6,99.79,19.46,94.44,90.83,25.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6059,35.4,10.95,6.55,16.37,27.32,18.34,23.77,94.53,29.5,84.12,98.04,18.65,96.16,89.45,25.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.638,35.33,10.94,8.39,16.64,28.4,20.25,24.71,99.12,28.87,83.2,98.4,19.61,94.7,91.06,26.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6705,37.22,11.3,6.63,16.74,26.7,19.79,23.27,99.16,30.25,82.78,98.83,19.92,95.68,89.97,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7028,35.86,11.36,5.43,16.75,29.36,22.95,23.74,93.38,30.26,82.77,99.4,18.96,95.51,90.32,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7384,35.98,10.71,8.79,16.25,28.17,19.45,24.54,99.65,28.64,83.1,98.55,19.31,94.27,91.14,25.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.771,36.62,11.32,7.03,16.83,29.16,22.15,23.96,100.41,29.34,83.7,97.82,19.94,96.12,89.61,26.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8051,36.37,11.46,6.0,16.79,28.85,20.74,23.21,97.53,30.04,82.86,98.63,19.58,95.77,89.61,26.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
