time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0269,27.42,25.99,26.24,20.36,8.24,5.5,25.53,146.17,15.54,34.88,138.72,16.2,28.03,144.78,16.83
0.0646,27.35,25.9,25.12,20.43,8.51,5.09,25.67,143.19,16.56,36.07,136.96,15.37,29.13,142.89,15.81
0.0994,26.63,25.71,27.1,20.22,8.04,4.82,25.31,142.8,17.75,35.24,137.66,15.67,28.13,143.05,16.15
0.1321,27.2,26.02,27.04,19.72,8.07,4.33,23.79,137.12,20.01,33.74,138.7,14.3,27.47,144.15,15.29
0.1613,26.69,24.54,24.58,19.73,8.35,4.29,24.63,139.57,20.35,34.35,138.4,14.57,27.93,143.63,15.34
0.1986,27.14,25.68,24.85,19.91,7.6,5.06,24.46,143.98,16.24,33.61,139.7,15.13,27.3,145.0,15.34
0.2309,26.41,25.78,25.97,20.1,8.44,4.82,25.31,142.32,17.19,35.68,136.85,15.48,28.2,143.42,16.14
0.2665,27.08,24.86,25.72,20.61,8.76,4.76,25.69,144.03,16.23,34.04,138.71,15.37,27.05,144.21,16.11
0.2994,26.45,25.66,26.27,20.81,8.51,4.95,25.84,142.87,16.58,35.37,137.35,15.67,27.69,143.61,16.28
0.3196,26.91,26.31,29.71,19.94,8.32,4.92,24.15,144.54,16.7,34.51,138.92,15.36,28.49,144.45,16.3
0.3607,25.87,25.88,29.23,20.01,8.35,4.56,24.41,137.52,20.66,34.28,138.46,15.04,27.49,144.07,16.25
0.3988,27.05,25.48,27.98,19.92,7.98,4.31,24.49,141.07,18.93,34.32,138.74,14.67,27.89,143.75,16.06
0.4309,27.17,25.93,26.8,20.12,8.52,4.45,24.93,141.39,17.89,35.76,137.26,14.45,29.0,143.01,15.03
0.4632,27.89,25.76,27.35,20.12,7.8,4.39,24.11,138.39,19.93,34.37,138.67,14.15,27.7,144.2,15.18
0.4997,28.09,25.72,26.96,19.97,7.94,4.31,24.0,142.86,18.19,33.15,140.46,14.89,27.05,145.58,15.73
0.5271,27.11,26.27,26.77,20.0,7.65,4.62,23.97,143.24,16.97,33.87,139.61,15.37,27.72,144.88,16.16
0.5665,26.73,25.98,28.17,19.72,8.18,4.09,24.08,136.02,21.72,34.36,138.35,14.16,27.96,143.64,15.23
0.599,25.9,25.76,29.1,19.6,8.31,4.29,24.09,138.93,19.55,34.87,137.75,14.75,28.53,143.64,15.83
0.6216,26.28,24.69,27.8,20.09,8.65,4.24,24.99,135.66,21.77,35.92,135.65,15.11,29.09,141.16,16.45
0.6671,25.73,26.56,28.61,19.82,7.85,5.04,24.33,141.81,17.65,35.51,137.87,15.37,28.23,144.42,16.03
0.7016,24.88,25.61,28.18,20.22,8.66,4.99,25.61,143.06,16.68,36.07,136.83,14.99,28.02,143.48,15.54
0.7329,24.53,25.52,29.29,20.22,9.03,4.71,25.62,138.11,18.97,36.99,134.71,14.86,29.11,141.4,15.94
0.7666,25.65,25.89,28.66,20.2,8.72,4.33,25.14,137.28,19.81,34.94,137.03,14.31,27.4,142.88,15.16
0.799,26.39,25.62,28.38,19.49,8.44,3.93,24.07,136.53,20.37,34.62,137.15,14.15,28.22,142.86,15.39
0.8303,26.68,25.95,26.34,20.54,8.35,4.41,25.3,139.54,18.5,36.26,136.36,14.83,29.29,141.95,15.84
0.8673,24.86,25.25,25.73,19.84,8.47,4.71,24.88,142.13,16.08,35.66,136.94,14.61,28.03,143.99,15.3
0.8989,25.74,26.04,28.42,19.32,8.21,4.0,24.0,141.86,18.69,33.99,139.06,13.57,27.34,144.4,14.31
0.9255,25.56,25.72,27.82,19.8,8.23,4.44,24.66,141.0,18.02,34.87,137.78,14.26,27.72,143.45,14.9
0.9605,24.9,25.64,31.2,19.24,8.33,4.06,24.14,133.13,23.55,36.76,134.9,14.45,31.16,139.18,16.02
0.9992,25.88,26.33,26.29,20.15,7.99,5.11,25.14,146.3,15.39,35.48,138.13,16.42,29.36,143.6,17.14
