time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0213,37.26,32.54,25.97,9.7,3.23,5.06,11.16,5.58,4.73,17.25,149.58,13.74,38.7,129.1,18.13
0.0544,37.87,32.73,27.11,9.73,2.13,4.9,11.33,6.1,4.53,18.25,148.32,13.59,37.34,129.73,17.94
0.0849,38.13,33.7,28.47,9.59,2.9,4.75,11.45,6.39,4.16,17.03,148.93,12.63,35.57,130.21,16.82
0.114,37.3,33.03,29.39,9.45,3.55,5.02,10.88,6.75,5.16,16.4,148.07,13.83,36.84,128.47,17.72
0.1409,38.73,32.5,28.06,9.84,2.42,4.96,11.39,5.57,4.68,17.25,149.77,13.75,37.09,129.69,18.12
0.1734,37.93,33.25,28.28,9.53,2.35,4.52,10.86,5.72,4.7,16.55,148.49,14.17,35.79,130.24,18.35
0.2043,38.35,32.86,25.98,10.48,2.06,4.58,11.4,5.53,4.63,17.63,149.25,13.72,39.4,127.55,17.96
0.2322,38.29,32.57,26.97,10.17,2.15,4.48,10.94,5.76,4.65,16.49,150.01,13.9,38.91,129.24,17.91
0.2729,37.38,32.98,28.51,10.32,2.58,4.77,11.53,6.04,4.05,18.48,148.52,12.67,36.64,129.64,16.78
0.3119,38.2,32.17,26.49,9.97,3.13,4.49,11.65,5.97,4.33,17.82,148.27,13.05,37.84,129.41,16.61
0.3431,39.01,33.65,25.0,10.07,2.4,4.63,10.96,5.16,4.72,17.23,150.53,13.87,38.81,129.15,17.57
0.3755,40.52,32.06,24.08,9.9,2.47,4.69,10.16,6.18,5.71,15.63,148.94,15.2,42.77,124.29,18.57
0.4072,38.97,32.29,25.51,9.91,2.84,4.63,10.92,5.81,5.01,16.89,149.46,14.26,40.7,126.58,18.24
0.4385,39.27,32.62,26.68,9.8,2.74,4.55,10.62,6.24,5.16,16.56,149.22,14.64,42.02,125.57,19.18
0.473,37.99,32.85,30.14,9.7,2.06,4.64,11.02,6.02,4.04,17.85,149.66,13.1,37.22,131.1,17.11
0.5113,38.56,32.86,26.33,9.59,2.47,4.48,10.98,5.71,4.88,16.57,149.3,13.75,37.21,129.71,17.27
0.5429,40.4,33.22,26.22,9.95,2.56,4.16,10.59,5.81,4.99,16.15,151.32,13.58,41.84,126.82,17.4
0.5727,40.05,33.94,27.38,10.14,2.33,4.11,11.1,5.84,4.54,16.75,149.71,13.47,39.83,127.38,17.15
0.6045,38.34,32.8,31.82,9.28,2.97,4.45,10.74,6.36,4.94,15.42,150.5,14.51,37.07,130.49,18.86
0.6352,37.35,33.37,27.71,9.76,2.91,4.47,11.19,6.02,4.05,17.73,148.92,12.78,37.42,129.39,16.6
0.6731,40.02,32.96,28.28,9.64,2.37,4.65,10.63,6.34,4.95,15.85,149.83,13.63,38.25,128.25,17.46
0.7089,38.83,32.87,24.78,9.89,3.37,4.58,11.03,6.6,4.78,17.64,147.76,14.41,42.76,124.46,18.48
0.7416,38.13,32.52,29.13,9.61,3.02,4.56,11.22,5.54,4.49,16.9,149.63,13.78,38.84,128.97,18.36
0.777,38.35,33.05,26.96,9.85,2.87,4.25,11.27,5.79,4.4,16.87,149.58,13.36,38.92,127.91,17.35
0.8168,38.05,33.48,29.34,9.33,3.01,4.15,10.95,5.75,4.33,16.51,150.27,13.03,38.3,129.46,16.9
0.8492,37.88,32.59,25.63,9.64,2.17,4.35,10.95,5.98,4.34,16.69,148.69,13.86,36.31,130.33,17.86
0.8797,36.71,32.83,29.24,9.16,2.3,4.65,10.98,6.17,4.2,16.67,147.23,13.44,34.64,129.15,17.83
0.9118,39.0,32.0,30.61,9.42,2.17,4.74,10.96,6.97,4.88,16.17,148.25,14.27,38.32,128.01,18.55
0.9427,37.04,33.04,28.17,9.42,2.7,5.0,11.02,5.47,4.77,17.65,148.41,13.54,36.03,129.94,17.52
0.9751,39.11,33.83,25.53,9.64,2.79,4.34,10.24,6.02,4.98,15.29,149.15,13.76,39.78,126.14,17.06
