time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0298,25.12,14.11,3.28,10.9,5.6,0.91,5.21,10.91,1.03,3.97,9.84,2.4,5.09,8.32,4.51
0.0613,25.44,14.31,3.49,11.3,6.15,0.55,5.55,11.65,1.4,3.92,10.39,2.62,5.15,8.44,4.72
0.0955,25.16,14.54,3.95,11.57,6.33,0.86,5.78,11.86,1.33,4.19,10.24,2.94,5.52,8.88,4.77
0.1278,25.15,14.85,3.99,11.47,6.59,0.72,5.36,12.27,1.34,4.15,10.86,2.72,5.68,9.05,4.6
0.1586,24.63,14.81,3.69,11.42,6.63,0.84,5.34,12.27,1.47,3.97,10.79,2.8,5.46,9.6,4.82
0.1912,24.8,14.77,3.59,11.71,6.46,0.66,5.51,11.98,1.54,3.91,10.63,2.88,5.3,9.32,4.84
0.2285,24.74,14.59,4.8,12.11,6.78,0.72,5.74,12.63,1.08,4.51,11.4,2.81,6.19,9.53,4.65
0.2638,25.23,15.03,4.74,13.18,7.62,0.64,6.47,13.62,1.1,4.93,12.39,3.01,7.09,9.91,5.05
0.2961,24.94,15.11,5.26,12.25,7.33,0.68,5.65,13.44,1.46,4.62,12.4,3.44,7.47,9.62,5.41
0.3297,24.68,14.87,4.37,12.26,7.61,0.47,5.64,14.15,2.15,5.07,13.59,3.68,7.86,11.06,6.05
0.3604,25.55,14.7,5.01,12.67,7.8,0.56,5.81,14.72,2.15,5.35,14.51,3.73,8.63,10.6,5.85
0.3916,25.06,14.71,5.38,12.24,8.0,0.47,5.55,14.53,1.56,5.45,13.82,3.33,9.71,10.09,5.57
0.4287,25.21,14.46,5.08,11.96,8.6,0.58,5.75,15.3,2.38,6.29,14.87,4.05,10.31,11.1,7.12
0.4636,24.77,14.1,7.59,12.05,8.38,0.86,5.83,15.23,2.58,6.6,15.63,4.26,10.93,11.88,7.49
0.4955,25.72,13.7,6.96,11.59,7.7,0.62,5.33,14.17,1.93,6.2,14.13,3.57,11.42,10.67,6.4
0.5296,24.97,12.47,7.0,12.36,8.29,0.13,6.75,14.56,2.22,6.24,14.57,4.4,10.12,12.22,7.19
0.5629,25.94,12.21,5.54,12.35,8.42,0.52,6.98,15.15,2.55,6.73,15.57,4.7,11.41,13.44,6.9
0.5912,25.21,12.62,5.68,12.55,8.35,0.58,7.14,15.39,3.23,6.55,15.14,4.65,11.65,12.27,6.44
0.6277,24.27,12.58,6.67,11.73,7.31,0.2,6.57,13.62,2.21,6.23,13.46,4.14,11.09,12.25,6.23
0.6624,24.91,12.15,7.68,11.69,7.78,0.25,6.65,14.76,2.09,6.99,15.05,4.0,12.03,12.94,5.89
0.6945,24.79,12.3,7.31,11.9,7.67,0.33,6.74,14.56,2.28,6.95,14.96,4.2,12.41,13.46,5.81
0.7298,25.1,12.33,6.96,11.92,7.5,0.23,6.94,14.34,1.99,6.81,14.73,4.05,11.82,13.48,5.41
0.7635,25.12,12.27,5.0,11.7,7.54,0.11,6.39,14.51,2.18,6.59,14.63,3.77,12.19,12.42,5.34
0.7982,25.68,11.88,4.66,11.95,7.6,0.17,6.74,14.53,2.38,6.77,14.89,4.0,11.81,13.79,5.68
0.8337,26.4,11.82,3.79,11.69,7.28,0.25,6.98,14.61,3.03,6.74,15.11,4.28,13.0,12.63,5.47
0.8644,26.13,11.11,4.07,11.66,7.15,0.72,7.09,14.5,4.16,6.37,15.26,5.54,13.62,14.01,6.02
0.8985,26.34,10.9,3.45,11.61,7.37,1.6,7.99,15.4,6.09,7.07,17.37,7.26,14.19,16.13,8.01
0.9296,26.38,10.17,5.41,10.92,7.28,2.03,7.36,15.74,7.54,6.57,19.55,8.18,15.14,18.39,7.82
0.9559,27.55,10.09,5.7,11.17,8.2,2.07,6.62,17.2,7.38,6.87,20.37,8.07,17.68,17.47,6.95
0.9918,29.42,10.54,6.06,10.61,6.86,3.84,6.01,16.67,9.1,5.94,22.13,8.55,18.51,20.08,7.61
