time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0334,10.84,9.54,3.7,113.5,101.37,65.84,108.94,145.46,52.68,101.9,137.55,42.12,90.46,143.87,29.76
0.0688,10.51,8.35,3.94,112.28,99.95,70.4,108.18,143.76,52.64,99.77,135.72,42.74,86.45,144.82,29.79
0.1076,11.17,8.95,3.57,113.79,97.41,69.62,108.49,146.4,53.48,100.23,136.96,43.61,88.22,143.26,31.53
0.1474,10.8,8.21,2.98,112.48,98.06,69.65,108.14,143.51,53.08,99.59,136.35,43.68,86.12,144.94,30.88
0.1855,11.34,8.89,2.5,113.86,92.26,74.74,109.64,139.88,60.35,102.34,134.9,45.97,90.96,141.53,33.21
0.222,10.11,7.25,3.55,113.07,93.57,69.21,108.0,141.93,53.33,99.63,135.05,43.85,84.7,146.28,30.64
0.2577,10.49,8.09,2.81,114.85,96.21,68.76,109.37,144.92,54.27,100.75,137.47,42.84,86.75,145.99,29.55
0.2944,11.24,8.0,2.41,112.99,84.52,81.72,109.15,143.52,55.1,100.6,134.31,44.81,85.99,142.27,33.6
0.3306,10.53,7.76,1.88,115.24,93.07,71.97,109.98,141.72,57.83,101.63,135.85,45.5,87.39,146.19,32.06
0.3682,10.71,7.72,2.82,114.73,92.68,72.7,109.11,143.25,57.35,101.26,134.87,45.51,87.76,143.61,32.15
0.404,9.54,7.76,2.83,114.8,95.57,65.96,110.13,146.31,50.16,101.28,138.44,41.43,84.7,151.04,27.35
0.4412,10.44,7.18,2.47,114.88,92.27,70.51,108.89,143.31,54.09,99.58,136.48,43.45,85.02,146.01,30.34
0.4773,11.07,7.79,2.11,112.52,83.35,83.03,110.03,142.13,56.52,101.78,135.01,44.51,87.02,143.18,33.17
0.5147,10.03,7.96,2.6,114.82,97.94,66.36,110.24,148.22,50.78,101.53,138.54,41.11,86.36,150.17,27.25
0.5499,9.91,6.92,3.21,114.21,92.92,70.09,107.74,141.16,56.82,99.3,136.14,44.43,85.68,146.4,30.79
0.5881,10.57,7.13,2.33,115.03,92.55,70.99,109.24,141.98,57.6,100.98,136.58,44.61,87.39,145.49,31.01
0.6238,10.02,7.7,1.97,115.46,93.57,70.68,110.66,146.61,52.21,102.04,138.07,41.96,86.6,148.58,28.72
0.6609,9.17,7.14,3.02,114.3,96.18,66.01,109.47,145.61,51.45,100.84,138.7,42.68,85.32,151.15,28.42
0.6968,10.49,7.1,2.77,113.67,95.57,68.26,108.2,142.35,56.11,99.87,136.42,44.07,86.56,145.76,30.93
0.7323,10.67,7.51,2.36,115.77,94.31,68.55,109.61,144.54,55.38,100.75,137.7,42.88,86.95,146.63,29.32
0.7685,10.21,8.0,2.45,114.22,95.17,68.8,109.39,146.16,51.6,100.3,137.8,41.83,84.85,149.31,27.95
0.8113,10.8,7.64,2.42,113.3,91.32,73.19,108.53,144.03,54.3,99.69,136.2,43.45,85.42,145.18,31.06
0.8474,10.75,7.86,2.34,114.33,93.07,72.4,109.05,144.95,53.79,100.08,136.37,43.6,85.22,145.94,31.0
0.884,10.95,7.57,2.47,115.37,94.87,69.73,109.29,143.17,57.31,100.86,136.31,44.12,87.64,144.92,30.55
0.9203,10.68,7.77,2.56,114.99,93.35,70.64,108.58,145.24,53.98,99.5,136.95,42.76,85.13,147.11,29.3
0.9551,10.12,7.35,2.36,113.87,94.05,69.88,109.02,143.51,54.84,100.44,136.66,43.95,85.52,148.2,29.82
0.9924,10.96,7.89,2.3,113.86,89.7,75.01,109.16,144.22,55.03,100.8,135.51,44.28,86.68,143.88,31.96
