time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0321,31.25,13.54,2.59,8.81,5.65,1.73,3.24,10.65,1.07,3.98,10.96,2.13,4.27,6.43,4.91
0.0681,31.3,13.73,2.77,8.83,5.37,1.81,3.71,10.24,1.04,4.03,10.26,1.95,4.06,5.86,4.68
0.0999,30.49,13.22,2.49,8.63,5.37,1.79,3.58,10.19,1.2,4.09,10.25,1.67,4.55,5.87,4.29
0.1358,30.81,13.66,2.4,8.95,5.39,1.7,3.56,10.27,0.88,4.1,10.32,1.83,4.53,5.87,4.62
0.1623,30.52,14.04,2.5,8.49,5.23,1.86,3.62,9.89,0.79,4.59,9.88,2.21,5.05,5.63,4.82
0.2004,30.36,13.42,2.23,8.2,5.13,1.75,2.84,9.6,1.04,4.45,9.53,1.97,4.99,5.32,4.66
0.2316,29.67,13.43,2.34,8.27,5.18,1.46,3.03,9.8,0.62,4.51,9.79,2.15,5.41,5.58,4.64
0.2686,29.97,13.6,2.33,8.4,4.9,1.46,3.12,9.58,0.64,4.58,9.59,2.16,5.65,5.46,4.55
0.304,30.78,12.09,2.32,7.88,4.74,1.61,2.03,8.96,1.29,4.52,9.03,1.9,5.3,4.99,4.44
0.3334,30.09,12.69,2.86,8.01,5.16,1.56,2.56,9.76,1.08,4.76,10.12,1.65,5.84,5.78,4.08
0.3619,30.74,12.41,4.03,8.03,4.72,1.59,2.01,9.19,1.18,4.5,9.57,1.71,5.87,5.55,4.05
0.3995,29.76,12.77,3.22,8.06,5.09,1.71,2.48,9.82,0.93,4.7,10.2,1.58,6.13,6.08,4.0
0.4316,29.4,13.12,3.82,8.07,4.89,1.73,2.6,9.6,0.82,5.02,10.1,1.73,6.89,5.92,3.94
0.4562,30.15,12.52,4.65,8.49,4.95,1.7,2.2,9.54,1.19,4.78,10.4,1.42,6.46,6.11,3.95
0.5004,30.23,12.73,3.34,7.87,4.89,1.56,2.1,9.1,0.81,4.76,9.5,2.07,6.31,5.45,4.56
0.5364,30.72,13.45,3.67,7.65,4.83,1.65,2.16,9.14,0.85,5.29,9.57,1.53,7.04,5.61,3.81
0.5681,45.3,17.42,2.24,7.98,5.06,2.18,1.39,8.58,1.62,6.26,7.64,1.25,12.22,4.68,2.96
0.5914,29.73,13.54,3.73,8.23,5.3,1.62,2.7,9.87,0.87,4.78,10.74,1.48,6.4,6.35,4.01
0.6346,30.78,13.62,3.75,8.08,5.01,1.56,2.54,9.56,0.63,4.83,10.22,1.82,6.69,6.16,4.35
0.6678,30.39,13.87,3.33,8.03,5.14,1.71,2.38,9.57,0.9,5.03,10.34,1.41,7.02,6.3,3.82
0.7022,30.03,13.76,4.17,7.99,5.01,1.73,2.52,9.35,0.73,4.95,10.41,1.56,6.54,6.3,3.89
0.7316,28.98,13.02,2.97,7.33,5.03,1.82,3.08,9.12,0.57,5.42,9.89,2.19,6.95,5.71,3.87
0.7573,29.05,14.54,2.93,7.96,5.35,2.23,3.44,9.33,0.81,5.01,10.12,2.47,5.93,5.79,4.29
0.8003,29.01,14.29,2.84,7.84,5.41,2.2,3.83,9.4,1.08,5.35,9.8,2.65,6.08,5.57,4.03
0.8376,28.79,13.93,3.43,8.0,5.19,2.17,3.73,9.31,0.97,5.32,10.36,3.04,6.44,6.01,4.29
0.869,29.55,13.66,3.27,8.17,5.27,2.34,3.77,9.24,0.96,5.19,10.28,2.76,6.19,5.82,4.13
0.902,27.3,12.95,4.28,8.66,5.25,2.41,4.15,8.68,1.15,4.62,9.72,3.42,5.23,5.16,4.38
0.9339,28.82,12.46,3.57,9.01,5.36,2.24,3.83,8.99,0.9,4.25,9.82,2.07,4.84,5.33,3.5
0.9657,28.81,11.25,3.98,8.84,4.82,2.19,3.53,8.27,0.85,3.53,9.66,2.19,4.13,4.78,3.61
