time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0211,25.68,29.28,54.99,12.62,5.81,4.26,22.6,138.09,10.55,40.56,127.17,15.54,52.59,118.54,21.06
0.0565,26.73,29.57,49.45,11.64,6.35,3.19,19.52,138.81,10.46,51.75,117.82,12.04,70.77,101.12,16.36
0.0899,32.12,31.49,40.09,11.64,5.58,3.57,20.44,141.23,8.61,44.69,121.94,10.02,68.82,99.26,10.23
0.1263,31.58,31.54,43.87,11.72,4.52,3.44,21.06,142.18,8.75,40.4,128.91,11.36,37.86,131.23,11.61
0.1595,31.21,33.19,41.98,12.45,5.31,3.48,25.09,136.71,9.3,53.48,114.91,9.86,54.57,111.6,6.62
0.1999,29.98,31.0,39.74,12.36,5.22,3.62,25.01,137.06,9.44,48.54,120.61,10.36,38.74,129.95,9.08
0.2326,29.88,32.8,32.51,13.05,4.84,3.54,23.93,135.71,11.04,46.22,121.53,10.2,31.7,134.06,7.92
0.2616,35.45,35.57,35.29,14.29,3.9,4.88,28.01,135.17,11.87,48.29,119.58,15.17,37.48,127.61,12.66
0.294,32.88,35.2,28.48,14.68,4.6,5.75,31.44,134.07,12.11,42.27,126.49,15.34,30.14,137.03,11.9
0.3263,32.84,35.75,23.88,14.89,3.9,5.11,27.67,137.57,12.17,42.36,127.03,15.68,30.67,136.49,11.31
0.3574,29.8,34.81,24.46,14.43,4.1,5.27,28.5,135.95,11.78,41.54,127.19,14.83,27.25,139.25,11.18
0.3906,31.29,35.64,26.59,15.48,4.48,5.4,29.46,136.52,11.92,42.93,126.69,15.79,30.03,137.53,11.21
0.422,29.49,35.82,25.15,14.76,4.72,5.11,27.67,137.14,12.29,41.88,127.14,15.17,28.32,139.03,11.12
0.4582,27.99,33.9,19.99,15.04,3.91,4.9,25.94,138.64,12.25,39.2,129.98,15.27,25.76,140.43,11.24
0.492,30.01,35.62,22.32,15.55,4.52,4.93,28.4,136.7,12.31,43.35,125.66,16.56,29.57,137.14,11.68
0.5254,32.2,35.83,22.29,15.44,4.73,4.85,28.43,137.81,12.22,45.5,124.21,17.39,33.87,133.86,11.79
0.5586,29.6,35.48,20.2,15.14,4.76,4.85,27.5,137.89,12.93,42.32,127.23,17.75,30.47,137.14,12.15
0.5892,30.85,34.94,20.29,15.32,4.32,4.83,27.32,138.23,13.22,42.74,127.12,18.58,30.81,136.82,13.36
0.6211,29.95,35.12,17.38,15.32,4.24,5.05,27.42,138.27,12.94,42.26,127.43,18.42,31.18,136.88,12.66
0.6603,23.68,16.98,12.43,19.07,26.41,15.4,25.55,22.13,6.3,34.56,58.21,38.33,46.51,43.63,18.05
0.6831,30.35,36.12,18.78,15.64,4.41,5.13,28.43,136.77,12.61,43.79,125.67,18.05,31.92,135.91,12.19
0.7252,28.96,35.4,18.91,15.39,4.35,5.01,27.97,136.6,12.46,43.0,125.75,16.76,29.4,137.37,11.66
0.7558,29.27,35.89,19.44,14.84,4.71,4.52,26.35,137.8,12.68,41.27,127.31,16.12,28.85,137.78,11.37
0.7893,30.66,34.85,18.35,15.53,4.53,4.78,27.85,138.26,12.4,43.72,126.35,17.42,30.8,137.47,11.49
0.821,29.21,34.94,16.71,15.46,4.51,4.58,26.46,139.03,13.04,43.01,126.95,17.1,30.73,137.35,11.63
0.8526,23.96,16.31,17.35,12.62,30.72,25.77,21.2,22.51,9.87,30.3,50.29,30.14,42.97,42.45,21.5
0.885,22.85,15.49,14.54,18.14,31.26,27.45,27.23,24.85,14.72,33.19,64.56,26.1,40.2,61.15,22.08
0.921,22.34,22.24,14.54,26.28,31.64,12.13,27.21,21.83,3.48,32.09,40.94,13.68,35.57,36.93,16.33
0.9488,20.37,17.47,21.37,36.14,32.42,15.98,36.85,23.75,9.57,37.29,47.12,23.52,34.3,45.54,28.41
0.9898,29.97,34.21,19.26,15.02,4.0,4.66,26.85,138.86,12.57,42.09,127.96,17.17,29.6,137.47,11.87
