time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0338,22.89,47.23,16.77,4.58,4.59,2.17,5.14,6.52,1.36,15.1,4.23,6.79,27.24,108.64,15.07
0.0704,21.96,47.45,18.28,4.49,4.53,2.28,5.3,6.49,1.57,15.94,4.19,7.01,24.6,109.29,16.91
0.1081,23.26,46.91,17.62,4.76,4.82,2.41,5.29,6.88,1.39,16.71,3.76,7.26,25.82,107.38,15.38
0.1439,22.0,47.14,16.69,4.51,4.63,2.35,5.36,6.52,1.39,16.55,3.56,7.23,24.89,107.71,15.47
0.1805,23.21,46.82,16.74,4.65,4.74,2.32,5.31,6.9,1.37,16.63,4.06,7.31,27.21,107.11,14.08
0.2163,22.03,47.14,17.65,4.54,4.56,2.12,5.43,6.51,1.38,16.21,3.73,7.44,24.74,109.3,15.09
0.2545,21.82,46.62,17.81,4.34,4.41,1.86,5.19,6.13,1.38,16.17,4.03,7.63,23.79,110.36,15.57
0.295,21.9,46.78,17.12,4.32,4.29,1.92,5.42,5.98,1.42,16.73,3.51,7.54,23.96,108.48,15.65
0.3327,21.46,46.87,18.29,4.27,4.3,1.92,5.56,6.06,1.53,16.76,3.3,7.56,22.49,108.72,16.45
0.3716,21.52,46.7,18.44,4.5,4.4,2.04,5.47,6.07,1.44,16.69,3.15,7.55,23.02,108.2,16.07
0.4095,21.54,46.87,18.86,4.77,4.43,2.27,5.42,5.99,1.23,17.03,3.13,7.84,22.65,107.61,17.17
0.4488,20.95,46.58,19.16,4.55,4.28,2.13,5.63,6.14,1.58,16.36,3.4,7.47,22.9,107.23,16.94
0.4867,21.69,46.4,18.24,4.89,4.32,2.19,5.85,5.94,1.24,17.0,3.35,8.03,23.35,107.16,16.14
0.5245,20.82,46.66,18.93,4.6,4.37,2.26,5.89,5.98,1.45,16.96,3.15,7.89,22.35,106.75,17.84
0.5613,22.53,45.9,16.95,4.77,4.49,2.5,5.82,6.24,1.63,17.12,3.13,7.68,25.63,103.77,15.17
0.5968,20.48,46.5,19.4,4.98,4.37,2.35,5.96,6.07,1.33,16.66,3.26,7.91,23.15,108.55,16.41
0.6324,22.24,46.21,20.48,5.03,4.36,2.46,5.96,6.12,1.61,17.4,3.24,7.96,24.18,106.88,16.04
0.6682,21.89,46.49,19.83,4.99,4.4,2.37,6.08,6.29,1.82,17.2,3.31,7.83,24.18,106.25,15.89
0.7071,22.07,46.5,19.8,5.09,4.51,2.65,6.0,6.4,1.82,17.3,3.13,7.56,24.57,106.15,15.96
0.743,22.13,46.13,19.59,5.08,4.59,2.6,5.85,6.45,1.72,16.8,3.41,7.43,25.22,106.48,15.9
0.7793,21.77,46.5,19.14,5.06,4.59,2.36,6.0,6.48,1.69,16.79,3.46,7.26,24.72,107.15,15.73
0.8145,21.44,46.53,19.38,5.1,4.63,2.37,6.1,6.49,1.65,16.79,3.44,7.35,24.78,107.3,15.86
0.8491,21.83,46.89,19.48,4.94,4.53,2.54,6.14,6.5,1.83,17.06,3.55,7.53,24.8,107.6,15.54
0.8874,22.09,46.53,19.32,5.19,4.65,2.55,6.3,6.67,1.84,17.44,3.21,7.58,23.85,107.39,16.01
0.9224,21.89,46.55,19.65,5.08,4.55,2.59,6.15,6.59,1.88,16.72,3.51,7.45,23.9,108.01,16.18
0.9599,22.75,46.6,20.22,5.22,4.48,2.61,6.0,6.63,2.01,16.73,3.26,7.45,25.08,107.98,14.83
0.9951,22.02,46.71,19.81,5.03,4.42,2.53,6.13,6.56,1.98,16.44,3.7,7.37,24.18,109.27,15.35
