time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0379,17.42,6.73,14.62,26.61,88.72,20.06,4.4,8.8,2.69,3.62,7.75,2.37,12.67,3.1,6.16
0.0744,17.19,6.86,14.57,26.8,88.97,19.74,4.26,8.66,2.72,3.7,7.75,2.31,12.76,3.01,6.18
0.1125,17.19,6.66,14.7,26.43,88.12,20.33,4.39,8.59,2.62,3.53,7.62,2.2,12.59,3.11,6.21
0.1495,17.46,6.55,14.75,26.51,87.71,20.23,4.37,8.71,2.61,3.5,7.69,2.19,12.5,3.08,6.06
0.1869,17.08,6.7,15.13,26.41,87.91,20.28,4.51,8.85,2.64,3.57,7.82,2.34,12.77,3.19,6.26
0.2251,17.12,6.82,14.66,26.86,87.15,20.22,4.32,8.84,2.61,3.69,7.87,2.3,12.84,3.05,6.12
0.2642,17.27,6.64,14.27,26.64,87.21,20.69,4.49,8.63,2.62,3.47,7.81,2.18,12.48,3.07,6.0
0.3007,17.52,6.74,13.88,26.53,87.26,20.6,4.44,8.79,2.61,3.53,7.85,2.28,12.63,3.06,6.08
0.3381,17.09,6.75,15.22,26.41,86.96,20.9,4.64,8.46,2.71,3.55,7.55,2.13,12.55,3.02,6.04
0.375,17.94,6.84,14.91,26.12,89.81,19.85,4.11,8.87,2.67,3.81,7.87,2.35,12.87,2.95,6.12
0.4131,17.2,6.82,13.89,25.96,89.28,20.52,4.14,8.84,2.56,3.68,7.87,2.24,12.68,2.94,6.14
0.4507,17.51,7.02,13.6,26.24,89.99,19.65,3.99,8.9,2.43,3.82,7.7,2.27,12.84,2.66,6.19
0.4901,17.02,7.04,13.46,26.98,88.8,19.56,4.35,8.74,2.69,3.63,7.9,2.03,12.7,2.97,6.1
0.5288,17.53,6.88,14.27,26.2,89.64,19.73,4.21,8.81,2.65,3.68,7.8,2.18,12.77,2.89,6.25
0.5684,17.17,7.06,13.93,26.56,89.39,19.59,4.33,8.52,2.56,3.7,7.56,2.09,12.84,2.66,6.26
0.6073,17.17,7.02,13.87,25.93,88.44,20.8,4.35,8.53,2.67,3.59,7.61,1.99,12.63,2.74,6.1
0.6443,17.6,6.64,14.08,25.05,88.27,21.55,4.36,8.56,2.63,3.43,7.54,2.01,12.43,2.8,6.09
0.6838,17.12,6.97,14.02,25.89,87.48,21.49,4.54,8.41,2.62,3.55,7.58,1.98,12.7,2.86,6.16
0.7226,17.64,6.74,13.52,26.11,87.27,21.81,4.75,8.4,2.52,3.48,7.56,2.07,12.41,2.96,6.18
0.7611,17.73,6.59,13.59,25.1,88.35,21.47,4.53,8.31,2.55,3.56,7.25,1.97,12.33,2.49,6.12
0.7992,17.17,6.81,13.4,26.57,88.02,20.64,4.59,8.17,2.56,3.67,7.22,2.03,12.53,2.34,6.19
0.8382,17.33,6.89,13.9,26.75,87.91,20.68,4.28,8.45,2.72,3.67,7.66,2.01,12.57,2.57,6.05
0.8755,17.38,6.62,14.13,26.22,88.53,20.82,4.04,8.43,2.79,3.59,7.73,1.99,12.52,2.68,6.04
0.9134,17.02,6.8,13.69,26.37,87.74,21.57,4.23,8.19,2.67,3.46,7.79,1.81,12.48,2.79,5.97
0.9495,17.34,6.72,13.82,26.17,88.03,20.91,4.33,8.3,2.66,3.6,7.54,1.96,12.44,2.41,6.11
0.9867,17.07,6.61,13.33,26.21,86.82,21.96,4.23,8.27,2.76,3.43,7.66,1.77,12.23,2.56,5.86
