time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0391,15.6,7.26,17.1,31.31,90.97,16.68,4.31,9.21,2.69,3.84,10.53,1.42,11.09,5.15,5.5
0.0766,16.03,7.08,16.98,31.17,90.7,16.99,4.27,9.19,2.64,3.76,10.5,1.49,10.96,5.05,5.52
0.1149,16.49,6.97,16.16,31.25,89.82,17.2,4.54,9.1,2.54,3.46,10.49,1.42,10.61,5.24,5.57
0.1526,16.26,6.98,17.13,31.1,89.52,17.37,4.41,9.01,2.68,3.66,10.46,1.31,11.06,5.18,5.53
0.1898,16.07,7.09,17.87,31.41,89.41,17.15,4.35,8.85,2.7,3.7,10.28,1.51,11.43,5.54,5.73
0.2274,16.19,7.0,16.53,31.42,90.05,16.82,4.22,8.92,2.72,3.74,10.53,1.29,11.27,5.59,5.62
0.2646,16.29,6.86,16.89,30.55,90.07,17.22,4.23,9.01,2.56,3.61,10.37,1.3,10.98,5.12,5.55
0.3006,16.58,7.03,15.86,30.36,90.88,17.18,3.94,9.14,2.6,3.81,10.39,1.36,11.26,5.14,5.5
0.3383,16.19,7.15,16.32,30.86,89.99,17.26,4.25,9.07,2.73,3.75,10.62,1.38,11.16,5.28,5.52
0.3749,16.27,6.9,17.06,31.0,90.5,17.3,4.25,9.04,2.63,3.47,10.5,1.4,10.8,5.23,5.5
0.4124,16.35,7.03,16.54,31.08,90.44,17.05,4.04,9.05,2.69,3.81,10.63,1.38,11.11,5.3,5.59
0.4486,16.32,6.89,16.86,30.24,90.76,17.57,4.01,9.02,2.74,3.73,10.54,1.31,10.91,5.02,5.4
0.484,15.63,7.2,17.46,31.71,89.88,17.07,4.31,8.86,2.76,3.79,10.42,1.36,11.29,5.38,5.52
0.5216,16.34,6.86,17.72,31.62,89.69,17.29,4.31,8.93,2.74,3.63,10.48,1.44,10.95,5.31,5.55
0.5575,15.99,6.87,17.74,31.4,89.72,17.27,4.24,8.87,2.72,3.61,10.4,1.39,11.0,5.31,5.5
0.5937,16.25,6.85,17.86,31.33,89.78,17.17,4.28,8.85,2.66,3.56,10.33,1.38,10.85,5.08,5.51
0.6304,16.05,7.0,17.57,31.81,89.61,16.81,4.3,8.88,2.63,3.64,10.23,1.33,10.85,5.02,5.41
0.6661,16.11,7.12,18.09,31.66,89.86,16.97,4.27,8.86,2.71,3.79,10.42,1.41,11.28,5.44,5.53
0.7038,15.4,7.33,17.73,32.03,89.79,16.57,4.38,8.83,2.69,3.85,10.33,1.44,11.49,5.49,5.67
0.7393,16.4,6.85,17.4,31.63,89.44,17.34,4.28,8.97,2.65,3.5,10.52,1.41,10.69,5.35,5.51
0.7795,16.14,7.02,17.45,31.51,89.47,17.28,4.37,8.87,2.49,3.58,10.38,1.39,10.87,5.14,5.57
0.8147,16.26,7.08,17.95,31.52,89.34,17.24,4.32,8.84,2.54,3.7,10.36,1.45,11.03,5.08,5.51
0.8524,16.45,7.03,17.07,31.41,89.69,16.74,4.33,8.92,2.65,3.6,10.37,1.32,11.05,5.18,5.49
0.889,16.55,7.1,17.82,31.84,88.94,16.78,4.51,8.86,2.63,3.63,10.42,1.42,11.24,5.34,5.61
0.9255,16.55,7.06,17.74,31.41,89.41,16.96,4.32,9.0,2.57,3.69,10.58,1.45,11.14,5.48,5.55
0.9609,16.47,7.52,16.74,32.24,88.83,16.54,4.31,8.84,2.56,3.95,10.63,1.53,11.64,5.55,5.69
