time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0324,28.31,35.64,20.2,4.94,1.42,4.03,10.04,5.39,3.27,20.93,158.3,8.16,19.51,147.95,13.06
0.0679,28.14,37.06,20.14,5.16,1.72,3.82,10.49,6.03,3.73,24.14,156.04,7.78,20.92,147.5,12.33
0.1,28.59,36.95,24.0,4.86,1.24,4.01,10.74,6.38,3.53,27.02,154.06,7.57,21.02,148.58,11.6
0.1328,28.84,37.52,24.68,4.65,2.05,3.59,10.67,6.41,3.59,27.49,154.4,7.31,20.32,149.6,12.25
0.1664,28.87,38.23,23.79,4.57,2.42,2.87,10.61,5.88,3.94,27.63,154.98,8.4,20.71,149.66,13.56
0.2003,28.98,38.83,26.43,4.07,2.95,2.62,10.1,6.04,3.65,29.16,153.01,7.85,21.8,150.95,12.25
0.2315,29.34,38.58,20.16,4.3,3.15,2.45,9.7,6.64,3.31,29.27,150.55,7.46,21.75,148.82,12.07
0.2653,29.22,38.35,20.03,4.24,2.43,2.31,8.71,6.24,3.04,27.21,152.76,7.35,20.95,150.77,11.38
0.2976,29.38,39.06,24.61,3.08,2.62,2.31,7.65,5.98,2.71,24.77,155.56,7.44,20.69,151.34,12.29
0.3291,29.29,39.07,20.82,3.51,2.67,2.17,7.78,6.79,2.4,27.1,153.43,6.86,21.92,150.38,10.72
0.3646,29.58,38.75,22.19,2.98,2.97,2.01,8.05,6.99,1.57,28.17,150.81,7.29,21.23,148.89,12.35
0.3999,29.28,40.07,26.11,2.46,3.75,2.01,7.73,8.0,1.5,25.66,151.3,7.69,21.66,145.58,14.09
0.4291,29.35,38.77,19.13,2.79,2.1,2.18,8.37,8.43,1.71,27.99,151.97,6.87,22.88,150.46,11.02
0.4642,30.08,39.16,19.59,2.49,2.29,2.24,8.28,7.95,1.45,28.07,150.51,7.21,25.51,147.43,10.83
0.4885,29.01,38.57,26.35,1.6,1.47,2.39,7.41,7.51,1.48,28.54,150.33,8.12,24.03,149.96,11.32
0.5336,29.41,38.26,26.59,1.51,1.19,2.51,7.26,6.92,1.48,28.42,150.03,8.84,24.59,148.86,11.88
0.5671,29.82,38.74,27.53,1.1,0.85,2.51,7.09,6.87,1.28,27.2,150.24,9.03,24.82,144.99,13.27
0.6004,29.57,38.69,24.38,1.53,0.86,2.57,7.15,6.59,1.27,26.04,152.74,9.13,23.61,147.54,13.25
0.6316,30.09,37.99,30.53,1.17,1.22,2.55,6.93,6.08,1.42,27.69,151.28,9.19,25.43,148.07,12.65
0.6634,29.56,39.09,21.87,0.97,0.69,2.62,6.7,6.55,1.52,25.55,154.15,8.95,23.32,150.96,11.84
0.7003,29.21,40.07,31.02,1.12,1.11,2.6,6.87,6.36,1.62,25.08,154.48,9.37,22.97,150.53,12.87
0.7301,29.5,39.18,27.87,1.66,1.2,2.7,7.06,6.57,1.51,26.97,151.67,9.73,25.49,146.18,13.91
0.7567,30.02,40.54,30.93,1.4,0.88,2.63,7.04,7.1,1.56,28.29,149.01,9.35,25.07,144.69,13.73
0.7999,29.27,39.63,29.77,1.74,0.89,2.72,7.31,6.82,1.51,28.04,150.71,9.5,26.79,145.74,12.78
0.8341,29.95,39.06,27.95,1.43,0.84,2.48,7.44,7.04,1.04,30.09,146.55,9.73,27.37,142.52,13.4
0.8665,28.89,41.27,23.7,1.37,0.9,2.64,6.32,6.0,1.51,26.29,152.98,9.17,23.47,148.71,12.35
0.9,33.97,39.15,1.47,2.04,2.22,2.74,10.21,5.22,1.81,60.87,97.39,7.01,66.91,88.91,6.14
0.919,29.02,39.19,23.28,1.24,0.47,2.5,7.08,6.74,1.44,28.52,150.53,9.15,25.12,149.3,11.23
0.9628,28.91,41.08,23.14,1.59,0.92,2.45,6.93,6.79,1.45,28.18,150.26,9.01,24.37,148.28,11.98
