time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,angle_15,angle_16,angle_17,angle_18,angle_19,angle_20,angle_21,angle_22,angle_23,angle_24,angle_25,angle_26,angle_27,angle_28,angle_29
0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,18.23,41.45,53.88,113.74,43.3,115.43,61.38,140.72,127.86,56.82,124.03,120.54,67.59,73.85
0.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.83,19.32,40.32,56.08,111.71,46.94,116.02,60.6,136.35,126.89,57.67,118.36,116.69,71.44,66.72
0.1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.96,18.6,39.89,54.47,112.89,45.13,115.51,60.94,137.18,126.89,57.37,119.58,118.58,68.75,67.95
0.1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11,18.93,38.73,56.36,111.37,48.52,115.63,60.95,140.68,127.42,57.04,122.75,120.76,67.15,72.24
0.2087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.31,18.85,39.15,55.53,112.03,46.82,114.5,61.93,141.9,125.56,58.9,124.17,116.59,71.44,71.58
0.2506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33,18.76,38.12,54.67,112.9,44.95,115.73,60.9,140.78,126.66,57.87,123.07,121.13,67.08,75.24
0.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.89,18.94,40.18,58.14,109.71,47.3,116.48,60.42,141.19,128.89,55.95,124.77,125.73,62.41,78.98
0.3384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65,18.03,37.58,57.5,110.46,48.32,116.16,60.58,142.61,127.51,56.93,125.39,121.36,66.29,77.15
0.3795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.03,18.99,39.55,55.25,112.51,43.21,117.2,59.44,139.39,128.88,55.67,122.18,120.62,67.23,72.0
0.4207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.49,18.15,39.05,55.2,112.94,50.56,116.39,60.32,140.75,127.6,57.02,123.73,120.31,67.67,74.07
0.4621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.28,18.76,39.47,54.99,112.46,45.38,117.23,59.33,141.14,127.17,57.57,122.13,121.54,66.77,74.95
0.5026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,19.12,39.59,56.07,111.72,47.25,117.27,59.29,142.05,127.48,57.07,123.91,120.16,68.2,74.87
0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,19.27,39.99,55.36,112.65,46.86,115.0,61.63,141.19,126.4,58.26,123.79,119.69,68.54,74.88
0.5861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.13,19.0,38.68,54.4,113.46,44.38,116.03,60.55,141.93,127.26,57.18,123.75,119.7,68.29,73.89
