time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0337,25.55,10.32,7.37,16.51,13.73,7.37,12.74,24.66,10.19,14.46,25.86,13.35,23.09,11.37,3.56
0.0586,24.71,11.0,6.19,19.33,15.19,7.75,15.47,27.5,10.77,18.8,29.53,15.8,29.57,13.83,5.3
0.0976,26.2,10.11,5.08,21.77,17.6,5.04,20.52,31.19,8.76,23.93,33.64,14.93,33.97,13.11,3.14
0.1328,26.7,10.37,6.44,23.19,22.12,6.97,22.9,32.97,8.58,25.21,33.96,14.05,32.9,12.5,4.37
0.1657,26.46,10.19,6.25,22.56,21.25,7.18,22.4,32.25,8.22,24.96,33.46,14.5,33.8,13.94,5.37
0.1979,26.58,9.64,6.96,22.86,23.42,8.05,23.01,33.94,9.74,26.45,34.73,14.85,35.81,12.71,4.57
0.2322,26.92,9.98,6.6,22.73,23.35,8.44,22.62,34.16,9.82,25.57,34.83,15.39,34.53,14.27,5.32
0.2668,26.75,10.05,6.8,22.3,22.49,8.41,21.72,32.98,9.64,24.33,33.37,15.85,32.55,14.82,6.34
0.299,26.31,10.36,5.64,22.0,22.99,7.21,21.74,33.49,9.95,25.55,34.19,16.0,35.14,13.06,5.48
0.3312,26.73,10.39,6.24,22.2,22.65,7.47,21.37,33.37,10.19,24.74,34.52,15.55,34.59,12.76,4.64
0.3626,26.49,10.4,7.43,20.04,22.3,9.25,18.38,33.7,12.0,20.68,34.28,17.73,31.04,15.52,7.13
0.3988,26.38,10.46,8.04,18.59,18.17,9.46,16.02,27.95,10.7,17.42,30.41,16.87,26.29,14.83,5.97
0.4267,25.41,9.83,8.63,17.54,15.59,7.77,14.47,26.69,10.63,14.66,29.29,16.73,21.18,14.88,6.8
0.4639,26.81,9.57,7.8,16.35,11.72,3.9,12.82,20.73,6.78,11.13,23.44,11.46,16.1,15.06,5.8
0.4998,26.07,9.13,9.79,14.78,9.95,3.32,12.06,18.78,5.06,11.14,18.34,6.75,13.77,11.46,3.68
0.5265,26.16,8.41,8.49,14.89,10.63,4.53,10.69,17.28,5.47,8.15,17.6,6.9,8.32,11.95,4.79
0.5611,24.18,7.26,7.87,12.59,10.82,4.62,9.19,15.37,4.98,8.14,15.74,6.33,7.64,11.31,5.38
0.5994,25.16,7.88,9.2,11.71,11.11,4.72,7.74,14.21,4.84,7.09,14.98,6.08,5.58,9.49,5.86
0.6264,24.47,8.36,8.65,11.28,11.18,3.87,7.52,13.19,3.89,7.26,14.0,5.58,5.2,9.33,6.28
0.6674,23.51,8.77,6.99,10.83,9.93,2.9,7.01,11.74,3.34,6.97,12.42,5.16,4.91,7.85,6.31
0.7024,23.46,9.12,5.98,10.66,8.83,2.41,6.52,10.88,3.1,6.02,11.35,4.98,4.09,7.39,6.36
0.7354,23.84,9.87,5.35,9.82,6.04,1.58,5.98,9.71,2.07,5.36,10.41,4.1,3.13,6.34,6.08
0.7703,24.77,10.22,5.68,9.56,5.87,1.51,5.87,9.94,1.74,5.49,10.46,3.56,3.22,5.64,5.5
0.8059,24.22,9.94,5.54,9.95,5.54,1.75,5.97,9.3,1.38,5.03,9.53,3.03,2.44,5.42,4.75
0.8374,26.48,10.55,5.22,9.18,5.58,2.05,5.56,9.58,0.95,5.29,10.22,3.08,3.48,5.01,4.59
0.8709,26.01,10.63,6.08,8.7,5.29,2.21,5.2,9.01,1.09,4.65,8.8,2.72,2.62,4.37,3.93
0.8998,28.7,11.22,5.92,8.44,5.57,2.22,4.77,9.38,0.76,4.23,9.9,2.56,2.61,4.81,4.15
0.9296,28.13,10.67,5.45,8.98,5.78,1.97,4.85,9.54,0.81,4.11,10.24,2.5,3.02,5.22,3.59
0.9646,29.59,10.52,4.86,9.06,6.13,2.12,4.77,9.92,0.59,3.94,10.73,2.55,2.98,5.18,3.95
