time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0371,12.85,8.16,13.73,28.18,90.66,17.71,8.63,9.71,1.78,6.06,10.87,3.3,9.37,7.11,7.63
0.0779,12.77,7.93,13.5,28.42,91.18,17.37,8.5,9.54,1.45,6.04,11.0,2.99,9.15,6.8,7.41
0.1192,12.81,8.34,13.69,29.12,89.15,17.88,8.63,9.49,1.72,6.09,10.79,3.14,9.33,6.64,7.65
0.1581,12.8,8.11,13.79,28.27,90.05,17.67,8.55,9.54,1.49,6.14,10.9,3.04,9.19,6.77,7.53
0.1957,12.62,7.94,15.22,27.07,90.59,17.86,8.43,9.71,1.63,6.2,10.96,3.05,9.05,6.93,7.54
0.2337,12.47,8.48,14.91,29.31,91.2,17.08,8.57,9.56,1.75,6.46,10.76,2.92,9.54,6.85,7.53
0.274,12.21,8.35,14.59,28.95,90.48,17.59,8.44,9.34,1.68,6.16,10.9,3.07,9.65,6.78,7.66
0.3117,12.06,8.4,14.0,28.36,89.59,17.78,8.45,9.28,1.67,6.37,10.52,3.19,9.45,6.43,7.66
0.3506,12.47,8.44,14.68,27.65,90.8,17.59,8.53,9.87,1.88,6.35,10.91,3.29,9.29,6.76,7.63
0.3924,13.04,8.18,14.17,27.16,90.98,17.95,8.34,9.94,1.91,6.04,11.19,3.18,9.2,6.87,7.45
0.4307,12.25,8.42,14.23,28.92,91.24,16.34,8.4,9.89,1.61,6.16,10.98,3.02,9.61,6.61,7.52
0.4694,11.74,8.52,14.16,30.15,89.37,16.68,8.77,9.6,1.73,6.36,10.75,3.16,9.61,6.76,7.72
0.5091,11.69,8.68,14.0,28.44,90.95,16.72,8.63,9.72,1.72,6.24,10.81,3.52,9.48,7.19,7.83
0.5481,12.26,8.29,13.62,27.69,91.51,17.13,8.51,9.64,1.67,6.29,11.07,3.05,9.29,6.65,7.31
0.586,11.97,9.17,13.66,31.55,89.05,15.67,8.81,9.81,1.98,6.68,11.03,3.24,9.55,7.12,7.6
0.6244,11.48,9.17,13.7,30.67,90.07,16.0,8.8,10.04,2.28,6.44,10.97,3.5,9.53,7.77,7.68
0.6619,11.56,9.0,13.87,30.91,89.92,15.89,8.71,10.04,2.25,6.54,10.85,3.44,9.6,7.75,7.71
0.7009,11.49,8.72,13.59,29.98,89.27,16.47,8.73,10.13,2.16,6.18,11.2,3.65,9.1,8.12,7.9
0.7393,11.93,8.59,13.49,29.44,90.2,16.17,8.39,10.43,2.52,6.27,11.62,3.51,9.11,8.06,7.72
0.7771,11.5,8.86,13.91,30.87,89.9,15.86,8.82,10.22,2.21,6.66,10.97,3.35,9.3,8.15,7.74
0.8159,11.78,8.73,13.17,31.23,89.88,15.94,9.38,10.19,2.34,6.48,10.82,3.87,9.15,8.14,7.88
0.8612,11.95,9.5,12.92,32.28,89.26,15.33,10.13,10.04,1.98,7.28,10.49,4.19,9.88,8.48,8.09
0.8991,12.3,10.39,12.56,33.38,89.08,14.81,9.92,10.86,2.82,6.58,11.2,4.75,9.7,8.91,8.22
0.9389,13.37,11.59,11.01,33.84,91.5,12.7,9.38,11.04,2.95,6.66,11.69,4.45,9.87,10.47,7.85
0.9764,13.03,11.78,10.33,34.2,89.97,12.0,9.68,12.3,4.23,6.62,12.96,5.33,9.82,10.6,8.23
