time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0368,21.63,8.76,9.37,10.96,4.77,5.19,12.16,2.87,5.71,34.92,132.21,6.59,30.26,131.96,6.62
0.0758,22.3,8.72,9.89,11.07,4.82,5.13,12.59,2.83,5.73,37.32,130.22,6.75,32.07,130.08,6.89
0.1129,22.77,8.69,9.24,11.02,5.29,5.03,12.8,3.19,5.81,39.21,128.04,6.8,34.5,127.6,6.68
0.15,23.27,9.03,9.74,11.1,5.26,4.67,13.05,3.24,5.76,39.12,128.3,6.81,33.51,128.59,6.84
0.1896,23.26,9.2,9.34,10.83,5.28,4.61,12.6,3.35,5.6,39.46,128.37,6.64,34.85,128.13,6.57
0.2283,23.12,9.0,9.49,10.84,5.3,4.66,12.54,3.28,5.62,37.76,129.74,6.59,33.89,128.9,6.42
0.2652,22.39,9.15,9.25,10.65,5.14,4.78,12.29,3.2,5.66,37.67,129.61,6.57,33.48,129.38,6.4
0.3009,22.88,8.96,10.32,10.75,5.12,4.85,12.12,3.21,5.58,37.86,129.87,6.55,33.09,130.11,6.4
0.3377,22.57,9.0,10.17,10.77,5.19,4.81,12.38,3.37,5.56,37.87,129.85,6.54,32.38,130.68,6.42
0.3731,23.04,8.97,10.08,10.8,5.21,4.79,12.38,3.36,5.51,37.92,129.5,6.47,34.55,128.35,6.36
0.4086,22.9,9.01,10.17,10.8,5.19,4.74,12.26,3.28,5.44,37.72,129.54,6.45,34.36,128.31,6.38
0.4456,22.7,9.09,10.18,10.72,5.14,4.76,12.16,3.28,5.44,37.78,129.33,6.35,35.71,127.25,6.17
0.4819,23.33,8.89,10.46,10.56,5.17,4.6,11.94,3.34,5.28,37.43,129.83,6.25,35.72,127.08,6.29
0.5185,23.1,8.79,10.56,10.69,5.1,4.72,11.88,3.32,5.36,37.62,129.48,6.21,37.15,125.98,6.15
0.5558,23.71,8.86,10.73,10.56,4.92,4.89,11.92,3.38,5.28,37.0,130.9,6.37,34.73,128.71,6.4
0.5913,22.55,9.22,9.18,10.69,5.03,5.15,12.21,3.48,5.66,40.38,127.0,6.56,37.57,125.91,6.34
0.6291,22.99,9.04,9.78,10.6,5.03,4.85,12.0,3.36,5.37,38.52,128.83,6.37,37.01,126.23,6.29
0.6639,23.03,9.13,9.38,10.64,4.96,4.96,12.06,3.26,5.41,39.34,127.84,6.35,37.19,125.62,6.36
0.7068,23.11,9.05,9.88,10.66,4.98,4.93,12.01,3.28,5.55,39.83,127.38,6.41,38.08,125.05,6.36
0.7425,23.54,9.23,9.97,10.56,4.87,5.05,12.07,3.28,5.46,40.74,126.44,6.67,38.15,124.86,6.53
0.7793,23.33,9.24,9.85,10.72,5.01,5.07,12.31,3.22,5.57,40.72,126.18,6.49,40.18,122.19,6.45
0.8156,23.59,9.32,10.45,10.82,5.07,4.97,12.3,3.3,5.45,40.74,126.18,6.51,38.79,124.04,6.36
0.8545,24.03,9.28,11.04,10.8,5.07,4.91,12.26,3.21,5.39,40.87,126.18,6.58,39.62,123.25,6.41
0.8925,23.8,9.25,11.13,10.92,5.01,4.85,12.4,3.2,5.39,40.72,126.08,6.59,37.1,125.52,6.39
0.9293,23.8,9.12,11.31,10.89,4.97,4.95,12.58,3.07,5.55,40.64,126.38,6.74,35.35,126.93,6.71
0.9652,23.1,9.29,10.1,11.01,5.12,5.11,12.57,3.04,5.62,41.3,125.6,6.58,36.65,125.75,6.48
