time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.034,12.56,7.61,0.96,108.06,96.03,57.17,109.5,147.57,43.28,103.69,145.57,33.85,91.54,162.29,19.52
0.0699,12.49,7.47,0.91,108.67,94.51,57.99,110.11,148.09,42.96,103.98,145.31,33.79,91.54,159.83,20.89
0.1056,12.49,7.57,1.09,108.49,95.8,55.21,110.34,150.65,40.08,104.08,145.93,32.52,91.46,160.07,20.95
0.145,12.09,6.82,1.8,105.73,95.77,54.24,107.49,149.18,41.52,101.64,145.39,33.11,90.11,161.12,20.75
0.1826,12.29,6.86,1.94,105.92,95.87,55.29,107.48,148.56,43.69,101.66,144.89,34.26,90.16,162.73,20.03
0.2222,12.3,7.35,1.15,106.84,96.6,56.89,108.03,151.93,41.72,102.1,144.4,33.86,90.58,160.28,21.04
0.2594,12.0,6.92,1.56,106.57,94.95,55.5,108.77,148.08,43.14,102.83,143.81,34.48,90.81,161.5,21.06
0.2956,12.14,6.78,1.45,106.31,96.63,55.31,107.72,148.65,43.99,102.39,142.01,35.31,91.45,158.6,22.93
0.3324,11.89,6.42,2.24,105.82,95.63,55.85,107.04,146.68,44.98,101.05,144.57,34.72,89.53,163.58,19.93
0.3673,11.89,6.41,1.41,107.67,94.91,55.94,107.37,148.46,46.69,102.87,141.42,37.15,93.43,152.66,25.97
0.4035,12.52,7.49,1.6,106.4,98.51,53.07,107.52,148.48,41.85,102.26,143.83,32.8,91.05,162.19,19.11
0.4419,12.12,6.61,1.18,106.91,96.31,55.67,107.06,147.6,44.15,101.24,143.18,34.91,90.23,159.03,22.01
0.477,11.93,6.65,1.34,107.37,93.55,57.49,107.72,146.05,47.03,102.54,141.61,37.38,92.1,156.05,25.1
0.5143,12.87,6.95,1.05,107.71,95.22,57.79,108.09,148.39,44.79,102.96,142.49,35.45,91.99,156.99,23.23
0.5509,12.95,6.76,1.11,107.58,95.93,55.79,108.48,153.09,41.31,103.82,143.88,34.69,93.28,152.33,25.14
0.5868,12.46,7.3,1.37,106.88,95.59,56.43,108.5,146.54,44.01,102.74,144.68,33.39,90.68,163.62,18.66
0.6239,12.28,7.04,1.2,106.44,97.48,54.6,108.27,148.61,43.5,102.7,143.93,34.5,91.31,161.1,20.9
0.6603,12.61,7.08,1.22,105.42,95.75,55.99,107.67,148.45,42.9,101.55,144.91,34.15,89.55,161.81,19.91
0.6959,12.97,6.48,1.34,106.65,95.05,56.82,108.02,146.82,43.5,102.85,145.12,34.91,91.3,162.0,20.88
0.7341,12.29,6.89,1.05,107.96,93.72,60.02,108.07,146.84,45.52,102.15,144.4,35.7,90.3,161.42,21.32
0.7691,12.03,6.71,1.26,107.42,98.25,54.75,107.92,149.19,44.76,103.07,143.01,35.96,92.41,157.72,23.1
0.8048,12.58,6.23,1.51,107.78,95.06,57.4,107.04,146.15,47.1,101.96,141.93,37.37,90.97,158.36,23.4
0.8422,12.22,6.23,1.17,107.9,95.28,56.97,106.26,148.96,45.82,101.49,142.59,37.09,91.58,155.59,24.86
0.8783,11.69,6.09,1.58,106.69,95.24,56.36,106.49,145.95,47.87,101.93,141.91,38.19,91.58,157.49,24.27
0.9152,12.28,6.48,1.31,106.82,94.77,58.15,107.06,146.26,46.39,102.53,141.14,37.2,92.02,156.86,24.35
0.9506,12.46,7.05,1.31,107.38,95.55,56.9,107.57,145.75,46.38,101.8,143.94,36.31,90.13,162.16,21.22
0.9858,12.16,6.81,1.14,108.07,95.14,58.92,107.16,150.05,45.24,101.97,142.19,37.36,91.17,154.7,25.55
