time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0387,27.15,12.43,4.79,10.19,3.07,4.13,10.32,2.92,4.6,36.27,128.31,6.5,52.88,107.64,7.23
0.0787,27.23,11.74,5.39,10.49,3.28,3.98,10.3,3.26,4.76,34.55,130.07,6.6,49.58,110.96,7.18
0.1176,28.24,12.53,4.78,10.42,3.21,3.97,10.6,3.07,4.72,37.01,127.54,6.83,49.45,110.31,7.61
0.1548,27.48,12.47,4.83,10.33,3.04,4.28,10.19,2.99,4.9,35.45,129.35,6.74,49.87,110.99,7.26
0.1922,27.41,12.43,4.4,10.62,3.59,4.01,10.59,3.41,4.97,36.52,128.69,6.91,48.17,112.74,7.38
0.2291,27.4,12.78,4.05,10.76,3.64,3.96,10.81,3.57,4.85,37.18,127.71,6.9,49.62,110.7,7.47
0.2697,27.07,12.9,4.23,10.51,3.42,3.97,10.54,3.47,4.64,37.87,127.14,6.64,52.94,108.09,7.11
0.3084,26.82,12.58,4.49,10.49,3.63,4.0,10.32,3.59,4.72,36.31,128.48,6.69,49.69,110.88,7.17
0.3472,26.89,12.96,3.99,10.51,3.63,3.9,10.53,3.65,4.7,37.23,127.78,6.75,50.99,110.05,7.14
0.3845,26.74,12.95,4.1,10.67,3.68,3.93,10.52,3.65,4.72,37.72,127.45,6.67,51.72,109.77,7.04
0.4221,27.05,12.68,4.32,10.55,3.66,4.02,10.33,3.53,4.83,37.37,127.69,6.7,51.86,109.29,7.17
0.4608,26.75,12.9,4.1,10.56,3.7,4.04,10.52,3.72,4.8,38.14,126.98,6.64,52.39,108.98,7.01
0.4994,26.81,12.8,4.08,10.49,3.67,3.95,10.41,3.64,4.79,38.2,127.12,6.68,52.29,109.52,6.98
0.5381,26.46,12.53,3.86,10.43,3.6,4.19,10.37,3.59,5.02,37.34,127.83,6.83,49.69,111.6,7.18
0.5755,26.82,12.95,3.74,10.46,3.65,4.01,10.51,3.73,4.77,39.2,126.13,6.66,54.28,107.56,6.97
0.6139,26.84,12.83,4.18,10.32,3.57,4.09,10.27,3.63,4.65,39.37,125.82,6.57,54.55,106.88,7.06
0.652,26.58,12.8,4.04,10.41,3.66,4.0,10.37,3.76,4.62,38.81,126.39,6.62,52.73,108.67,7.03
0.6926,27.01,12.75,4.06,10.5,3.62,4.0,10.41,3.61,4.78,38.95,126.15,6.68,53.89,107.22,7.22
0.7309,26.78,12.87,3.92,10.62,3.83,4.04,10.61,3.81,4.77,39.23,125.66,6.68,53.17,107.84,7.16
0.7676,26.5,12.84,4.04,10.56,3.73,3.95,10.45,3.79,4.73,38.19,127.09,6.58,53.36,108.27,7.01
0.8033,26.72,12.36,4.2,10.51,3.62,4.05,10.4,3.55,4.88,36.37,128.19,6.85,49.42,110.55,7.5
0.8408,26.38,12.79,3.81,10.51,3.64,4.03,10.53,3.57,4.84,38.57,126.87,6.76,53.59,108.28,7.03
0.8777,26.69,12.87,3.76,10.54,3.61,4.07,10.43,3.68,4.93,38.32,127.2,6.73,54.16,108.09,6.88
0.9132,26.4,12.57,3.69,10.7,3.84,4.04,10.65,3.85,5.11,36.6,128.59,6.9,48.25,112.55,7.31
0.9506,26.61,12.69,3.86,10.35,3.49,4.13,10.47,3.47,5.02,38.93,126.63,6.75,53.98,108.33,6.96
0.9872,26.45,12.41,3.89,10.66,3.78,4.12,10.63,3.72,5.06,36.77,128.13,6.88,48.84,111.36,7.45
