time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0375,21.55,9.04,15.5,10.27,5.82,2.69,13.86,2.75,4.42,38.64,126.44,5.66,34.47,122.72,7.01
0.075,21.82,9.03,15.46,10.5,5.81,2.9,14.2,2.87,4.58,40.16,125.03,5.81,34.59,122.54,7.05
0.1121,21.53,9.15,15.21,10.57,5.72,2.68,14.09,2.7,4.62,38.3,126.59,5.86,30.61,126.13,6.97
0.1508,21.95,9.22,15.8,10.49,5.81,2.76,14.23,2.83,4.56,38.79,125.94,5.83,33.26,123.52,7.13
0.1882,21.69,9.48,16.78,10.69,6.07,2.48,14.18,3.01,4.61,37.14,128.46,5.82,29.2,128.6,6.53
0.2397,21.59,9.32,16.37,10.64,5.92,2.68,14.3,2.89,4.71,37.32,128.3,6.01,29.22,128.35,7.08
0.2778,21.91,9.56,16.86,10.77,5.9,2.73,13.91,2.87,4.71,36.82,128.52,5.76,30.64,126.64,6.85
0.3167,21.89,9.62,16.69,10.73,5.69,2.79,14.14,2.89,4.59,38.4,126.54,5.72,35.01,121.95,6.98
0.3546,21.81,9.45,16.33,10.5,5.57,2.61,13.45,2.82,4.45,35.49,129.16,5.44,33.0,123.62,6.38
0.3942,21.89,9.35,16.8,10.49,5.9,2.63,13.77,3.02,4.7,37.96,127.64,5.7,31.46,126.5,6.51
0.4321,22.13,9.52,16.79,10.5,5.42,2.88,13.92,2.78,4.65,37.6,126.82,5.76,34.84,121.59,6.92
0.4714,22.17,9.61,17.53,10.41,5.14,3.18,13.39,2.89,4.79,34.9,130.02,5.66,29.78,127.53,6.43
0.5105,21.92,9.82,16.77,10.52,5.34,3.06,13.68,2.75,4.77,36.03,128.53,5.67,32.73,124.11,6.55
0.5483,21.82,9.73,17.01,10.46,5.25,3.07,13.61,2.84,4.62,35.55,129.39,5.7,29.43,127.63,6.67
0.5874,21.9,9.8,17.33,10.34,5.19,3.2,13.44,2.81,4.73,35.54,128.67,5.56,31.81,124.75,6.48
0.6244,21.77,9.52,17.15,10.42,5.25,3.1,13.49,2.93,4.68,35.6,129.34,5.67,28.78,128.24,6.75
0.6645,22.05,9.53,17.97,10.25,5.19,3.3,13.28,3.0,4.94,36.76,127.44,5.65,32.4,124.24,6.67
0.7034,22.23,9.49,18.13,10.34,5.16,3.26,13.18,2.97,4.71,34.55,129.75,5.67,28.46,128.29,6.55
0.7433,22.2,9.36,17.7,10.33,5.39,2.98,13.29,2.92,4.88,36.38,128.17,5.76,30.49,126.32,6.64
0.7812,21.94,9.52,17.37,10.45,5.16,3.37,13.36,2.94,4.9,35.79,128.73,5.7,29.75,127.29,6.56
0.8197,22.6,9.07,17.84,10.32,5.1,3.15,13.29,2.82,4.79,35.72,128.62,5.7,31.3,125.42,6.84
0.8578,22.8,8.46,15.78,10.15,5.15,2.92,13.2,2.85,4.96,35.07,129.74,5.72,30.62,126.86,6.66
0.8975,23.16,8.39,15.58,10.2,5.01,3.11,13.26,2.78,5.1,34.48,130.62,5.79,29.99,127.63,6.67
0.9363,24.06,8.05,14.88,10.5,4.65,3.75,13.35,2.85,5.68,35.14,129.78,6.29,31.55,126.6,6.79
0.9735,24.08,8.08,13.74,10.16,4.55,3.85,12.98,2.72,5.72,33.26,131.43,6.0,32.64,125.87,6.37
