time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0186,18.3,14.03,0.97,10.79,7.69,1.73,7.39,14.38,1.53,9.26,15.52,3.62,12.15,9.8,5.62
0.0445,18.24,14.37,1.25,11.0,8.16,1.87,7.78,14.79,1.79,9.56,15.9,3.91,12.03,10.38,5.96
0.0856,18.3,13.97,1.37,10.71,7.68,1.48,7.32,14.15,1.55,9.22,15.69,4.12,11.76,10.38,6.22
0.1176,17.84,14.07,1.04,10.9,7.86,2.1,7.58,14.78,1.74,9.34,16.19,3.63,11.66,10.92,5.7
0.157,17.82,13.33,1.79,10.85,8.09,2.27,7.44,14.99,1.82,9.56,16.35,3.58,11.63,10.73,6.07
0.1878,18.21,13.62,1.28,11.06,8.31,2.04,7.69,15.35,2.09,9.74,16.58,3.71,11.86,11.2,6.35
0.2203,18.54,13.93,1.23,10.46,8.36,0.75,7.67,14.59,2.66,9.73,15.33,5.11,11.38,10.55,7.78
0.252,18.65,12.71,2.47,9.47,7.14,1.21,6.81,12.52,2.91,8.76,13.76,5.64,9.05,11.72,8.14
0.2848,17.88,12.02,3.23,9.92,7.65,1.84,7.49,12.94,4.25,10.05,14.36,6.52,10.37,11.62,8.68
0.3155,18.7,11.7,3.98,11.5,9.65,3.08,8.51,16.01,5.47,10.13,16.26,6.77,9.78,12.78,8.52
0.3477,18.86,11.16,3.34,12.25,11.95,2.38,9.34,17.71,4.59,9.65,19.43,6.39,7.11,17.14,9.26
0.3784,25.26,14.28,15.05,4.57,5.52,4.12,4.34,9.23,5.11,19.53,12.7,6.52,39.28,22.87,3.99
0.413,19.04,7.27,4.79,14.05,17.53,5.14,11.54,22.64,7.03,10.45,36.11,14.63,11.69,35.3,15.14
0.4566,24.43,12.84,11.23,4.83,17.52,15.06,8.33,23.68,9.06,21.5,28.34,14.26,38.38,35.58,26.75
0.4748,19.82,7.3,9.02,14.26,12.08,3.47,14.86,23.39,8.12,12.45,45.06,24.67,8.9,38.06,23.64
0.5224,2.46,12.56,7.68,48.36,13.44,11.97,51.09,20.13,7.27,47.25,21.39,3.99,39.72,8.4,1.92
0.5565,56.54,23.22,2.5,30.99,14.33,11.64,35.91,68.13,29.65,46.89,113.52,12.12,40.7,112.44,12.26
0.6503,15.47,9.75,14.55,20.22,14.46,16.15,22.04,19.51,15.05,20.22,26.81,20.29,18.89,14.42,5.2
0.6812,25.91,26.93,15.04,39.79,90.73,19.25,48.33,86.57,6.5,38.58,78.28,32.25,34.3,88.12,24.9
0.7134,27.48,30.9,11.34,78.32,90.03,13.85,52.32,82.75,25.84,41.24,80.97,32.29,52.5,74.01,45.9
0.7458,25.31,29.98,11.79,26.2,10.38,5.42,13.21,3.95,0.55,7.81,4.47,5.59,26.12,21.42,10.76
0.7771,23.26,23.89,4.91,29.62,18.28,14.41,21.46,14.22,10.71,2.43,21.18,13.56,14.21,21.1,10.32
0.8242,28.03,22.5,15.79,31.05,17.35,16.62,17.32,20.61,7.73,16.07,24.79,7.16,24.97,15.25,4.32
0.8478,20.07,17.71,5.25,30.82,31.17,19.14,25.27,36.18,14.55,20.92,39.84,15.92,30.42,26.33,10.93
0.8901,24.98,18.12,4.11,30.91,23.21,20.53,20.11,28.66,8.4,17.6,32.2,10.04,26.19,20.06,6.61
0.9065,21.21,17.18,8.62,34.07,32.2,19.18,27.15,36.81,16.59,23.11,41.17,18.77,33.18,29.34,12.98
0.9566,25.49,15.66,1.95,31.98,22.12,19.87,22.14,28.62,9.32,16.52,33.04,9.43,26.91,21.02,3.32
0.9679,20.59,17.77,7.04,31.85,34.62,22.09,25.9,39.07,17.95,22.97,42.49,20.24,32.58,28.58,12.46
