time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0376,27.54,8.23,4.75,19.32,40.69,45.03,15.75,67.39,58.88,8.2,78.28,62.61,9.86,66.77,70.35
0.0674,28.05,8.57,4.38,19.56,44.37,46.3,15.55,69.33,55.69,7.65,77.78,61.24,10.94,61.9,71.34
0.1016,27.58,8.19,4.33,18.75,40.65,45.53,15.07,66.57,58.05,7.56,77.34,62.9,10.44,64.87,70.84
0.1374,28.23,8.45,4.94,19.07,41.86,42.73,15.15,66.89,57.7,7.09,78.51,62.25,11.21,68.79,69.34
0.1755,38.32,7.42,8.85,17.46,38.99,34.02,15.43,57.35,48.98,11.04,69.9,58.57,18.24,65.94,60.95
0.1946,28.36,8.66,5.02,19.35,42.57,41.24,15.27,66.92,54.9,7.16,79.21,59.83,10.47,65.97,69.0
0.2376,36.75,8.82,5.17,18.52,36.96,26.5,16.92,53.93,37.09,12.48,60.66,52.14,19.37,60.81,52.67
0.2522,28.38,8.9,4.47,19.13,39.63,34.3,15.39,68.31,53.89,7.34,82.86,57.56,11.36,69.18,67.37
0.2993,34.45,8.59,5.34,19.24,36.01,24.05,17.66,53.49,35.44,13.62,61.32,49.51,19.17,64.73,50.24
0.3146,28.09,8.72,4.49,19.04,44.39,39.66,15.11,71.15,53.19,7.18,83.85,56.3,12.02,73.3,62.78
0.375,37.85,7.11,5.93,17.5,38.02,30.65,14.8,54.28,47.31,9.26,64.67,57.43,15.84,62.04,60.21
0.3955,29.83,9.45,4.64,19.87,47.11,38.85,15.5,71.02,51.2,6.59,80.29,56.56,12.48,65.06,64.05
0.449,36.36,7.64,4.54,17.99,36.55,27.78,15.57,52.73,41.63,11.13,61.04,53.45,17.1,54.73,56.08
0.4628,30.17,9.41,4.21,20.03,43.39,33.33,15.87,68.53,51.16,7.28,80.23,56.16,12.31,67.64,64.31
0.5062,35.4,8.07,4.78,18.65,36.67,24.18,16.49,52.52,36.61,12.11,58.19,50.75,17.04,53.49,52.46
0.526,30.34,9.02,4.18,19.72,43.39,34.2,15.6,67.58,51.61,7.4,78.73,56.58,12.71,65.03,63.32
0.5728,35.97,6.94,7.15,17.8,38.15,25.03,15.94,55.24,36.59,12.08,63.59,50.34,19.89,63.05,49.65
0.5957,30.1,8.87,4.3,19.28,43.63,34.1,15.03,67.29,50.71,6.65,78.1,55.61,13.64,66.61,61.45
0.638,36.59,7.56,4.53,17.63,36.74,26.63,15.6,53.6,40.0,11.41,61.35,51.86,18.4,57.01,53.75
0.6537,30.55,9.18,4.67,19.86,44.17,34.05,15.54,67.89,50.32,6.58,78.84,55.75,12.34,65.39,61.76
0.702,31.04,9.65,5.16,19.91,48.04,38.17,15.56,73.55,50.04,6.08,81.21,55.44,12.64,63.11,61.48
0.7377,35.02,6.95,5.3,18.33,41.74,27.64,16.15,59.91,39.59,11.14,66.08,50.95,16.91,57.41,51.46
0.7501,30.89,9.3,4.74,19.39,48.37,36.55,15.03,73.65,49.55,5.65,80.58,54.68,13.89,65.73,60.69
0.803,34.93,8.34,6.16,18.57,40.94,25.83,15.37,60.0,39.27,9.64,69.24,49.88,17.32,61.77,50.97
0.8138,30.61,9.08,4.64,18.51,47.42,34.65,14.28,72.67,49.51,5.28,81.56,54.02,14.91,68.83,59.16
0.862,31.98,7.79,6.08,19.53,39.75,19.53,17.48,57.32,31.02,12.07,65.25,43.95,16.91,64.44,45.52
0.8882,30.17,9.08,5.13,17.69,51.64,37.48,13.37,75.91,47.95,4.03,79.25,52.75,14.47,63.75,54.89
0.9398,34.42,9.27,4.81,19.84,40.84,22.69,16.94,63.48,35.45,10.83,70.95,48.61,16.72,62.29,49.19
0.9579,29.88,9.41,5.79,18.19,52.62,37.55,13.56,73.27,47.34,4.04,75.16,52.7,14.98,58.96,53.51
