time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0376,18.99,47.27,23.36,4.77,2.22,0.93,3.09,4.43,0.45,8.25,4.3,9.94,17.86,126.49,19.37
0.0762,19.1,47.69,23.53,5.02,2.26,0.84,3.28,4.24,0.32,8.75,4.13,10.01,18.39,127.29,17.79
0.1153,19.27,47.68,23.75,4.89,2.25,0.98,3.17,4.28,0.4,9.35,3.84,10.32,18.83,125.98,17.83
0.1555,19.4,47.3,23.76,5.01,2.18,0.85,2.88,4.15,0.26,9.21,4.21,10.54,18.93,126.35,17.76
0.1961,19.29,47.32,24.14,5.09,1.86,0.99,2.9,3.94,0.42,9.24,4.05,10.5,18.22,126.25,18.44
0.2332,19.72,47.19,23.06,5.01,2.22,0.85,3.14,4.43,0.36,9.62,4.42,10.56,18.68,125.81,18.28
0.2703,20.39,46.81,24.0,5.16,2.38,0.9,3.06,4.55,0.66,9.22,3.8,9.95,19.05,125.36,19.12
0.3089,20.96,47.01,24.95,5.24,2.13,0.88,3.12,4.34,0.78,9.26,4.2,10.17,18.96,126.38,18.68
0.347,21.04,47.4,24.78,4.78,2.4,1.2,3.22,4.66,0.93,9.13,3.66,9.76,19.14,124.84,19.07
0.3887,21.53,47.42,24.45,4.7,2.29,1.17,3.29,4.8,0.94,9.42,4.11,9.87,18.38,124.05,19.62
0.4263,21.45,47.09,23.54,4.64,2.45,1.2,3.09,4.89,0.9,8.72,4.68,9.93,18.28,127.79,18.39
0.4659,21.36,46.77,25.3,4.94,2.51,1.16,2.99,4.96,1.14,8.54,4.39,9.84,19.24,126.76,19.11
0.5035,20.73,46.61,24.78,5.14,2.11,1.07,3.02,4.27,1.1,8.25,3.64,10.02,18.8,125.96,20.73
0.5426,19.63,46.99,24.73,4.85,2.34,0.98,2.99,4.4,0.84,8.2,4.25,10.03,19.35,124.7,20.5
0.583,19.79,46.18,24.27,5.06,2.22,1.06,2.9,4.26,0.72,8.37,4.07,10.28,19.28,125.55,20.15
0.6246,20.33,46.58,24.07,4.99,2.05,1.2,3.04,4.39,0.71,8.76,4.6,9.96,20.18,124.23,19.21
0.6637,20.21,46.87,22.5,4.9,2.58,1.26,3.03,4.7,0.9,8.63,4.08,10.02,19.3,124.94,19.87
0.7013,19.61,46.45,22.74,4.99,2.29,1.12,2.97,4.36,0.58,8.58,3.88,10.06,20.41,123.73,19.73
0.7398,20.91,46.25,24.48,5.08,2.18,1.21,2.98,4.34,0.84,8.64,4.26,9.84,20.16,124.82,19.42
0.7775,20.31,46.5,23.26,5.04,2.64,1.08,3.0,4.59,0.53,8.32,4.17,10.16,19.54,126.21,19.41
0.8186,20.14,46.45,23.08,4.89,2.08,1.02,2.9,4.37,0.41,8.59,4.51,10.03,19.6,124.98,19.39
0.8577,20.65,46.51,24.06,4.98,2.4,1.3,3.05,4.6,0.77,8.79,4.09,10.08,19.51,124.0,19.92
0.8963,19.97,46.05,21.86,5.26,2.51,1.01,2.96,4.49,0.27,8.55,4.3,10.17,19.58,124.84,19.41
0.9349,20.4,46.21,21.42,5.15,2.03,0.97,3.07,4.39,0.42,9.18,4.12,10.25,18.37,124.86,19.43
0.973,20.48,45.83,22.61,5.27,2.26,0.99,3.08,4.48,0.46,8.84,3.98,9.85,19.59,124.34,19.51
