time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0202,33.92,25.18,23.99,11.0,4.62,4.19,12.09,6.08,3.56,26.21,142.89,12.54,35.85,134.04,16.66
0.0476,34.52,25.02,25.96,10.65,4.17,4.51,12.32,6.25,3.5,25.58,144.43,12.26,34.12,135.8,16.12
0.0838,34.29,25.36,25.44,10.46,3.98,4.52,11.91,6.33,3.72,26.87,142.59,12.45,34.14,135.24,16.28
0.1179,33.78,26.7,25.11,10.93,4.16,4.49,12.04,6.55,3.71,27.14,142.93,12.09,36.06,134.11,15.96
0.1473,34.36,26.06,25.53,10.2,4.24,4.65,12.08,6.26,3.54,25.35,144.15,12.39,35.7,133.89,15.89
0.1835,34.74,26.32,26.96,10.08,3.34,4.87,11.92,6.03,3.75,25.01,144.32,12.43,35.43,133.74,15.82
0.2154,35.06,27.12,27.3,10.1,2.96,4.78,11.52,5.62,3.95,24.18,144.99,12.52,35.44,133.85,16.04
0.2515,34.29,26.83,26.48,9.61,2.84,4.53,11.6,5.59,3.14,25.48,144.13,12.32,35.76,133.98,15.65
0.2831,32.75,26.96,24.85,9.7,3.16,4.74,11.42,4.55,3.38,25.98,144.9,12.08,33.47,137.53,15.17
0.3359,32.43,27.96,23.73,9.88,3.42,4.33,10.65,4.53,3.46,27.13,143.95,11.99,35.48,136.56,14.74
0.3666,31.0,27.63,25.08,9.93,2.72,4.17,10.98,4.58,3.41,26.96,144.14,11.69,32.29,139.38,14.39
0.3909,31.35,26.67,24.1,9.97,3.05,4.43,10.95,5.06,3.67,27.18,142.01,12.31,33.22,136.06,15.24
0.4266,32.12,27.19,24.62,9.99,2.91,4.77,10.59,4.43,3.62,25.78,143.55,12.12,34.21,135.98,14.67
0.4586,32.36,26.5,25.74,10.12,2.79,4.5,11.0,5.54,3.56,26.21,142.77,12.03,33.55,135.84,14.6
0.4897,31.59,26.68,23.14,10.11,2.37,4.85,10.98,4.9,3.98,26.63,142.39,12.45,33.66,135.22,14.86
0.5236,31.59,27.12,25.41,9.71,2.36,4.56,10.96,5.5,3.47,25.22,143.19,11.88,31.39,136.48,14.61
0.5559,31.63,27.28,24.72,9.89,1.85,4.79,11.09,4.28,3.71,25.28,144.29,11.8,30.06,138.82,14.09
0.5881,31.96,27.08,23.5,9.59,2.02,4.67,11.28,4.48,3.65,26.37,143.44,12.15,31.46,137.69,14.36
0.6194,32.69,28.46,21.68,9.6,2.35,4.88,10.22,3.49,4.26,25.31,144.79,12.57,33.59,136.67,14.9
0.6519,33.15,28.66,21.08,9.83,2.29,4.84,9.64,3.94,4.7,24.16,144.84,12.78,36.21,133.62,15.42
0.6837,33.2,27.63,21.65,9.9,2.24,4.31,10.69,4.77,4.26,25.88,143.36,12.69,35.07,133.93,14.85
0.7149,32.64,27.36,25.16,9.37,2.74,4.69,10.79,4.52,3.78,25.27,144.3,12.46,33.3,135.72,14.95
0.7471,31.47,26.76,24.49,9.04,2.74,4.75,10.99,4.11,3.55,25.11,143.73,12.09,30.3,137.79,14.91
0.7796,31.69,27.67,25.24,9.0,2.67,4.84,10.54,4.2,3.91,24.99,143.69,12.34,30.67,137.31,14.87
0.8161,32.8,28.08,22.63,9.42,2.11,4.68,10.41,3.92,4.15,25.02,144.17,12.77,34.82,134.29,15.19
0.8505,32.92,27.76,22.81,9.52,2.37,4.52,10.58,4.13,4.17,24.08,144.88,12.69,33.46,135.08,15.25
0.8786,31.57,28.47,23.54,9.36,2.04,4.68,10.46,4.0,4.19,25.74,144.95,12.51,31.76,138.44,14.75
0.9072,31.61,28.0,24.76,9.59,2.21,4.65,10.91,4.37,3.83,25.83,143.93,12.08,31.34,137.37,14.6
0.9476,32.98,28.08,22.17,8.96,2.5,4.46,10.32,3.58,3.71,25.38,144.51,11.77,32.07,137.18,13.81
0.9789,31.4,27.49,24.11,9.64,2.31,4.54,10.9,4.25,4.13,25.02,144.23,12.37,31.3,137.51,14.95
