time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.034,38.11,31.66,22.71,10.4,2.9,4.49,11.58,5.13,4.53,18.63,148.03,14.95,40.72,126.18,19.13
0.0632,38.23,32.73,26.65,9.2,1.92,4.85,10.22,6.63,5.16,15.54,146.45,14.86,36.52,126.88,19.1
0.0945,38.39,33.4,27.37,9.76,2.22,4.34,10.87,5.23,4.39,18.23,149.76,12.95,40.79,127.56,17.49
0.133,37.72,33.22,26.89,9.53,2.21,4.59,10.38,6.4,4.89,15.39,148.41,13.64,34.37,129.62,17.61
0.1663,38.77,32.47,25.83,9.71,2.24,4.74,10.78,5.84,4.56,18.09,148.89,14.01,38.78,128.47,18.56
0.195,38.69,32.84,24.57,9.63,2.68,4.61,11.17,5.82,4.9,16.5,147.99,14.64,37.9,126.87,18.68
0.2307,37.34,33.57,29.03,9.37,2.43,4.17,10.94,6.05,4.63,14.93,150.1,13.21,34.33,131.61,17.23
0.2658,38.5,32.85,27.16,8.96,2.54,4.57,11.32,6.15,4.08,17.39,148.54,13.17,34.95,130.55,17.31
0.3034,38.37,33.66,26.39,9.38,2.96,4.26,10.61,5.99,5.12,15.13,150.86,13.4,36.99,130.24,16.61
0.3326,38.25,34.08,29.25,9.17,1.64,4.22,10.64,5.94,4.54,15.0,150.43,12.9,35.44,130.89,16.23
0.3648,40.02,33.43,26.21,9.82,2.38,3.95,10.43,6.15,4.82,14.14,151.18,13.56,38.28,127.91,17.03
0.3971,39.83,33.68,26.39,9.41,2.65,4.43,10.2,6.48,5.29,15.1,148.5,14.27,39.5,126.12,17.6
0.433,38.76,33.4,30.88,9.36,1.81,4.34,10.51,5.75,5.06,16.05,150.98,14.17,41.03,127.5,18.01
0.4648,40.51,33.37,30.53,9.32,2.39,4.44,10.48,6.51,5.19,14.91,150.01,14.16,38.48,127.9,17.72
0.5012,40.27,33.28,27.31,9.51,2.73,4.27,10.81,6.94,5.39,15.67,148.67,14.41,40.52,125.64,17.8
0.5354,39.39,32.98,27.51,9.34,2.59,4.19,10.71,6.06,5.18,15.1,149.01,14.57,37.74,127.31,18.78
0.5632,37.91,31.87,26.09,9.37,2.63,4.7,11.25,6.61,4.72,16.41,146.4,14.34,35.17,128.07,18.35
0.5951,38.16,34.05,27.55,9.51,3.18,4.3,10.62,5.69,4.61,15.69,150.43,12.99,36.61,129.84,16.37
0.6304,39.31,33.44,25.13,9.93,2.54,4.42,10.68,6.06,5.23,15.48,149.18,14.05,41.51,124.61,17.36
0.6652,39.76,33.76,24.84,9.69,2.84,4.27,10.67,6.1,5.04,15.64,148.64,14.1,39.1,126.08,17.44
0.6995,40.69,33.68,24.94,9.78,2.82,4.07,10.63,6.85,5.5,15.1,148.48,14.54,40.5,124.83,17.96
0.7325,39.75,33.27,21.74,9.93,2.11,3.82,10.7,5.38,4.91,16.81,149.57,14.43,43.01,124.65,18.26
0.7673,40.24,32.98,24.56,9.71,2.8,4.24,10.94,6.08,4.78,15.34,149.3,13.77,38.18,126.98,17.14
0.8001,39.77,33.88,31.83,9.0,2.37,4.29,10.55,6.73,5.49,15.0,147.68,14.86,37.82,125.91,18.82
0.8331,39.02,33.37,26.71,9.24,2.68,4.25,10.84,6.54,4.6,16.01,147.85,13.82,36.51,129.29,17.23
0.8631,38.48,33.73,28.8,9.42,2.68,4.29,10.85,6.38,4.69,16.67,148.59,13.43,38.25,127.93,17.57
0.9048,37.49,33.31,27.48,9.28,2.52,4.42,10.84,6.0,4.77,15.68,148.46,13.6,35.81,130.15,17.25
0.9344,39.02,32.95,28.89,9.22,2.16,4.14,10.75,6.56,4.96,16.11,147.07,14.9,36.46,127.75,19.03
0.966,39.18,32.88,25.74,9.76,2.2,4.44,10.83,6.0,4.7,16.24,148.45,13.92,37.37,127.69,17.7
0.9996,38.97,34.34,29.42,9.54,2.76,4.15,10.54,5.82,5.36,14.8,150.73,13.86,39.33,127.96,17.32
