time_sec,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14
0.0335,24.19,7.47,13.95,8.43,5.31,3.43,11.1,1.17,4.08,85.83,71.52,4.2,117.52,33.46,6.2
0.0717,24.11,7.64,14.02,8.48,5.72,3.13,10.94,0.99,3.96,88.47,69.32,3.89,119.86,31.62,5.8
0.1089,23.79,7.53,13.38,8.46,5.35,3.16,11.19,1.33,3.81,92.42,64.9,3.93,121.99,28.88,6.33
0.1453,23.78,7.48,13.39,8.38,5.57,3.15,11.05,1.24,3.96,92.83,64.9,3.99,122.17,29.28,6.1
0.1818,24.07,7.67,13.58,8.43,5.59,3.17,10.99,1.07,4.03,92.08,65.82,4.1,120.63,31.07,6.05
0.2177,24.61,7.65,13.85,8.48,5.25,3.34,11.0,1.22,4.01,87.13,70.44,4.16,118.31,32.92,6.1
0.2534,24.11,7.67,13.96,8.44,5.56,3.15,10.76,0.98,3.89,88.86,68.95,4.06,120.35,31.06,6.46
0.2903,24.24,7.67,14.81,8.36,5.36,3.31,10.95,1.01,4.1,89.12,68.32,4.15,118.37,32.89,6.1
0.3264,24.28,7.52,14.58,8.68,5.19,3.46,10.77,1.23,3.87,81.19,76.64,4.07,117.21,34.52,5.65
0.3613,24.39,7.4,14.42,8.64,5.79,2.87,10.36,1.13,3.72,83.16,75.53,3.91,121.02,31.94,5.47
0.3973,24.55,7.47,14.69,8.54,5.77,2.95,9.73,1.35,3.54,77.78,81.12,3.75,120.47,32.56,5.74
0.4335,25.62,7.64,14.94,8.66,5.61,2.89,9.6,1.7,3.31,76.61,82.16,3.73,121.19,31.58,5.95
0.4702,25.92,7.64,14.88,8.64,5.61,2.74,9.37,2.04,3.18,74.93,84.04,3.74,120.68,32.08,5.94
0.5079,26.35,7.6,14.92,8.49,5.31,2.94,9.22,1.96,3.36,72.96,85.07,4.39,118.37,32.97,7.15
0.5469,26.46,7.67,14.37,8.25,5.2,2.88,8.89,1.91,3.25,74.77,83.08,4.26,119.34,31.6,7.02
0.5824,26.37,7.68,13.68,8.63,5.42,2.65,9.15,2.14,3.17,76.53,81.96,4.06,122.11,29.44,7.12
0.6191,26.09,7.58,13.85,8.66,5.21,3.08,9.12,1.94,3.18,76.22,82.11,4.13,122.28,29.27,7.27
0.6555,26.13,7.49,14.03,8.15,5.22,2.59,8.64,1.79,3.0,74.58,83.03,4.49,119.75,30.93,7.58
0.6923,25.3,7.41,14.08,8.41,5.3,3.08,9.21,1.27,3.72,75.85,82.59,4.24,119.54,32.74,6.67
0.7294,25.77,7.26,13.74,8.22,5.16,3.04,8.84,1.43,3.37,74.3,83.64,4.13,119.27,32.03,6.89
0.7645,25.33,7.3,13.69,8.25,5.29,3.05,8.92,1.21,3.54,76.53,81.65,4.08,120.0,31.82,6.53
0.8017,25.41,7.22,13.6,8.29,5.33,3.06,8.85,1.43,3.44,75.41,83.44,4.09,120.68,31.83,6.63
0.8379,25.81,7.22,14.56,8.31,5.34,3.11,8.74,1.54,3.41,74.59,84.06,4.21,120.57,31.75,6.87
0.8756,24.96,7.42,13.51,8.49,5.44,3.04,9.23,1.37,3.69,79.15,79.51,4.09,121.59,30.86,6.28
0.9132,24.87,7.22,13.97,8.26,5.12,3.13,8.81,1.07,3.35,77.82,80.89,3.98,123.2,29.14,6.55
0.9489,25.06,7.52,13.67,8.49,5.45,2.9,9.19,1.53,3.46,77.58,80.68,4.06,121.0,30.93,6.21
0.9905,24.7,7.35,13.86,8.32,5.4,2.87,9.03,1.28,3.42,79.07,79.73,3.91,123.39,29.0,6.37
